uniq_id,ru_old_orth,ru_new_orth,lc_translit_old,lc_translit_new,alt_name_old_orth,alt_name_new_orth,alt_name_old_trans,alt_name_new_trans,beg_yr,end_yr,xy_type,x_coord,y_coord,pres_loc,pres_country,country_code,ru_old_featuretype,ru_new_featuretype,ru_translit_old_featuretype,ru_translit_new_featuretype,en_featuretype,id_featuretype,lc_featuretype,admin_level,SOURCE,description,geonameId,partof_id,txt_id
481,Крапивна,Крапивна,Krapivna,Krapivna,Кропивна,Кропивна,Kropivna,Kropivna,1785,1796,POINT,32.16478,49.63637,"Kropyvna, Cherkas'ka oblast",Ukraine,UA,мѣстечко,местечко,miestechko,mestechko,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=60,"КРАПИВНА, или КРОПИВНА , мѣстечко Кіевскаго Намѣстничества въ Переяславскомъ уѣздѣ. Здѣсь бываетъ въ году двѣ ярмарки: первая въ день Пророка Иліи , вторая въ день Покрова Богородицы, кромѣ обыкновенныхъ торговъ. Купцы пріѣзжаютъ на оныя изъ близъ лежащихъ городовъ съ красными крамными и прочими товарами , съ стеклянною и деревянною посудою , съ мѣлкою изъ Донскихъ станицъ рыбою; жители продаютъ рогатой скотъ, дашадей, хлѣбъ, смолу, горячее вино и прочее; привозятъ также сюда для продажи жителямъ Крымскую соль.",http://www.geonames.org/704503,135,336
482,Красноборскъ,Красноборск,"Krasnoborsk""",Krasnoborsk,,,,,1785,1796,POINT,45.93396,61.55978,"Krasnoborsk, Arkhangelsk Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=60,"КРАСНОБОРСКЪ , городъ Вологодскаго Намѣстничества. Въ семъ городѣ бываетъ небольшая ярмарка ; пріѣзжая пъ купцы изъ разныхъ Россійскихъ городовъ съ мълочными товарами.",http://www.geonames.org/542423,187,337
483,Краснокутскъ,Краснокутск,"Krasnokutsk""",Krasnokutsk,,,,,1785,1796,POINT,35.16275,50.06602,"Krasnokuts'k, Kharkiv Oblast",Ukraine,UA,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=61,"КРАСНОКУТСКЪ, городъ Харьковскаго Намѣстничества. Здѣсь бываетъ въ году четыре ярмарки: первая въ постъ о Крестопоклонной недѣлѣ , вторая Апрѣля 23, третія Іюня 29, четвертая Ноября 21; пріѣзжаютъ на оныя купцы изъ разныхъ Россійскихъ городовъ; привозятъ шелковые и прочіе товары , позументы, серебро въ посудѣ и прочее; торгуютъ тутъ же скотомъ и лошадьми.",http://www.geonames.org/704376,188,343
484,Краснополье,Краснополье,Krasnopol'e,Krasnopol'e,,,,,1785,1796,POINT,35.25965,50.77458,"Krasnopillya, Sums'ka oblast",Ukraine,UA,слобода,слобода,sloboda,sloboda,village,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=61,"КРАСНОПОЛЬЕ , слобода Харьковскаго Намѣстничества въ уѣздѣ города Мирополья. Здѣсь бываютъ ярмарки , первая Маія 9, вторая Августа 6, третія Ноября 8 ; пріѣзжаютъ на оныя купцы изъ близъ лежащихъ городовъ съ мѣлочными товарами , а покупаютъ скотъ, лошадей и прочее.",http://www.geonames.org/704343,126,345
485,Кромы,Кромы,Kromy,Kromy,,,,,1785,1796,POINT,35.76665,52.68762,"Kromy, Oryol Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=62,"КРОМЫ, городъ Орловскаго Намѣстничества. Здѣсь бываютъ въ году двѣ ярмарки, послѣ Святыя Пасхи на десятой и одинадцатой недѣлѣ, и торговля состоитъ привозимыми ивъ городовъ купечествомъ разными шелковыми и другими мѣлкими товарами ; годевые и уѣздные жители торгу ютъ своими собственными тутошняго мѣста произрастѣнія ми и произведенными рукодѣ ліемъ вещьми, малымъ числомъ пенькою и холстомъ.",http://www.geonames.org/540776,189,355
486,Крыловъ,Крылов,"Krylov""",Krylov,,,,,1785,1796,POINT,33.24106,49.04894,"Svitlovods'k, Kirovohrads'ka oblast",Ukraine,UA,слобода,слобода,sloboda,sloboda,village,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=62,"КРЫЛОВЪ, слобода Екатеринославскаго НамѣстничестваВъ оной бываетъ въ году девять ярмарокъ.",http://www.geonames.org/692087,8,356
487,Кубенское,Кубенское,Kubenskoe,Kubenskoe,,,,,1785,1796,POINT,39.66913,59.43387,"Kubenskoye, Vologda Oblast",Russia,RU,село,село,selo,selo,village,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУБЕНСКОЕ, село Вологодскаго Намѣстничества и уѣзду. Здѣсь бываетъ торгъ еженедѣль ной по че цвергамъ.",http://www.geonames.org/540035,45,359
488,Кузнецкъ,Кузнецк,"Kuznetsk""",Kuznetsk,,,,,1785,1796,POINT,46.60037,53.11675,"Kuznetsk, Penza Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУЗНЕЦКЪ, городъ Саратовскаго Намѣстничества. Здѣсь сверхъ еженедѣльнаго торгу бываетъ ярмарочной съѣздъ въ десятую пятницу по Пасхѣ.",http://www.geonames.org/537737,190,361
489,Куреньки,Куреньки,Kuren'ki,Kuren'ki,,,,,1785,1796,POINT,32.74462,50.21186,"Kurin'ka, Poltavs'ka oblast",Ukraine,UA,мѣстечко,местечко,miestechko,mestechko,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУРЕНЬКИ, мѣстечко Кіевскаго Намѣстничества въ Лубенскомъ уѣздѣ. Здѣсь быва-етъ въ годъ три ярмарки: первая Февраля 2, другая Іюня 29, третія Октября 26 чиселъ.",http://www.geonames.org/703624,122,365
490,Лазовица,Лазовица,Lazovitsa,Lazovitsa,,,,,1785,1796,POINT,32.0163,53.5617,"Klimavichy District, Mogilev Province",Belarus,BY,мѣстечко,местечко,miestechko,mestechko,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=64,"ЛАЗОВИЦА, мѣстечко Могилевскаго Намѣстничества въ Климовицкомъ уѣздѣ. Въ ономъ бываетъ одна ярмарка въ году.",http://www.geonames.org/625894,114,370
491,Лаишевъ,Лаишев,"Laishev""",Laishev,,,,,1785,1796,POINT,49.55037,55.40464,"Laishevo, Tatarstan",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=64,"ЛАИШЕВЪ, городъ Казанскаго Намѣстничества. Въономъ бываетъ ярмарка Маія съ 6 Іюня по 1 число, для пріѣзжающихъ на барочныхъ караванахъ работныхъ людей.",http://www.geonames.org/537158,191,371
492,Лальскъ,Лальск,"Lal'sk""",Lal'sk,,,,,1785,1796,POINT,47.58617,60.74146,"Luzsky District, Kirov Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛАЛЬСКЪ, городъ Вологодскаго Намѣстничества. Здѣсь бываетъ въ годъ четыре ярмарки : первая Декабря 6, вторая Генваря 18 , третія Марта 25, четвертая Іюня въ первыхъ числахъ ; на оныя привозятъ устюжскіе купцы разные мѣлочные товары; а крестьянство сукна сермяжныя, холсты, овчины , шубы и прочіе всякіе мѣлочные и съѣстные товары.",http://www.geonames.org/537094,192,373
493,Липецкъ,Липецк,"Lipetsk""",Lipetsk,,,,,1785,1796,POINT,39.57076,52.60311,"Lipetsk, Lipetsk Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИПЕЦКЪ, городъ Тамбовскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки : первая Апрѣля 21, вторая Іюня 23, третія Августа 15 чиселъ. Пріѣзжаютъ на оныя изъ ближнихъ городовъ купцы, и торгуютъ дня по два разными товарами.",http://www.geonames.org/535121,193,381
494,Лихвинъ,Лихвин,"Likhvin""",Likhvin,,,,,1785,1796,POINT,36.24499,54.09685,"Chekalin, Tula Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИХВИНЪ , городъ Калужскаго Намѣстничества. Въ ономъ бываетъ одна годовая ярмарка.",http://www.geonames.org/569615,194,385
495,Лохвица,Лохвица,Lokhvitsa,Lokhvitsa,,,,,1785,1796,POINT,33.26024,50.36776,"Lokhvytsya, Poltavs'ka oblast",Ukraine,UA,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=67,"ЛОХВИЦА , городъ Черниговскаго Намѣстничества. Здѣсь бываетъ въ году четыре ярмарки : первая въ день Преполовенія , вторая въ день Великомученика Прокопія, третія въ день Великомученика Евстафія, четвертая на всеѣдной недѣлѣ; пріѣзжаютъ на оныя купцы изъ Россійскихъ и Малороссійскихъ городовъ съ краснымъ товаромъ, съ кожами, желѣзомъ и прочимъ. ",http://www.geonames.org/702874,195,388
496,Любечь,Любечь,Liubech',Liubech',,,,,1785,1796,POINT,30.65692,51.7026,"Lyubech, Chernihivs'ka oblast",Ukraine,UA,мѣстечко,местечко,miestechko,mestechko,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛЮБЕЧЬ, мѣстечко Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ двѣ ярмарки : первая Декабря 6, въ день Святителя Николая, вторая въ день Вознесенія Господня. Торги ва оныхъ и въ ежедневные съѣзды отправляются привозными изъ окольныхъ мѣстъ мѣлкими крамными вещами , хлѣбомъ, глиняною посудою , кожами , колесами к другими крестьянскими товарами,",http://www.geonames.org/702477,38,397
497,Лютенка,Лютенка,Liutenka,Liutenka,,,,,1785,1796,POINT,34.0367,50.21084,"Lyuten'ka, Poltavs'ka oblast",Ukraine,UA,мѣстечко,местечко,miestechko,mestechko,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"ЛЮТЕНКА, мѣстечко Черниговскаго Намѣстничества въ Гадяцкомъ уѣздѣ. Въ ономъ бываетъ  въ годъ три ярмарки: первая въ день Преполовенія , вторая Іюля 20, въ день Св. пророка Иліи, третія 1 Ноября, въ день Космы и Даміана. На оныхъ околичные жители торгуютъ  хлѣбомъ, разнымъ скотомъ и съѣстными припасами, какъ - то рыбою и солью.",http://www.geonames.org/702381,97,399
498,Макарьевъ,Макарьев,"Makar'ev""",Makar'ev,,,,,1785,1796,POINT,45.06291,56.08367,"Makaryevo, Nizhny Novgorod Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"МАКАРЬЕВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ бываетъ при тамошнемъ монастырѣ повсягодно славная ярмарка , начинающаяся со дня С. Апостоловъ Петра и Павла, и продолжающаяся три и четыре недѣли. На оную съѣзжается великое множество купцовъ изъ всѣхъ странъ Россіи и Сибири , также съ Герсидскихъ , Турецкихъ и Польскихъ границъ.",http://www.geonames.org/532133,196,404
499,Вытегра,Вытегра,Vytegra,Vytegra,,,,,1785,1796,POINT,36.44811,61.00636,"Vytegra, Vologda Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫТЕГРА, городъ Олонецкаго Намѣстничества. Здѣсь бываютъ въ году четыре ярмарки : первая Февраля 2, вторая Августа 16, третія Октября 1, четвертая 9 Маія. Сіи ярмарки учреждены бывшимъ Господиномъ НовогороДскимъ Губернаторомъ Сиверсомъ.",http://www.geonames.org/469960,198,133
500,Лебединъ,Лебедин,"Lebedin""",Lebedin,,,,,1785,1796,POINT,34.4849,50.58518,"Lebedyn, Sums'ka oblast",Ukraine,UA,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕБЕДИНЪ, городъ Харьковскаго Намѣстничества. Въ ономъ городѣ бываютъ въ году три ярмарки: первая Генваря 1, въ день Обрѣзанія , вторая по Пасхѣ въ десятую пятницу, тяетія Сентября 20, въ день Великомученика Евстафія. Купцы на оныя пріѣзжаютъ изъ близъ лежащихъ городовъ съ лавочными товарами и съ горячимъ виномъ.",http://www.geonames.org/613273,199,375
501,Сапожокъ,Сапожок,"Sapozhok""",Sapozhok,,,,,1785,1796,POINT,40.68056,53.94194,"Sapozhok, Ryazan Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САПОЖОКЪ, съ 1778 году городъ Рязанскаго Намѣстничества . Здѣсь  бываетъ ярмарка о десятой пятницѣ , Іюля 8 ; товары привозятъ на оную изъ разныхъ городовъ и уѣздовъ  купцы, шелкъ, бумагу красную и писную , кресты , перстяни иглы, булавки, полотно, льняное и конопляное масло и прочее тому подовное; а обыватели торгуютъ деревянною посудою, всякимъ хлъбомЬ и прочимъ.",http://www.geonames.org/498760,201,603
502,Дерптъ,Дерпт,"Derpt""",Derpt,,,,,1785,1796,POINT,26.72509,58.38062,"Tartu, Tartu County",Estonia,EE,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=38,"ДЕРПТЪ , городъ Рижскаго Намѣстничества. Въ ономъ бываютъ въ году четыре ярмарки : первая на другой день Богоявленія , на которую пріѣзжаютъ множество купцовъ изъ Риги и Ревеля съ шёлковыми и прочими товарами , и торгуютъ три недѣли ; при томъ съѣзжаются изъ уѣзда много и Дворянства; вторая продолжается только три дни, а начинается 29 Іюня, то есть въ день Св. Апостоловъ Петра и Павла; на оную привозятъ соленую и сушеную рыбу съ Чудскаго озера Россійскіе рыбаки ; также иногда и изъ ближнихъ Россійскихъ городовъ привозятъ купцы всякіе желѣзные товары и горшки глиняныя; третія бываетъ 8 Сентября ; на оную съѣзжаются крестьяне съ коровьимъ масломъ, сѣномъ к хлѣбомъ; четвертая бываетъ 19 Сентября; на оной торгуютъ скотиною , лошадьми и всякимъ хлѣбомъ.",http://www.geonames.org/588335,202,189
503,Коротоякъ,Коротояк,"Korotoiak""",Korotoiak,,,,,1785,1796,POINT,39.17677,50.98665,"Korotoyak, Voronezh Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=58,"КОРОТОЯКЪ, городъ Воронежскаго Намѣстничества. Въ семъ городѣ бываетъ въ году одна ярмарка Іюля 8 числа, въ день Казанскія Богородицы; привозятъ на оную малое чи-сло шелковыхъ и бумажныхъ товаровъ, а болѣе крестьянское издѣлье.",http://www.geonames.org/544576,204,327
504,Богородскъ,Богородск,"Bogorodsk""",Bogorodsk,,,,,1785,1796,POINT,38.45,55.85,"Noginsk, Moscow Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДСКЪ, городъ Московской Губерніи. Въ немъ бываетъ двѣ въ году ярмарки: первая Маія 9, вторая Декабря 6, на которыя той округи крестьяне привозятъ разные съѣстные припасы, а купцы мѣлочные товары.",http://www.geonames.org/575561,206,57
505,Воскресенскъ,Воскресенск,"Voskresensk""",Voskresensk,,,,,1785,1796,POINT,36.86867,55.91997,"Istra, Moscow Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОСКРЕСЕНСКЪ, городъ Московской Губерніи. Въ немъ, кромѣ еженедѣльныхъ по середамъ и субботамъ торговыхъ дней, бываетъ въ Вознесены евъ день годовая ярмарка.",http://www.geonames.org/555746,208,127
506,Ефремовъ,Ефремов,"Efremov""",Efremov,,,,,1785,1796,POINT,38.09924,53.14806,"Yefremov, Tula Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЕФРЕМОВЪ, городъ Тульскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая въ Іюнѣ, называемая десятая пятница, вторая Августа 6, въ день Преображенія Господня, третія Сентября 15, въ день Великомученика Никиты , четвертая Октября 1, въ день Покрова Богородицы. Купцы съѣзжаются изъ окрестныхъ городовъ съ разными товарами, но по большей части съ мѣлочными.",http://www.geonames.org/468390,209,224
507,Боровскъ,Боровск,"Borovsk""",Borovsk,,,,,1785,1796,POINT,36.48611,55.20639,"Borovsk, Kaluga Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=20,"БОРОВСКЪ, городъ Калужскаго Намѣстничества. Бываютъ въ году здѣсь двѣ ярмарки : первая въ десятую пятницу послѣ Свѣтлаго Воскресенія, вторая въ день Рождества Богородицы 8 числа Сентября; на оныя пріѣзжаютъ купцы изъ Тулы, Калуги, Серпухова и прочихъ городовъ ; привозятъ . шелковые и прочіе товары, а по большей части крестьяне съѣзжаются съ холстами и прочими крестьянскими товарами.",http://www.geonames.org/572070,210,70
508,Опочка,Опочка,Opochka,Opochka,,,,,1785,1796,POINT,28.66174,56.71048,"Opochka, Pskov Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=82,"ОПОЧКА, городъ Псковскаго Намѣстничества. Въ семъ городѣ бываетъ въ году три ярмарки.",http://www.geonames.org/515155,211,495
509,Юрьевъ Польскій,Юрьев Польский,"Iur'ev"" Pol'skіi",Iur'ev Pol'skii,,,,,1785,1796,POINT,39.67911,56.50339,"Yuryev-Polsky, Vladimir Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=130,"ЮРЬЕВЪ ПОЛЬСКІЙ, съ 1778 году городъ Володимерскаго Намѣстничества. Жители онаго промышляютъ юфтью , также мѣлочными товарами и огородными работами.",http://www.geonames.org/466215,213,789
510,Сумы,Сумы,Sumy,Sumy,,,,,1785,1796,POINT,34.80029,50.9216,"Sumy, Sums'ka oblast",Ukraine,UA,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=111,"СУМЫ, съ 1780 году городъ того же Намѣстничества. Въ ономъ бываютъ ярмарки: первая, называемая Ѳеодоровская, съ первой недѣли великаго поста , и продолжается недѣли по двѣ и по три, вторая на Троицкой недѣлѣ, третія въ день успенія, четвертая Введенская, начинается съ 21 Ноября , и продолжается Декабря по 6 и далѣе. На оныя ярмарки съѣзжаются разныхъ городовъ Россійскіе купцы и Греки; привозятъ хорошія сукна, шелковыя матеріи, парчи, разную посуду, сахаръ, чай, вина, юфть и прочее.",http://www.geonames.org/692194,216,670
511,Лухъ,Лух,"Lukh""",Lukh,,,,,1785,1796,POINT,42.25838,57.01242,"Lukh, Ivanovo Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛУХЪ, городъ Костромскаго Намѣстничества. Въ уѣздѣ онаго при отчинѣ Николаевскаго монастыря Тихоновой пустынѣ имѣется ярмарка Іюня 16 дня, на которую привозитъ разныхъ городовъ купечество шелковые и прочіе товары.",http://www.geonames.org/533555,217,393
512,Старая Руза,Старая Руза,Staraia Ruza,Staraia Ruza,,,,,1785,1796,POINT,31.36081,57.99439,"Staraya Russa, Novgorod Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СТАРАЯ РУЗА, съ 1776 году городъ Новогородскаго Намѣстничества. Здѣсь бываетъ съѣздъ и торговля Генваря 6 дня, въ праздникъ Святых Апостолъ Петра и Павла, и въ день Покрова Пресвятыя Богородицы; товары привозятъ купцы изъ Новагорода и изъ Торопца всякіе москотильные, и сѣнокосные косы.",http://www.geonames.org/489088,753,654
513,Инсара,Инсара,Insara,Insara,,,,,1785,1796,POINT,44.37382,53.86531,"Insarsky District, Mordovia",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИНСАРА, городъ Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ году одна ярмарка, называемая Троицкая на которую пріѣзжаютъ купцы изъ близъ лежащихъ гою довъ съ недорогими товарами.",http://www.geonames.org/556318,221,258
514,Шуя,Шуя,Shuia,Shuia,,,,,1785,1796,POINT,41.38833,56.84865,"Shuya, Ivanovo Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=129,"ШУЯ, съ 1778 году городъ Володимерскаго Намѣстничества. Здѣсь бываетъ годовая ярмарка 24 Іюля , называемая Борисоглѣбская ; да онаго въ уѣздѣ въ отчинѣ Николаевскаго Шартольскаго монастыря въ селѣ Пупкахъ торгуютъ купцы Россійскими и иностранными товарами.",http://www.geonames.org/493231,222,786
515,Бобровское,Бобровское,Bobrovskoe,Bobrovskoe,,,,,1785,1796,POINT,64.16392,57.50211,"Slobodo-Turinskiy rayon, Sverdlovsk Oblast",Russia,RU,село,село,selo,selo,village,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОБРОВСКОЕ, село Пермскаго Намѣстничества въ Краснослободскомъ дистриктѣ. Здѣсь бываетъ въ день перво-верховныхъ Апостоловъ Петра к Павла и два дни послѣ онаго ярмарка, которая особливо славна лошадиною торговлею. Построено также двадцать деревянныхъ лавокъ для купцовъ, пріѣзжающихъ на сію ярмарку, гдѣ они складывая свои товары , торгъ производятъ.",http://www.geonames.org/1509926,23,48
516,Богородицкъ,Богородицк,"Bogoroditsk""",Bogoroditsk,,,,,1785,1796,POINT,38.12408,53.77166,"Bogoroditsk, Tula Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДИЦКЪ, городъ Тульскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка Іюля 7 и 8 дня, на которую изъ городовъ Тулы , Епифани, Кропивны , Дѣдилова, Ефремова и Донкова привозятъ мѣлочные красные товары , а оныхъ городовъ изъ уѣздовъ крестьяне колесы и лыки.",http://www.geonames.org/575591,224,54
517,Борятино,Борятино,Boriatino,Boriatino,,,,,1785,1796,POINT,35.55015,54.34461,"Meshchovsky District, Kaluga Oblast",Russia,RU,село,село,selo,selo,village,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=20,"БОРЯТИНО, село Калужскаго Намѣстничества въ Козельскомъ уѣздѣ. Здѣсь бываетъ торгъ одинъ день въ недѣлѣ въ четверпюкъ; купечество изъ Калуги , Мещовска , Болхова , Бѣлева и другихъ городовъ привозятъ товары москотильные; но есть нѣсколько бумажныхъ, шелковыхъ и другихъ матерій; а по большей части и уѣздные крестьяне привозятъ разные уѣздные товары, всякой хлѣбѣ, пеньку , масло , медъ , воскъ, вощину, парусную уточную пря-жу , холстъ льняной , посконной разныя крестьянскія рукодѣлья и Другіе мѣлочные товары.",http://www.geonames.org/571933,115,72
518,Ирбитъ,Ирбит,"Irbit""",Irbit,,,,,1785,1796,POINT,63.071,57.67052,"Irbit, Sverdlovsk Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИРБИТЪ, городъ Пермскаго Намѣстничества. Здѣсь всякой годъ въ половинѣ Генваря мѣсяца бываетъ великая ярмарка , которая двѣ и три недѣли продолжается, сего для сдѣланъ тамъ большой четвероугольной гостиной дворъ, въ которомъ вдоль стѣнъ девяносто одна , да еще въ срединѣ въ двухъ рядахъ пятдесятъ осьмь лавокъ, и въ которомъ происходитъ во время ярмарки настоящій торгъ, сверхъ того и еще кромѣ онаго гостинаго двора во многихъ шалашахъ, сдѣланныхъ изъ досокъ , въ то время съѣстными припасами и разными мѣлочьии торгуютъ",http://www.geonames.org/1505526,225,259
519,Ладога Новая,Ладога Новая,Ladoga Novaia,Ladoga Novaia,,,,,1785,1796,POINT,32.30191,60.10246,"Novaya Ladoga, Leningrad Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=64,"ЛАДОГА НОВАЯ, городъ С. Петербургской Губерніи. Здѣсь бываетъ единожды въ годъ 15 Августа ярмарка, продолжающаяся недѣлю, гдѣ торгуютъ разными Россійскими и заморскими товарами, такожь съѣстными крестьянскими припасами, для сего самого построенъ тамъ гостиной дворъ, окружностью на стѣ осьмидесяти саженяхъ, въ которомъ лавокъ считается шестьдесятъ девять.",http://www.geonames.org/519630,226,369
520,Макарьевъ,Макарьев,"Makar'ev""",Makar'ev,,,,,1785,1796,POINT,43.8049,57.88501,"Makaryev, Kostroma Oblast",Russia,RU,городъ,город,"gorod""",gorod,town,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАКАРЬЕВЪ на унжѣ, городъ Костромскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки : первая Іюля на 20, вторая Генваря на 19, третія Марта на 25 число. Пріѣзжаютъ на оныя разныхъ городовъ купцы съ шелковыми, бумажными и прочими мѣлочными товарами.",http://www.geonames.org/532138,227,405
521,Махоново,Махоново,Makhonovo,Makhonovo,,,,,1785,1796,POINT,39.7671,52.90838,"Makhonovo, Lipetsk Oblast",Russia,RU,село,село,selo,selo,village,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАХОНОВО , село Тамбовскаго Намѣстничества около городка Добраго. Здѣсь бываетъ въ году ярмарка 29 Августа ; на оную пріѣзжаютъ купцы съ мѣлочными товарами.",http://www.geonames.org/532067,32,414
522,Маяки,Маяки,Maiaki,Maiaki,,,,,1785,1796,POINT,37.62433,48.946,"Mayaky, Donetsk Oblast",Ukraine,UA,село,село,selo,selo,village,,,locality,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАЯКИ, село Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ ономъ бываютъ двѣ ярмарки: первая Генваря 1, въ день Василія Великаго, вторая Октября 1, въ день Покрова Богородицы. Купцы пріѣзжаютъ на оныя изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, шерстяными и прочими товарами.",http://www.geonames.org/701559,107,417
