,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,lc_translit,pres_loc,country,country_code,result_placename,searched_placename,admin1,country_name,src_id,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page
512,1,188,Дерптъ,,27.0,26.72509,58.38062,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=38,"ДЕРПТЪ , городъ Рижскаго Намѣстничества. Въ ономъ бываютъ въ году четыре ярмарки : первая на другой день Богоявленія , на которую пріѣзжаютъ множество купцовъ изъ Риги и Ревеля съ шёлковыми и прочими товарами , и торгуютъ три недѣли ; при томъ съѣзжаются изъ уѣзда много и Дворянства; вторая продолжается только три дни, а начинается 29 Іюня, то есть въ день Св. Апостоловъ Петра и Павла; на оную привозятъ соленую и сушеную рыбу съ Чудскаго озера Россійскіе рыбаки ; также иногда и изъ ближнихъ Россійскихъ городовъ привозятъ купцы всякіе желѣзные товары и горшки глиняныя; третія бываетъ 8 Сентября ; на оную съѣзжаются крестьяне съ коровьимъ масломъ, сѣномъ к хлѣбомъ; четвертая бываетъ 19 Сентября; на оной торгуютъ скотиною , лошадьми и всякимъ хлѣбомъ.",Дерпт,"Derpt""","Tartu, Tartu County",Estonia,EE,Tartu,Дерпт,Tartu,Estonia,588335,http://api.geonames.org/search?name=%D0%94%D0%B5%D1%80%D0%BF%D1%82&username=jaguillette&featureClass=P&type=json&south=52.9475&west=20.106944&north=60.9475&east=28.106944,geonames,Рижскаго Намѣстничества,Рижского Наместничества,рижск,not_in_text,39
514,1,190,Дмитровъ,,1.0,37.52041,56.34485,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=38,"ДМИТРОВЪ, городъ Московской Губерніи. Въ ономъ бываетъ въ году одна ярмарка, которая начинается съ 15 Сентября , и продолжается недѣлю ; съ товарами пріѣзжаютъ изъ разныхъ ближиихъ городовъ , а именно изъ Москвы ,кзъ Переславля Залѣснаго , изъ Ярославля; изъ Катина и изъ смѣжныхъ мѣстъ. Товары оные состоятъ въ щепетьѣ, шапкахъ, сапогахъ и прочей всякой мѣлочи; также торговыхъ дней въ недѣлѣ бываетъ два: понедѣльникъ и четвер токъ.",Дмитров,"Dmitrov""","Dmitrov, Moscow Oblast",Russia,RU,Dmitrov,Дмитров,Moskovskaya,Russia,565955,http://api.geonames.org/search?name=%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=54.2132&west=34.3446&north=56.981&east=40.3419,geonames,Московской Губерніи,Московской Губернии,московск,not_in_text,39
525,1,193,Добрая,,5.0,37.7,52.73333,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=39,"ДОБРАЯ, слобода Воронежскаго Намѣстничества. Въ сей слободѣ въ году бываютъ три небольшія ярмарки: первая 9 Маія, вторая 26 Іюня, третія б Декабря, и продолжаются не болѣе какъ по одному, или по два Дни. Купцы на оныя привозятъ мѣлочные товары.",Добрая,Dobraia,"Krasnozorensky District, Oryol Oblast",Russia,RU,Dobraya Polyana,Добрая,Orjol,Russia,565876,http://api.geonames.org/search?name=%D0%94%D0%BE%D0%B1%D1%80%D0%B0%D1%8F&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,not_in_text,40
564,1,207,Душатинъ,,123.0,32.27371,53.06666,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=41,"ДУШАТИНЪ , мѣстечко Новогородскаго - Сѣверскаго Намѣстничества въ Стародубовскомъ уѣздѣ. Въ ономъ бываетъ сверхъ еженедѣльныхъ торжковъ ярмарка, на которую пріѣзжаютъ жители города Мглина , и торгуютъ разными мѣлочными товарами.",Душатин,"Dushatin""","Dushatin, Bryansk Oblast",Russia,RU,Dushatin,Душатин,Brjansk,Russia,564043,http://api.geonames.org/search?name=%D0%94%D1%83%D1%88%D0%B0%D1%82%D0%B8%D0%BD&username=jaguillette&featureClass=P&type=json&south=47.983333&west=29.266666999999998&north=55.983333&east=37.266667,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,Стародубовскомъ уѣздѣ,42
566,1,209,Дѣдиново,,81.0,39.127,55.05594,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=41,"ДѢДИНОВО, село Московской Губерніи въ уѣздѣ города Коломны. Въ немъ имѣется два ряда, изъ которыхъ въ одномъ торгуютъ сѣѣстными припасами, а въ другомъ въ бывающій еженедѣльно въ пятницу торгъ продается тамошнимъ обывателямъ привозимой изъ Коломны разной щепетильной товаръ, и изъ разныхъ деревень всякой хлѣбъ.",Дединово,Dedinovo,"Dedinovo, Moscow Oblast",Russia,RU,Dedinovo,Дединово,Moskovskaya,Russia,566883,http://api.geonames.org/search?name=%D0%94%D0%B5%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2%D0%BE&username=jaguillette&featureClass=P&type=json&south=54.2132&west=34.3446&north=56.981&east=40.3419,geonames,Московской Губерніи,Московской Губернии,московск,Коломны,42
569,1,212,Елатма,,32.0,41.75083,54.9675,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=41,"ЕЛАТМА, городъ Тамбовскаго Намѣстничества. Здѣсь бываютъ каждонедѣльно въ субботу торжки, на которые привозятъ съѣстные припасы и мѣлочные товары сторонніе люди и Елатомскіе обыватели.",Елатма,Elatma,"Elatma, Ryazan Oblast",Russia,RU,Yelat'ma,Елатма,Rjazan,Russia,468030,http://api.geonames.org/search?name=%D0%95%D0%BB%D0%B0%D1%82%D0%BC%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.716667&west=37.433333&north=56.716667&east=45.433333,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,not_in_text,42
574,1,216,Елна,,31.0,33.18373,54.57864,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕЛНА, городъ Смоленскаго Намѣстничества. Здѣсь бываетъ въ году двѣ ярмарки : первая на первой недѣлѣ великаго поста въ пятницу , вторая Іюля 20, въ день Пророка Иліи ; купцы пріѣзжаютъ изъ близъ лежащихъ городовъ съ разными товарами.",Елна,Elna,"Yelnya, Smolensk Oblast",Russia,RU,Yel'nya,Елна,Smolensk,Russia,467753,http://api.geonames.org/search?name=%D0%95%D0%BB%D0%BD%D0%B0&username=jaguillette&featureClass=P&type=json&south=50.782778&west=28.045278000000003&north=58.782778&east=36.045278,geonames,Смоленскаго Намѣстничества,Смоленского Наместничества,смоленск,not_in_text,43
577,1,218,Епифань,,35.0,38.55181,53.82526,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕПИФАНЬ, городъ Тульскаго Намѣстничества. Въ ономъ бываетъ ярмарка Маія 9, то есть въ день Чудотворца Николая. Купцы пріѣзжаютъ изъ окрестныхъ городовъ съ разными не въ знатномъ числѣ товарами.",Епифань,Epifan',"Yepifan, Tula Oblast",Russia,RU,Yepifan',Епифань,Tula,Russia,467464,http://api.geonames.org/search?name=%D0%95%D0%BF%D0%B8%D1%84%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P&type=json&south=52.8329&west=35.5421&north=55.0867&east=39.6827,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,not_in_text,43
582,1,223,Ефремовъ,,35.0,38.09924,53.14806,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЕФРЕМОВЪ, городъ Тульскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая въ Іюнѣ, называемая десятая пятница, вторая Августа 6, въ день Преображенія Господня, третія Сентября 15, въ день Великомученика Никиты , четвертая Октября 1, въ день Покрова Богородицы. Купцы съѣзжаются изъ окрестныхъ городовъ съ разными товарами, но по большей части съ мѣлочными.",Ефремов,"Efremov""","Yefremov, Tula Oblast",Russia,RU,Yefremov,Ефремов,Tula,Russia,468390,http://api.geonames.org/search?name=%D0%95%D1%84%D1%80%D0%B5%D0%BC%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=52.8329&west=35.5421&north=55.0867&east=39.6827,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,not_in_text,44
583,1,224,Жиганскъ,,9.0,123.37418,66.76601,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЖИГАНСКЪ, городъ Иркутскаго Намѣстничества. Въ ономъ бываютъ ярмарки въ Августѣ , Сентябрѣ, Октябрѣ и Ноябрѣ мѣсяцахъ.",Жиганск,"Zhigansk""","Zhigansky District, Sakha Republic",Russia,RU,Zhigansk,Жиганск,Sakha,Russia,2012530,http://api.geonames.org/search?name=%D0%96%D0%B8%D0%B3%D0%B0%D0%BD%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=46.5&west=91.4&north=90&east=180,geonames,Иркутскаго Намѣстничества,Иркутского Наместничества,иркутск,not_in_text,44
584,1,225,Жиздра,,12.0,34.73951,53.74596,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЖИЗДРА, городъ Калужскаго Намѣстничества. Въ немъ бываетъ 25 Сентября годовая ярмарка, на которую пріѣзжаютъ изъ окольныхъ городовъ купцы съ шелковыми, бумажными и москотильными товарами.",Жиздра,Zhizdra,"Zhizdra, Kaluga Oblast",Russia,RU,Zhizdra,Жиздра,Kaluga,Russia,462914,http://api.geonames.org/search?name=%D0%96%D0%B8%D0%B7%D0%B4%D1%80%D0%B0&username=jaguillette&featureClass=P&type=json&south=50.533333&west=32.266667&north=58.533333&east=40.266667,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,not_in_text,44
588,1,228,Задушное,,100.0,36.98756,52.98556,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=44,"ЗАДУШНОЕ , село Тульскаго Намѣстничества въ уѣздѣ города Новосиля. Въ ономъ селѣ бываетъ ярмарка въ день Сошествія Святаго Духа; купцы торгуютъ разными мѣлочными товарами.",Задушное,Zadushnoe,"Novosilsky District, Oryol Oblast",Russia,RU,Zadushnoye,Задушное,Orjol,Russia,465695,http://api.geonames.org/search?name=%D0%97%D0%B0%D0%B4%D1%83%D1%88%D0%BD%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=52.8329&west=35.5421&north=55.0867&east=39.6827,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Новосиля,45
589,1,229,Замошье,,4.0,39.5481,60.0693,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=44,"ЗАМОШЬЕ, село Вологодскаго Намѣстничества. Здѣсь всенедѣльно по Воскреснымъ днямъ бываютъ торжки.",Замошье,Zamosh'e,"error, Vologda Oblast",Russia,RU,Zamosh'ye,Замошье,Vologda,Russia,465060,http://api.geonames.org/search?name=%D0%97%D0%B0%D0%BC%D0%BE%D1%88%D1%8C%D0%B5&username=jaguillette&featureClass=P&type=json&south=57.25&west=37.83&north=64.08&east=57.25,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,not_in_text,45
590,1,230,Зарайскъ,,28.0,38.87841,54.7605,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=44,"ЗАРАЙСКЪ , городъ Рязанскаго Намѣстничества. Въ семъ городѣ бываетъ годовыхъ ярмарокъ три: Маія 9 , во время праздника Пятидесятницы, да Іюля 28 чиселъ. Нѣкоторые уѣздные обыватели пріѣзжаютъ съ разнымъ хлѣбомъ и деревенскими рукодѣліями, съ продажными лошадьми и рогатою скотиною ; а изъ Тулы, Венева и Каширы пріѣзжаютъ купцы съ косами, Коломенскіе же съ хомутами , брусьями, пенечными бечевами и прочимъ.",Зарайск,"Zaraisk""","Zaraysk, Moscow Oblast",Russia,RU,Zaraysk,Зарайск,Moskovskaya,Russia,464687,http://api.geonames.org/search?name=%D0%97%D0%B0%D1%80%D0%B0%D0%B9%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=53.0517&west=38.154&north=55.9254&east=41.6952,geonames,Рязанскаго Намѣстничества,Рязанского Наместничества,рязанск,not_in_text,45
593,1,232,Зашиверскъ,,9.0,142.61667,67.45,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=44,"ЗАШИВЕРСКЪ, городъ того же Намѣстничества. Здѣсь бываютъ ярмарки въ Декабрѣ и Генварѣ мѣсяцахъ.",Зашиверск,"Zashiversk""","error, Sakha Republic",Russia,RU,Zashiversk,Зашиверск,Sakha,Russia,2119377,http://api.geonames.org/search?name=%D0%97%D0%B0%D1%88%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=46.5&west=91.4&north=90&east=180,geonames,Иркутскаго Намѣстничества,Иркутского Наместничества,иркутск,not_in_text,45
594,1,233,Звенигородъ,,1.0,36.85918,55.73402,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=44,"ЗВЕНИГОРОДЪ, городъ Московской Губерніи. Бываетъ ярмарка при Ставропигіальномъ Савинѣ Сторожевскомъ монастырѣ , отъ Звенигорода въ двухъ верстахъ, лѣтнимъ временемъ о десятой пятницѣ привозными изъ разныхъ мѣстѣ мѣлкими шелковыми товарамии рухлядью, а отъ крестьянства съѣстнымъ харчемъ.",Звенигород,"Zvenigorod""","Zvenigorod, Moscow Oblast",Russia,RU,Zvenigorod,Звенигород,Moskovskaya,Russia,461920,http://api.geonames.org/search?name=%D0%97%D0%B2%D0%B5%D0%BD%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B4&username=jaguillette&featureClass=P&type=json&south=54.2132&west=34.3446&north=56.981&east=40.3419,geonames,Московской Губерніи,Московской Губернии,московск,not_in_text,45
595,1,234,Землянскъ,,5.0,38.7334,51.9041,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗЕМЛЯНСКЪ , городъ Воронежскаго Намѣстничества. Въ уѣздѣ сего города бываютъ ярмарки въ году въ трехъ селахъ; на оныя пріѣзжаютъ разныхъ городовъ Россійскіе купцы съ мѣлкимъ товаромъ.",Землянск,"Zemliansk""","Zemlyansk, Voronezh Oblast",Russia,RU,Zemlyansk,Землянск,Voronezj,Russia,463690,http://api.geonames.org/search?name=%D0%97%D0%B5%D0%BC%D0%BB%D1%8F%D0%BD%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,not_in_text,46
598,1,237,Змѣтневъ,,121.0,32.72819,51.5804,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗМѢТНЕВЪ, село Новогородскаго - Сѣверскаго Намѣстничества въ Сосницкомъ уѣздѣ. Обыватели онаго имѣютъ изрядной промыслъ бобрами , выдрами и рыбною въ Деснѣ ловлею.",Зметнев,"Zmetnev""","Zmitniv, Chernihivs'ka oblast",Ukraine,UA,Zmetnev,Зметнев,Chernihiv,Ukraine,686929,http://api.geonames.org/search?name=%D0%97%D0%BC%D0%B5%D1%82%D0%BD%D0%B5%D0%B2&username=jaguillette&featureClass=P&type=json&south=47.983333&west=29.266666999999998&north=55.983333&east=37.266667,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,Сосницкомъ уѣздѣ,46
599,1,238,Золотоноша,,13.0,32.04047,49.66832,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗОЛОТОНОША , городъ Кіевскаго Намѣстничества. Въ немъ бываетъ въ году четыре ярмарки: первая въ Ѳомину недѣлю , вторая въ день Сошествія Свитаго Духа, третія въ день Рождества Богородицы , четвертая Декабря 6. Купцы пріѣзжаютъ на оныя изъ близъ лежащихъ городовъ съ красными нрамными и прочими товарами , стеклянною и деревянною посудою и мѣлкою изъ Донскихъ станицъ рыбою; жители продаютъ рогатой скотъ, лошадей , хлѣбъ , смолу, горя-чее вино и прочее; привозятъ также сюда для лродажи жителямъ Крымскую соль.",Золотоноша,Zolotonosha,"Zolotonosha, Cherkas'ka oblast",Ukraine,UA,Zolotonosha,Золотоноша,Cherkasy,Ukraine,686875,http://api.geonames.org/search?name=%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%BD%D0%BE%D1%88%D0%B0&username=jaguillette&featureClass=P&type=json&south=49.08008&west=29.72503&north=51.49413&east=34.35625,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,not_in_text,46
602,1,240,Зубцовъ,,33.0,34.58935,56.17534,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ЗУБЦОВЪ, городъ Тверскаго Намѣстничества. Въ семъ городѣ бываютъ годовыя ярмарки : первая въ десятую пятницу по Пасхѣ , вторая Іюля 20, въ день Пророка Іліи, третія Августа 6, въ день Преображенія , четвертая Августажь 15, въ день успенія , пятая 6 Декабря, шестая Маія 9, въ день Чудотворца Николая, седьмая Генваря 7, въ день Крестителя Іоанна, осьмая на Сырной недѣлѣ въ среду; торгуютъ окрестныхъ городовъ купцы - шелковыми , бумажными и прочими мѣлочными товарами, а большею частію съѣстными припасами.",Зубцов,"Zubtsov""","Zubtsov, Tver Oblast",Russia,RU,Zubtsov,Зубцов,Tverskaya,Russia,462008,http://api.geonames.org/search?name=%D0%97%D1%83%D0%B1%D1%86%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=52.857828&west=31.921928&north=60.857828&east=39.921928,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,not_in_text,47
889,1,254,Изюмъ,,37.0,37.24848,49.20875,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИЗЮМЪ, городъ Харьковскаго Намѣстничества. Въ семъ городѣ бываетъ въ году четыре ярмарки: первая въ Маіѣ мѣсяцѣ въ день Преполовенія, вторая Іюня 24, въ день Рождества Іоанна Предтечи, третія Сентября 14, въ день Воздвиженія честнаго Креста, четвертая Октября 2б, въ день Великомученика Димитрія ; на оныя купцы пріѣзжаютъ изъ разныхъ городовъ съ шелковыми , бумажными , шерстяными и прочими товарами.",Изюм,"Izium""","Izyum, Kharkiv Oblast",Ukraine,UA,Izyum,Изюм,Kharkiv,Ukraine,707292,http://api.geonames.org/search?name=%D0%98%D0%B7%D1%8E%D0%BC&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,49
902,1,260,Иса,,29.0,48.3,48.6,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИСА, село въ Саратовскомъ Намѣстничествѣ и уѣзды. Въ ономъ, сверхъ еженедѣльнаго торгу; бываетъ ярмарка Августа 1 дня, купцы на оную товары привозятъ шелковые и прочіе мѣлочные.",Иса,Isa,"Bokey Orda District, West Kazakhstan Province",Kazakhstan,KZ,Isa,Иса,,Kazakhstan,609787,http://api.geonames.org/search?name=%D0%98%D1%81%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.45&west=40.3&north=53.18&east=51.36,geonames,Саратовскомъ Намѣстничества,Саратовском Наместничества,саратовск,not_in_text,50
913,1,269,Калиберда,Келеберда,8.0,33.70805,48.96564,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАЛИБЕРДА, или КЕЛЕБЕРДА, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки.",Калиберда,Kaliberda,"Keleberda, Poltavs'ka oblast",Ukraine,UA,Keleberda,Калиберда,Poltava,Ukraine,706542,http://api.geonames.org/search?name=%D0%9A%D0%B0%D0%BB%D0%B8%D0%B1%D0%B5%D1%80%D0%B4%D0%B0&username=jaguillette&featureClass=P&type=json&south=46.07&west=29.6&north=49.99&east=39.14,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,51
914,1,270,Калинкино,,32.0,37.73333,56.71667,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАЛИНКИНО, село Тамбовскаго Намѣстничества около слободы Доброй. Бываетъ здѣсь въ году ярмарка Іюля 20, на которую пріѣзжаютъ купцы съ разными мѣлочными товарами.",Калинкино,Kalinkino,"Taldomsky District, Moscow Oblast",Russia,RU,Kalinkino,Калинкино,Moskovskaya,Russia,554163,http://api.geonames.org/search?name=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BA%D0%B8%D0%BD%D0%BE&username=jaguillette&featureClass=P&type=json&south=48.716667&west=37.433333&north=56.716667&east=45.433333,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,not_in_text,51
939,1,273,Камышня,Комышня,91.0,33.68269,50.18359,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=51,"КАМЫШНЯ, или КОМЫШНЯ , мѣстечко Кіевскаго Настничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки: первая въ недѣлю Ваій , вторая въ десятую послѣ Свѣтлаго Воскресенія пятницу , третія 26 Октября , въ день Св. Димитрія. На оныхъ торгуютъ рогатымъ скотомъ и лошадьми, а на еженедѣльныхъ въ понедѣльникъ и пятницу торгахъ торгуютъ пріѣзжіе изъ окольныхъ мѣстъ хлѣбомъ и съѣстными припасами.",Камышня,Kamyshnia,"Komyshnya, Poltavs'ka oblast",Ukraine,UA,Kamyshnya,Камышня,Poltava,Ukraine,706915,http://api.geonames.org/search?name=%D0%9A%D0%B0%D0%BC%D1%8B%D1%88%D0%BD%D1%8F&username=jaguillette&featureClass=P&type=json&south=49.08008&west=29.72503&north=51.49413&east=34.35625,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Миргородскомъ уѣздѣ,52
958,1,281,Кашинъ,,33.0,37.60806,57.35917,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=52,"КАШИНЪ , городъ Тверскаго Намѣстничества. Здѣсь бываютъ двѣ ярмарки: первая въ великой постъ на второй недѣлѣ въ воскресенье, которая довольно бываетъ велика по причинѣ съѣзжающагося на оную Дворянства и уѣздныхъ обывателей ; вторая послѣ Святой недѣли въ десятую пятницу. Товары привозятъ на оныя изъ уѣзду холсты льняные разные, да изъ города Ярославля , Переславля Залѣскаго и Углича купцы пріѣзжаютъ съ мѣлочными всякими небогатыми товарами.",Кашин,"Kashin""","Kashin, Tver Oblast",Russia,RU,Kashin,Кашин,Tverskaya,Russia,551986,http://api.geonames.org/search?name=%D0%9A%D0%B0%D1%88%D0%B8%D0%BD&username=jaguillette&featureClass=P&type=json&south=52.857828&west=31.921928&north=60.857828&east=39.921928,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,not_in_text,53
961,1,283,Керенскъ,,22.0,43.05744,53.69157,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=52,"КЕРЕНСКЪ, городъ Пензенскаго Намѣстничества. Въ ономъ бываютъ двѣ ярмарки въ году: первая въ Іюнѣ, а другая въ Іюлѣ мѣсяцахъ, и продолжаются , первая день , а другая два, сверхъ каждонедѣльныхъ торговъ. Купцы на оныя пріѣ-зжаютъ Кадомонскіе , Касимовскіе и Арсамазскіе съ разными мѣлочными товарами.",Керенск,"Kerensk""","Vadinsk, Penza Oblast",Russia,RU,Vadinsk,Керенск,Penza,Russia,477418,http://api.geonames.org/search?name=%D0%9A%D0%B5%D1%80%D0%B5%D0%BD%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=52.3247&west=41.8373&north=54.837&east=46.7277,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,not_in_text,53
963,1,285,Кесова Гора,,125.0,37.29222,57.58361,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=53,"КЕСОВА ГОРА, село того же Намѣстничества и уѣзду. Здѣсь бываетъ на 24 число Іюня ярмарка, на которую отъ уѣздныхъ обывателей привозится всякой хлѣбъ и прочіе сырейные и съѣстные товары ; а изъ прочихъ городовъ обыватели пріѣзжаютъ сюда съ мѣлочными товарами.",Кесова Гора,Kesova Gora,"Kesova Gora, Tver Oblast",Russia,RU,Kesova Gora,Кесова Гора,Tverskaya,Russia,550949,http://api.geonames.org/search?name=%D0%9A%D0%B5%D1%81%D0%BE%D0%B2%D0%B0+%D0%93%D0%BE%D1%80%D0%B0&username=jaguillette&featureClass=P&type=json&south=52.857828&west=31.921928&north=60.857828&east=39.921928,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Тверскаго уѣздѣ,54
965,1,287,Кимры,,72.0,37.35,56.86667,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=53,"КИМРЫ, село того же Намѣстничества въ Кашинскомъ уѣздѣ. Здѣсь бываетъ по вся недѣли торгъ въ понедѣльникъ ; товары привозятъ изъ уѣзду холсты льняные разные , да изъ городовъ Ярославля , Переславля Залѣснаго и Углича мѣлочные всякіе небогатые товары.",Кимры,Kimry,"Kimry, Tver Oblast",Russia,RU,Kimry,Кимры,Tverskaya,Russia,548652,http://api.geonames.org/search?name=%D0%9A%D0%B8%D0%BC%D1%80%D1%8B&username=jaguillette&featureClass=P&type=json&south=53.766667&west=36.933333&north=61.766667&east=44.933333,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,Кашинскомъ уѣздѣ,54
966,1,288,Кинешма,,14.0,42.12894,57.43914,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=53,"КИНЕШМА, городъ того же Намѣстничества. Здѣсь бываетъ годовая ярмарка на Воздвиженіе честнаго Креста Сентября съ 14 по 25 число; на оную ярмарку пріѣзжаютъ купцы изъ Москвы, Ярославля, Костромы , Нижняго Новагорода, и привозятъ на продажу сукна, разныя шелковыя матеріи, серебреную и оловянную посуду и всякіе мѣлочные товары, также рыбу и овощъ.",Кинешма,Kineshma,"Kineshma, Ivanovo Oblast",Russia,RU,Kineshma,Кинешма,Ivanovo,Russia,548605,http://api.geonames.org/search?name=%D0%9A%D0%B8%D0%BD%D0%B5%D1%88%D0%BC%D0%B0&username=jaguillette&featureClass=P&type=json&south=53.766667&west=36.933333&north=61.766667&east=44.933333,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,not_in_text,54
967,1,289,Киренскъ,,9.0,108.11194,57.78528,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=53,"КИРЕНСКЪ, городъ Иркутскаго Намѣстничества. Здѣсь бывала ежегодно лѣтнимъ временемъ ярмарка, на которую множество купцовъ для торгу съѣзжалось, но за упадкомъ здѣшнихъ жителей оставлена.",Киренск,"Kirensk""","Kirensky District, Irkutsk Oblast",Russia,RU,Kirensk,Киренск,Irkutsk,Russia,2022083,http://api.geonames.org/search?name=%D0%9A%D0%B8%D1%80%D0%B5%D0%BD%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=46.5&west=91.4&north=90&east=180,geonames,Иркутскаго Намѣстничества,Иркутского Наместничества,иркутск,not_in_text,54
