,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,uezd_modern_sp,uezd_stem,page,lc_translit
1090,354,Кролевецъ,,,33.38475,51.54775,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=62,"КРОЛЕВЕЦЪ, городъ Новогородскаго - Сѣверскаго Намѣстничества. Здѣсь бываетъ въ году три ярмарки, и одна изъ нихъ бываетъ великая.",Кролевец,Krolevets,Кролевец,Sumy,Ukraine,704000,UA,http://api.geonames.org/search?type=json&south=47.983333&west=29.266666999999998&east=37.266667&north=55.983333&name=%D0%9A%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B5%D1%86&username=jaguillette&featureClass=P,geonames_jsons/Кролевец_354.json,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,not_in_text,not_иn_text,нот_ин_теxт,63,"Krolevets"""
1091,354,Кролевецъ,,,33.20228,52.06169,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=62,"КРОЛЕВЕЦЪ, городъ Новогородскаго - Сѣверскаго Намѣстничества. Здѣсь бываетъ въ году три ярмарки, и одна изъ нихъ бываетъ великая.",Кролевец,Krolevets’-Slobidka,Кролевец,Chernihiv,Ukraine,703999,UA,http://api.geonames.org/search?type=json&south=47.983333&west=29.266666999999998&east=37.266667&north=55.983333&name=%D0%9A%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B5%D1%86&username=jaguillette&featureClass=P,geonames_jsons/Кролевец_354.json,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,not_in_text,not_иn_text,нот_ин_теxт,63,"Krolevets"""
1100,363,Кунгуръ,,23.0,56.9593,57.4368,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУНГУРЪ, городъ Пермскаго Намѣстничества. Въ семъ городѣ во время праздниковъ бываютъ для торговли съѣзды Генваря 4, Октября 28 и въ девятую пятницу по Пасхѣ.",Кунгур,Kungur,Кунгур,Perm,Russia,539147,RU,http://api.geonames.org/search?type=json&south=55.22&west=50.56&east=65.27&north=61.8&name=%D0%9A%D1%83%D0%BD%D0%B3%D1%83%D1%80&username=jaguillette&featureClass=P,geonames_jsons/Кунгур_363.json,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,not_in_text,not_иn_text,нот_ин_теxт,64,"Kungur"""
1101,363,Кунгуръ,,23.0,54.98542,58.05629,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУНГУРЪ, городъ Пермскаго Намѣстничества. Въ семъ городѣ во время праздниковъ бываютъ для торговли съѣзды Генваря 4, Октября 28 и въ девятую пятницу по Пасхѣ.",Кунгур,Kungur,Кунгур,Perm,Russia,539146,RU,http://api.geonames.org/search?type=json&south=55.22&west=50.56&east=65.27&north=61.8&name=%D0%9A%D1%83%D0%BD%D0%B3%D1%83%D1%80&username=jaguillette&featureClass=P,geonames_jsons/Кунгур_363.json,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,not_in_text,not_иn_text,нот_ин_теxт,64,"Kungur"""
1102,363,Кунгуръ,,23.0,56.8529,57.16591,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУНГУРЪ, городъ Пермскаго Намѣстничества. Въ семъ городѣ во время праздниковъ бываютъ для торговли съѣзды Генваря 4, Октября 28 и въ девятую пятницу по Пасхѣ.",Кунгур,Verkhniy Kungur,Кунгур,Perm,Russia,474942,RU,http://api.geonames.org/search?type=json&south=55.22&west=50.56&east=65.27&north=61.8&name=%D0%9A%D1%83%D0%BD%D0%B3%D1%83%D1%80&username=jaguillette&featureClass=P,geonames_jsons/Кунгур_363.json,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,not_in_text,not_иn_text,нот_ин_теxт,64,"Kungur"""
1103,363,Кунгуръ,,23.0,50.8,58.16667,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУНГУРЪ, городъ Пермскаго Намѣстничества. Въ семъ городѣ во время праздниковъ бываютъ для торговли съѣзды Генваря 4, Октября 28 и въ девятую пятницу по Пасхѣ.",Кунгур,Malyy Kungur,Кунгур,Kirov,Russia,529893,RU,http://api.geonames.org/search?type=json&south=55.22&west=50.56&east=65.27&north=61.8&name=%D0%9A%D1%83%D0%BD%D0%B3%D1%83%D1%80&username=jaguillette&featureClass=P,geonames_jsons/Кунгур_363.json,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,not_in_text,not_иn_text,нот_ин_теxт,64,"Kungur"""
1106,366,Курьяново,,24.0,30.85156,55.96573,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=64,"КУРЬЯНОВО , мѣстечко Полотскаго Намѣстничества. Въ семъ мѣстѣ бываетъ въ году одна ярмарка ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",Курьяново,Kur’yanovo,Курьяново,Pskov,Russia,538479,RU,http://api.geonames.org/search?type=json&south=51.483333&west=24.8&east=32.8&north=59.483333&name=%D0%9A%D1%83%D1%80%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BE&username=jaguillette&featureClass=P,geonames_jsons/Курьяново_366.json,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,not_in_text,not_иn_text,нот_ин_теxт,65,Kur'ianovo
1107,366,Курьяново,,24.0,27.6435,55.2713,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=64,"КУРЬЯНОВО , мѣстечко Полотскаго Намѣстничества. Въ семъ мѣстѣ бываетъ въ году одна ярмарка ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",Курьяново,Kur’yanovo,Курьяново,Vitsyebskaya Voblastsʼ,Belarus,8221492,BY,http://api.geonames.org/search?type=json&south=51.483333&west=24.8&east=32.8&north=59.483333&name=%D0%9A%D1%83%D1%80%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BE&username=jaguillette&featureClass=P,geonames_jsons/Курьяново_366.json,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,not_in_text,not_иn_text,нот_ин_теxт,65,Kur'ianovo
1118,376,Лебедянь,,32.0,39.16639,53.01942,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕБЕДЯНЬ, городъ Тамбовскаго Намѣстничества. Здѣсь бываютъ ярмарки на гостиномъ дворѣ въ день Богоявленія Господня , Живоначальныя Троицы и Покрова Богородицы , на которыя привозятъ товары изъ разныхъ городовъ, Россійскіе купцы сукна , шелковыя и бумажныя матеріи всякія и мѣлочныя; а обыватели скотину, лошадей , съѣстные припасы и деревянную посуду; особливожь славна здѣшняя ярмарка лошадинымъ торгомъ.",Лебедянь,Lebedyan',Лебедянь,Lipetsk,Russia,536518,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%9B%D0%B5%D0%B1%D0%B5%D0%B4%D1%8F%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лебедянь_376.json,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,66,Lebedian'
1119,376,Лебедянь,,32.0,41.18443,52.1461,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕБЕДЯНЬ, городъ Тамбовскаго Намѣстничества. Здѣсь бываютъ ярмарки на гостиномъ дворѣ въ день Богоявленія Господня , Живоначальныя Троицы и Покрова Богородицы , на которыя привозятъ товары изъ разныхъ городовъ, Россійскіе купцы сукна , шелковыя и бумажныя матеріи всякія и мѣлочныя; а обыватели скотину, лошадей , съѣстные припасы и деревянную посуду; особливожь славна здѣшняя ярмарка лошадинымъ торгомъ.",Лебедянь,Ivano-Lebedyan’,Лебедянь,Tambov,Russia,555541,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%9B%D0%B5%D0%B1%D0%B5%D0%B4%D1%8F%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лебедянь_376.json,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,66,Lebedian'
1121,378,Лежнево,,124.0,40.89174,56.77508,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕЖНЕВО, село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Семика; съѣзжаются изъ разныхъ городовъ купцы съ разными товарами.",Лежнево,Lezhnevo,Лежнево,Ivanovo,Russia,535366,RU,http://api.geonames.org/search?type=json&south=52.133333&west=36.416667&east=44.416667&north=60.133333&name=%D0%9B%D0%B5%D0%B6%D0%BD%D0%B5%D0%B2%D0%BE&username=jaguillette&featureClass=P,geonames_jsons/Лежнево_378.json,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,Суздальскомъ уѣздѣ,Суздальском уезде,суздальск,66,Lezhnevo
1122,378,Лежнево,,124.0,37.46667,57.3,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕЖНЕВО, село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Семика; съѣзжаются изъ разныхъ городовъ купцы съ разными товарами.",Лежнево,Lezhnëvo,Лежнево,Tverskaya,Russia,535363,RU,http://api.geonames.org/search?type=json&south=52.133333&west=36.416667&east=44.416667&north=60.133333&name=%D0%9B%D0%B5%D0%B6%D0%BD%D0%B5%D0%B2%D0%BE&username=jaguillette&featureClass=P,geonames_jsons/Лежнево_378.json,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,Суздальскомъ уѣздѣ,Суздальском уезде,суздальск,66,Lezhnevo
1123,378,Лежнево,,124.0,42.8268,58.0288,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕЖНЕВО, село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Семика; съѣзжаются изъ разныхъ городовъ купцы съ разными товарами.",Лежнево,Lezhnëvo,Лежнево,Kostroma,Russia,7460941,RU,http://api.geonames.org/search?type=json&south=52.133333&west=36.416667&east=44.416667&north=60.133333&name=%D0%9B%D0%B5%D0%B6%D0%BD%D0%B5%D0%B2%D0%BE&username=jaguillette&featureClass=P,geonames_jsons/Лежнево_378.json,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,Суздальскомъ уѣздѣ,Суздальском уезде,суздальск,66,Lezhnevo
1124,378,Лежнево,,124.0,40.95238,57.70489,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕЖНЕВО, село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Семика; съѣзжаются изъ разныхъ городовъ купцы съ разными товарами.",Лежнево,Lezhnëvo,Лежнево,Kostroma,Russia,6642245,RU,http://api.geonames.org/search?type=json&south=52.133333&west=36.416667&east=44.416667&north=60.133333&name=%D0%9B%D0%B5%D0%B6%D0%BD%D0%B5%D0%B2%D0%BE&username=jaguillette&featureClass=P,geonames_jsons/Лежнево_378.json,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,Суздальскомъ уѣздѣ,Суздальском уезде,суздальск,66,Lezhnevo
1126,380,Лимань,,69.0,36.4703,49.59769,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Lyman,Лимань,Kharkiv,Ukraine,703071,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1127,380,Лимань,,69.0,37.80225,48.98836,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Krasniy Liman,Лимань,Donetsk,Ukraine,704204,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1128,380,Лимань,,69.0,37.87361,49.95444,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Lyman Druhyy,Лимань,Kharkiv,Ukraine,703057,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1129,380,Лимань,,69.0,33.98303,49.68809,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Lyman Druhyy,Лимань,Poltava,Ukraine,703058,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1130,380,Лимань,,69.0,37.70472,49.79056,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Lyman Pershyy,Лимань,Kharkiv,Ukraine,703063,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1131,380,Лимань,,69.0,36.80778,49.11222,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Chervonyy Lyman,Лимань,Kharkiv,Ukraine,704203,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1132,380,Лимань,,69.0,37.01013,49.68883,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Novyy Lyman,Лимань,Kharkiv,Ukraine,811168,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1133,380,Лимань,,69.0,34.12335,49.46012,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Liman Pervyy,Лимань,Poltava,Ukraine,703064,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1134,380,Лимань,,69.0,36.60026,49.00386,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Lyman,Лимань,Kharkiv,Ukraine,808842,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1135,380,Лимань,,69.0,36.90385,50.24281,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Zhovtneve,Лимань,Kharkiv,Ukraine,687068,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1136,380,Лимань,,69.0,36.05861,49.02222,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИМАНЬ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на Ѳоминой недѣлѣ, вторая Іюля 8, въ день Прокопія, третія Октября 1, въ день Покрова Богородицы, четвертая Ноября 1, въ день Космы и Даміана. Купцы пріѣзжаютъ на оныя ярмарки изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными , шерстяными и прочими товарами.",Лимань,Krasna Hipka,Лимань,Kharkiv,Ukraine,808495,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Лимань_380.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,67,Liman'
1139,383,Липцы,,128.0,29.6975,56.8842,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИПЦЫ, слобода въ уѣздѣ города Харькова. Здѣсь бываютъ ярмарки Маія 9, Іюня 29, Сентября 1, Декабря 6; торгуютъ купцы разнымъ мѣлочнымъ товаромъ, медомъ, пивомъ , виномъ и прочимъ.",Липцы,Liptsy,Липцы,Pskov,Russia,7597550,RU,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%9B%D0%B8%D0%BF%D1%86%D1%8B&username=jaguillette&featureClass=P,geonames_jsons/Липцы_383.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,Харькова,Харькова,харьков,67,Liptsy
1140,383,Липцы,,128.0,34.85787,55.73716,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИПЦЫ, слобода въ уѣздѣ города Харькова. Здѣсь бываютъ ярмарки Маія 9, Іюня 29, Сентября 1, Декабря 6; торгуютъ купцы разнымъ мѣлочнымъ товаромъ, медомъ, пивомъ , виномъ и прочимъ.",Липцы,Liptsy,Липцы,Smolensk,Russia,534911,RU,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%9B%D0%B8%D0%BF%D1%86%D1%8B&username=jaguillette&featureClass=P,geonames_jsons/Липцы_383.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,Харькова,Харькова,харьков,67,Liptsy
1141,383,Липцы,,128.0,36.40774,50.20366,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИПЦЫ, слобода въ уѣздѣ города Харькова. Здѣсь бываютъ ярмарки Маія 9, Іюня 29, Сентября 1, Декабря 6; торгуютъ купцы разнымъ мѣлочнымъ товаромъ, медомъ, пивомъ , виномъ и прочимъ.",Липцы,Liptsy,Липцы,Kharkiv,Ukraine,702989,UA,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%9B%D0%B8%D0%BF%D1%86%D1%8B&username=jaguillette&featureClass=P,geonames_jsons/Липцы_383.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,Харькова,Харькова,харьков,67,Liptsy
1142,383,Липцы,,128.0,35.3943,50.8673,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИПЦЫ, слобода въ уѣздѣ города Харькова. Здѣсь бываютъ ярмарки Маія 9, Іюня 29, Сентября 1, Декабря 6; торгуютъ купцы разнымъ мѣлочнымъ товаромъ, медомъ, пивомъ , виномъ и прочимъ.",Липцы,Liptsy,Липцы,Belgorod,Russia,7687444,RU,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%9B%D0%B8%D0%BF%D1%86%D1%8B&username=jaguillette&featureClass=P,geonames_jsons/Липцы_383.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,Харькова,Харькова,харьков,67,Liptsy
1148,389,Лужки,,115.0,36.96594,55.85138,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=67,"ЛУЖКИ, село Московской Губерніи въ Рузскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Маія 9 числа; торгуютъ разными мѣлочными товарами.",Лужки,Luzhki,Лужки,Moskovskaya,Russia,533097,RU,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%9B%D1%83%D0%B6%D0%BA%D0%B8&username=jaguillette&featureClass=P,geonames_jsons/Лужки_389.json,geonames,Московской Губерніи,Московской Губернии,московск,Рузскомъ уѣздѣ,Рузском уезде,рузск,68,Luzhki
1149,389,Лужки,,115.0,37.11551,55.42309,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=67,"ЛУЖКИ, село Московской Губерніи въ Рузскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Маія 9 числа; торгуютъ разными мѣлочными товарами.",Лужки,Luzhki,Лужки,Moskovskaya,Russia,533100,RU,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%9B%D1%83%D0%B6%D0%BA%D0%B8&username=jaguillette&featureClass=P,geonames_jsons/Лужки_389.json,geonames,Московской Губерніи,Московской Губернии,московск,Рузскомъ уѣздѣ,Рузском уезде,рузск,68,Luzhki
1150,389,Лужки,,115.0,36.14222,55.42222,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=67,"ЛУЖКИ, село Московской Губерніи въ Рузскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Маія 9 числа; торгуютъ разными мѣлочными товарами.",Лужки,Luzhki,Лужки,Moskovskaya,Russia,533101,RU,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%9B%D1%83%D0%B6%D0%BA%D0%B8&username=jaguillette&featureClass=P,geonames_jsons/Лужки_389.json,geonames,Московской Губерніи,Московской Губернии,московск,Рузскомъ уѣздѣ,Рузском уезде,рузск,68,Luzhki
