,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
1260,1,403,Макарьевъ,,17.0,43.8049,57.88501,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"МАКАРЬЕВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ бываетъ при тамошнемъ монастырѣ повсягодно славная ярмарка , начинающаяся со дня С. Апостоловъ Петра и Павла, и продолжающаяся три и четыре недѣли. На оную съѣзжается великое множество купцовъ изъ всѣхъ странъ Россіи и Сибири , также съ Герсидскихъ , Турецкихъ и Польскихъ границъ.",Макарьев,Makar'yev,Макарьев,Kostroma,Russia,532138,RU,http://api.geonames.org/search?north=60.32867&west=40.00205&south=52.32867&name=%D0%9C%D0%B0%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D0%B2&username=jaguillette&east=48.00205&featureClass=P&type=json,geonames_jsons/Макарьев_403.json,geonames,Нижегородскаго Намѣстничества,Нижегородского Наместничества,нижегородск,17.0,not_in_text,not_иn_text,нот_ин_теxт,,70,"Makar'ev"""
1261,1,404,Макарьевъ,,14.0,43.8049,57.88501,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАКАРЬЕВЪ на унжѣ, городъ Костромскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки : первая Іюля на 20, вторая Генваря на 19, третія Марта на 25 число. Пріѣзжаютъ на оныя разныхъ городовъ купцы съ шелковыми, бумажными и прочими мѣлочными товарами.",Макарьев,Makar'yev,Макарьев,Kostroma,Russia,532138,RU,http://api.geonames.org/search?north=61.766667&west=36.933333&south=53.766667&name=%D0%9C%D0%B0%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D0%B2&username=jaguillette&east=44.933333&featureClass=P&type=json,geonames_jsons/Макарьев_404.json,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,14.0,not_in_text,not_иn_text,нот_ин_теxт,,71,"Makar'ev"""
1275,1,413,Махоново,,32.0,39.7671,52.90838,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАХОНОВО , село Тамбовскаго Намѣстничества около городка Добраго. Здѣсь бываетъ въ году ярмарка 29 Августа ; на оную пріѣзжаютъ купцы съ мѣлочными товарами.",Махоново,Makhonovo,Махоново,Lipetsk,Russia,532067,RU,http://api.geonames.org/search?north=56.716667&west=37.433333&south=48.716667&name=%D0%9C%D0%B0%D1%85%D0%BE%D0%BD%D0%BE%D0%B2%D0%BE&username=jaguillette&east=45.433333&featureClass=P&type=json,geonames_jsons/Махоново_413.json,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,32.0,not_in_text,not_иn_text,нот_ин_теxт,,72,Makhonovo
1280,1,416,Маяки,,69.0,37.62433,48.946,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАЯКИ, село Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ ономъ бываютъ двѣ ярмарки: первая Генваря 1, въ день Василія Великаго, вторая Октября 1, въ день Покрова Богородицы. Купцы пріѣзжаютъ на оныя изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, шерстяными и прочими товарами.",Маяки,Mayaki,Маяки,Donetsk,Ukraine,701559,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%9C%D0%B0%D1%8F%D0%BA%D0%B8&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Маяки_416.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Изюма,Изюма,изюм,69.0,72,Maiaki
1284,1,418,Мглинъ,,19.0,32.84753,53.05907,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МГЛИНЪ, городъ Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываетъ въ годъ три ярмарки : первая на третіей недѣлѣ великаго поста, другая въ день Сошествія Святаго Духа, третія Августа 9 числа. На оныя съѣзжаются изъ сосѣдственныхъ мѣстъ купцы съ краснымъ товаромъ и другими мѣлочными; также купечество города торгуетъ своими произрастѣніями и произведеніями, какъ - то пенькою , коноплянымъ масломъ, горячимъ виномъ, табакомъ и прочими мѣлочми ; пеньку нѣкоторые купцы отправляютъ къ С. Петербургскому и Рижскому портамъ и въ пристани Порѣцкую и Иржевскую.",Мглин,Mglin,Мглин,Brjansk,Russia,527217,RU,http://api.geonames.org/search?north=55.983333&west=29.266666999999998&south=47.983333&name=%D0%9C%D0%B3%D0%BB%D0%B8%D0%BD&username=jaguillette&east=37.266667&featureClass=P&type=json,geonames_jsons/Мглин_418.json,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,19.0,not_in_text,not_иn_text,нот_ин_теxт,,72,"Mglin"""
1287,1,420,Медынь,,12.0,35.85861,54.96917,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=72,"МЕДЫНЬ , городъ Калужскаго Намѣстничества. Въ немъ, кромѣ еженедѣльнаго торгу, бываетъ Іюля 8 дня годовая ярмарка, на которую пріѣзжаютъ купцы изъ разныхъ городовъ съ шелковыми, бумажными и москотильными низкихъ цѣнъ товарами, съ сахаромъ и кофіемъ.",Медынь,Medyn',Медынь,Kaluga,Russia,527869,RU,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%9C%D0%B5%D0%B4%D1%8B%D0%BD%D1%8C&username=jaguillette&east=37.3796&featureClass=P&type=json,geonames_jsons/Медынь_420.json,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,not_in_text,not_иn_text,нот_ин_теxт,,73,Medyn'
1288,1,421,Мена,,38.0,32.21568,51.5217,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=72,"МЕНА, мѣстечко Черниговскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : одна Маія 9, въ день Святаго Николая, другая 8 Сентября, въ день Рождества Богоматери. На оныхъ и недѣльныхъ съѣздахъ торгуютъ окольные  жители и пріѣзжіе изъ городовъ купцы мѣлочными лавочными товарами, рогатымъ скотомъ, лошадьми, хлѣбомъ, рыбою, Крымскою солью и прочими съѣстными и питейными припасами , также и рукодѣльными вещами.",Мена,Mena,Мена,Chernihiv,Ukraine,701372,UA,http://api.geonames.org/search?north=55.5&west=27.3&south=47.5&name=%D0%9C%D0%B5%D0%BD%D0%B0&username=jaguillette&east=35.3&featureClass=P&type=json,geonames_jsons/Мена_421.json,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,38.0,not_in_text,not_иn_text,нот_ин_теxт,,73,Mena
1292,1,424,Мещовскъ,,12.0,35.28083,54.32444,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=72,"МЕЩОВСКЪ, городъ Калужскаго Намѣстничества, Здѣсь бываетъ одна въ году ярмарка Іюля 29 дня; торгъ продолжается три дни ; на оную пріѣзжаютъ изъ разныхъ городовъ купцы со всякими товарами, а по большей части крестьяне съ Пенькою и хлѣбомъ.",Мещовск,Meshchovsk,Мещовск,Kaluga,Russia,527405,RU,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%9C%D0%B5%D1%89%D0%BE%D0%B2%D1%81%D0%BA&username=jaguillette&east=37.3796&featureClass=P&type=json,geonames_jsons/Мещовск_424.json,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,not_in_text,not_иn_text,нот_ин_теxт,,73,"Meshchovsk"""
1295,1,426,Милославичи,,78.0,32.253,53.6882,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИЛОСЛАВИЧИ, мѣстечко Могилевскаго Намѣстничества въ Климовицкомъ уѣздѣ. Въ ономъ бываетъ одна годовая ярмарка.",Милославичи,Miloslavichi,Милославичи,Mogilev,Belarus,625157,BY,http://api.geonames.org/search?north=55.194&west=29.5408&south=51.9042&name=%D0%9C%D0%B8%D0%BB%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%B8%D1%87%D0%B8&username=jaguillette&east=32.863&featureClass=P&type=json,geonames_jsons/Милославичи_426.json,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,16.0,Климовицкомъ уѣздѣ,Климовицком уезде,климовицк,78.0,74,Miloslavichi
1296,1,427,Миргородъ,,13.0,33.60886,49.96854,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИРГОРОДЪ , городъ Кіевскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарми: первая на срединѣ великаго поста , другая въ день праздника Вознесенія Христова , третія Сентября 8 , четвертая Декабря 6 чиселъ; торгуютъ ва оныхъ пріѣзжіе изъ уѣзду жители разными мѣдкими товарами , тамъ родящимися и дѣлающимися, какъ - то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ, овчинами , кожами ; иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ и прочимъ.",Миргород,Myrhorod,Миргород,Poltava,Ukraine,701075,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%9C%D0%B8%D1%80%D0%B3%D0%BE%D1%80%D0%BE%D0%B4&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Миргород_427.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,not_in_text,not_иn_text,нот_ин_теxт,,74,"Mirgorod"""
1297,1,428,Мирополье,,37.0,35.26233,51.023,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИРОПОЛЬЕ, городъ Харьковскаго Намѣстничества. Въ семъ городѣ бываютъ въ году три ярмарки : первая на пятой недѣлѣ великаго поста, вторая на седьмой недѣлѣ по Пасхѣ, третія Сентября 1 дня. На оныя пріѣзжаютъ купцы изъ ближнихъ Великороссійскихъ городовъ , и привозятъ всякіе внутренніе мѣлкіе товары, торгуютъ также скотомъ и лошадьми.",Мирополье,Myropillya,Мирополье,Sumy,Ukraine,701020,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%9C%D0%B8%D1%80%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D0%B5&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Мирополье_428.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,not_in_text,not_иn_text,нот_ин_теxт,,74,Miropol'e
1298,1,429,Миротино,,73.0,37.70476,54.63291,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИРОТИНО , село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Іюля 20. Купцы привозятъ товары на продажу изъ Каширы , Гуды, Серпухова, Венева и Зарайска по малому числу москотильные и мѣлочные и съѣстные припасы; отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька, медъ, воскъ, деревинное издѣлье.",Миротино,Mirotinskiy,Миротино,Tula,Russia,817097,RU,http://api.geonames.org/search?north=55.0867&west=35.5421&south=52.8329&name=%D0%9C%D0%B8%D1%80%D0%BE%D1%82%D0%B8%D0%BD%D0%BE&username=jaguillette&east=39.6827&featureClass=P&type=json,geonames_jsons/Миротино_429.json,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,35.0,Каширскомъ уѣздѣ,Каширском уезде,каширск,73.0,74,Mirotino
1299,1,430,Митякинская,,,39.7831,48.6104,станица,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИТЯКИНСКАЯ , станица Донскихъ Козаковъ. Въ ней всякой годъ въ десятую пятницу по Пасхѣ бываетъ ярмарка, на которую пригоняютъ скотъ , также привозятъ вялую рыбу , холстъ, шелковыя матеріи, сукна, деготь и горячіе напитки.",Митякинская,Mityakinskaya,Митякинская,Rostov,Russia,526040,RU,http://api.geonames.org/search?north=78.0&west=24.8&south=38.6&name=%D0%9C%D0%B8%D1%82%D1%8F%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&east=180&featureClass=P&type=json,geonames_jsons/Митякинская_430.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,,not_in_text,not_иn_text,нот_ин_теxт,,74,Mitiakinskaia
1300,1,431,Михайловъ,,28.0,39.0269,54.2298,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИХАЙЛОВЪ, городъ Рязанскаго Намѣстничества. Въ немъ каждой годъ о десятой недѣлѣ по Пасхѣ въ пятокъбываетъ ярмарка , на которой купцы изъ ближнихъ городовъ торгуютъ мѣлочнымъ товаромъ.",Михайлов,Mikhaylov,Михайлов,Rjazan,Russia,527034,RU,http://api.geonames.org/search?north=55.9254&west=38.154&south=53.0517&name=%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2&username=jaguillette&east=41.6952&featureClass=P&type=json,geonames_jsons/Михайлов_431.json,geonames,Рязанскаго Намѣстничества,Рязанского Наместничества,рязанск,28.0,not_in_text,not_иn_text,нот_ин_теxт,,74,"Mikhailov"""
1408,1,436,Мишуринъ Рогъ,,8.0,33.94792,48.81817,шанцъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=74,"МИШУРИНЪ РОГЪ, шанцъ Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки.",Мишурин Рог,Myshuryn Rih,Мишурин Рог,Dnipropetrovsk,Ukraine,701000,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9C%D0%B8%D1%88%D1%83%D1%80%D0%B8%D0%BD+%D0%A0%D0%BE%D0%B3&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Мишурин Рог_436.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,75,"Mishurin"" Rog"""
1409,1,437,Можайскъ,,1.0,36.02722,55.50194,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=74,"МОЖАЙСКЪ, городъ Московской Губерніи. Въ ономъ , кромѣ еженедѣльнаго по понедѣльникамъ торговаго дня, ярмарка бываетъ въ имѣющихся въ семъ городѣ рядахъ Іюня 29 дня; на оную пріѣзжаютъ изъ ближнихъ къ нему городовъ , изъ Тулы , Калуги , Боровска и Вереи съ разными шелковыми и прочими мѣлочными товарами.",Можайск,Mozhaysk,Можайск,Moskovskaya,Russia,524712,RU,http://api.geonames.org/search?north=56.981&west=34.3446&south=54.2132&name=%D0%9C%D0%BE%D0%B6%D0%B0%D0%B9%D1%81%D0%BA&username=jaguillette&east=40.3419&featureClass=P&type=json,geonames_jsons/Можайск_437.json,geonames,Московской Губерніи,Московской Губернии,московск,1.0,not_in_text,not_иn_text,нот_ин_теxт,,75,"Mozhaisk"""
1410,1,438,Молвитино,,14.0,41.59483,58.14881,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=74,"МОЛВИТИНО , село Костромскаго Намѣстничества около слободы Судиславля. Здѣсь бываетъ годовая ярмарка Іюня 16 дня, для котораго торгу построены и лавки.",Молвитино,Susanino,Молвитино,Kostroma,Russia,486015,RU,http://api.geonames.org/search?north=61.766667&west=36.933333&south=53.766667&name=%D0%9C%D0%BE%D0%BB%D0%B2%D0%B8%D1%82%D0%B8%D0%BD%D0%BE&username=jaguillette&east=44.933333&featureClass=P&type=json,geonames_jsons/Молвитино_438.json,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,14.0,not_in_text,not_иn_text,нот_ин_теxт,,75,Molvitino
1421,1,441,Монастырщина,,16.0,31.83795,54.34961,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=75,"МОНАСТЫРЩИНА, мѣстечко Могилевскаго Намѣстничества. Въ немъ бываетъ одна ярмарка въ году.",Монастырщина,Monastyrshchina,Монастырщина,Smolensk,Russia,525426,RU,http://api.geonames.org/search?north=55.194&west=29.5408&south=51.9042&name=%D0%9C%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%89%D0%B8%D0%BD%D0%B0&username=jaguillette&east=32.863&featureClass=P&type=json,geonames_jsons/Монастырщина_441.json,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,16.0,not_in_text,not_иn_text,нот_ин_теxт,,76,Monastyrshchina
1424,1,443,Моршанскъ,,32.0,41.81065,53.44354,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=75,"МОРШАНСКЪ, городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ одна въ году 15 Августа ярмарка , на которой торгуютъ одни здѣшніе купцы ; сверхъ того зимою съ перваго до послѣдняго пути ежедневные отправляются торги , на которые въ немаломъ количествѣ привозятъ всякаго рода хлѣбъ.",Моршанск,Morshansk,Моршанск,Tambov,Russia,525138,RU,http://api.geonames.org/search?north=56.716667&west=37.433333&south=48.716667&name=%D0%9C%D0%BE%D1%80%D1%88%D0%B0%D0%BD%D1%81%D0%BA&username=jaguillette&east=45.433333&featureClass=P&type=json,geonames_jsons/Моршанск_443.json,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,32.0,not_in_text,not_иn_text,нот_ин_теxт,,76,"Morshansk"""
1425,1,444,Мосальскъ,,12.0,34.98167,54.48806,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=75,"МОСАЛЬСКЪ, городъ Калужскаго Намѣстничества. Въ немъ бываютъ въ годъ три ярмарки: Апрѣля 23, Іюля 8 и Ноября 26, продолжающіяся только по одному дню.",Мосальск,Mosal'sk,Мосальск,Kaluga,Russia,525084,RU,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%9C%D0%BE%D1%81%D0%B0%D0%BB%D1%8C%D1%81%D0%BA&username=jaguillette&east=37.3796&featureClass=P&type=json,geonames_jsons/Мосальск_444.json,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,not_in_text,not_иn_text,нот_ин_теxт,,76,"Mosal'sk"""
1426,1,445,Мостки,,8.0,38.47943,49.34552,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=75,"МОСТКИ, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки.",Мостки,Mistky,Мостки,Luhansk,Ukraine,700692,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9C%D0%BE%D1%81%D1%82%D0%BA%D0%B8&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Мостки_445.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,76,Mostki
1427,1,446,Мостовское,,129.0,57.02846,56.54404,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=75,"МОСТОВСКОЕ , село Уфимскаго Намѣстничества въ Челябинскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Вознесенія Господня и Ноября 21; на оныхъ торгъ производятъ разными мѣлочными товарами.",Мостовское,Mostovskoye,Мостовское,Perm,Russia,524805,RU,http://api.geonames.org/search?north=58.733333&west=51.966667&south=50.733333&name=%D0%9C%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5&username=jaguillette&east=59.966667&featureClass=P&type=json,geonames_jsons/Мостовское_446.json,geonames,Уфимскаго Намѣстничества,Уфимского Наместничества,уфимск,36.0,Челябинскомъ уѣздѣ,Челябинском уезде,челябинск,129.0,76,Mostovskoe
1430,1,449,Мринъ,,77.0,31.55242,51.05368,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МРИНЪ, мѣстечко Кіевскаго Намѣстничества и уѣзду. Здѣсь бываетъ одна въ году ярмарка; съѣзжаются на оную съ мѣлочными товарами , съестными  и питейными припасами.",Мрин,Mrin,Мрин,Chernihiv,Ukraine,700659,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%9C%D1%80%D0%B8%D0%BD&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Мрин_449.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,Кіевскаго уѣздѣ,Киевского уезде,киевск,77.0,77,"Mrin"""
1431,1,450,Мстиславль,,16.0,31.7217,54.0185,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МСТИСЛАВЛЬ, городъ Могилевскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки , на которыя пріѣзжаютъ для торгу Жиды, и продаютъ разные товары, какъ-то хлѣбъ, скотъ и для крестьянскихъ работъ разныя вещи.",Мстиславль,Mstsislaw,Мстиславль,Mogilev,Belarus,624889,BY,http://api.geonames.org/search?north=55.194&west=29.5408&south=51.9042&name=%D0%9C%D1%81%D1%82%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C&username=jaguillette&east=32.863&featureClass=P&type=json,geonames_jsons/Мстиславль_450.json,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,16.0,not_in_text,not_иn_text,нот_ин_теxт,,77,Mstislavl'
1434,1,453,Муриково,,56.0,35.37,55.99461,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МУРИКОВО, село Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка Сентября 25 дня; торгуютъ на оной разными крестьянскими товарами.",Муриково,Murikovo,Муриково,Moskovskaya,Russia,524313,RU,http://api.geonames.org/search?north=56.981&west=34.3446&south=54.2132&name=%D0%9C%D1%83%D1%80%D0%B8%D0%BA%D0%BE%D0%B2%D0%BE&username=jaguillette&east=40.3419&featureClass=P&type=json,geonames_jsons/Муриково_453.json,geonames,Московской Губерніи,Московской Губернии,московск,1.0,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,56.0,77,Murikovo
1435,1,454,Муромъ,,3.0,42.0426,55.575,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МУРОМЪ, городъ Володимерскаго Намѣстничества. Здѣсь, кромѣ еженедѣльнаго по субботамъ торгу, Іюня 25 дня на праздникъ Св. Благовѣрныхъ Князя Петра и Княгини Ѳевроніи Муромскихъ Чудотворцевъ бываетъ богомоліе , при кото-ромъ Муромскіе купцы и изъ другихъ городовъ обыватели продаютъ слѣдующіе товары: хлѣбъ, мясо , рыбу разныхъ родовъ, шелкъ, кумачи, китайку по цвѣтамъ, бумагу, хлопчатую и крашеную, сукна не дорогой цѣны, воскъ, ладонъ, сандалъ красной и синій, краску брусковую по небольшей части , камки , голи по цвѣтамъ, букеты, грезеты, люстрины, тафты, кисѣи, каламенки разныхъ рукъ, позументы, масло деревянное, скипидаръ, нефть, квасцы , купоросѣ , сахаръ , чай , виноградные напитки , укладъ, желѣзо, пестрядь бумажную разныхъ цвѣтовъ, мѣхи заячьи и мер-лушчатые , шапки , рукавицы , сапоги , гарусъ , чулки , узды , шлеи, гужи , кушаки и другія мѣлочныя вещи , такожь и крестьянское рукодѣліе.",Муром,Murom,Муром,Vladimir,Russia,524294,RU,http://api.geonames.org/search?north=60.133333&west=36.416667&south=52.133333&name=%D0%9C%D1%83%D1%80%D0%BE%D0%BC&username=jaguillette&east=44.416667&featureClass=P&type=json,geonames_jsons/Муром_454.json,geonames,Володимерскаго Намѣстничества,Володимерского Наместничества,владимерск,3.0,not_in_text,not_иn_text,нот_ин_теxт,,77,"Murom"""
1436,1,455,Мценскъ,,21.0,36.57334,53.27657,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЦЕНСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.",Мценск,Mtsensk,Мценск,Orjol,Russia,524640,RU,http://api.geonames.org/search?north=54.0138&west=32.7557&south=51.8511&name=%D0%9C%D1%86%D0%B5%D0%BD%D1%81%D0%BA&username=jaguillette&east=39.224&featureClass=P&type=json,geonames_jsons/Мценск_455.json,geonames,Орловскаго Намѣстничества,Орловского Наместничества,орловск,21.0,not_in_text,not_иn_text,нот_ин_теxт,,78,"Mtsensk"""
1443,1,457,Мышкинъ,,39.0,38.45448,57.78973,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЫШКИНЪ, городъ Ярославскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ Маіѣ мѣсяцѣ. Съѣзжаются купцы изъ ближнихъ городовъ, какъ-то изъ Ярославля, Ростова , Романова , Углича , Борисо-глѣбска , Рыбинска, Мологи и слободы Норской.",Мышкин,Myshkin,Мышкин,Jaroslavl,Russia,523859,RU,http://api.geonames.org/search?north=61.616667&west=35.85&south=53.616667&name=%D0%9C%D1%8B%D1%88%D0%BA%D0%B8%D0%BD&username=jaguillette&east=43.85&featureClass=P&type=json,geonames_jsons/Мышкин_457.json,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,39.0,not_in_text,not_иn_text,нот_ин_теxт,,78,"Myshkin"""
1451,1,461,Наровчатъ,,22.0,43.69458,53.87654,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НАРОВЧАТЪ , городъ Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ годъ три ярмарки : первая Іюня 29, вторая Іюля 20, третія Августа 6 дня, сверхъ Обыкновенныхъ каждонедѣльныхъ торговъ.",Наровчат,Narovchat,Наровчат,Penza,Russia,523415,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%9D%D0%B0%D1%80%D0%BE%D0%B2%D1%87%D0%B0%D1%82&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Наровчат_461.json,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,22.0,not_in_text,not_иn_text,нот_ин_теxт,,79,"Narovchat"""
1457,1,465,Недригайловъ,,37.0,33.87626,50.83398,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕДРИГАЙЛОВЪ , городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Сентября 8, вторая Октября 29, третія Декебря 6, четвертая въ день Преполовенія. Кунцы пріѣзжаютъ на оныя изъ окрестныхъ городовъ съ мѣлочными товарами.",Недригайлов,Nedryhayliv,Недригайлов,Sumy,Ukraine,700371,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%9D%D0%B5%D0%B4%D1%80%D0%B8%D0%B3%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Недригайлов_465.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,not_in_text,not_иn_text,нот_ин_теxт,,79,"Nedrigailov"""
