,ru_old_orth,alt_name_old_orth,ru_old_featuretype,ru_prov,ru_uezd,description,page,SOURCE,html_text,ru_new_orth,alt_name_new_orth,prov_modern_sp,uezd_modern_sp,prov_stem,uezd_stem,admin_hierarchy,admin1_partofID,admin2_partofID,partof_id,txt_id
389,Лукомля,,мѣстечко,Кіевскаго Намѣстничества,Лубенскомъ уѣздѣ,"ЛУКОМЛЯ, мѣстечко Кіевскаго Намѣстничества въ Лубенскомъ уѣздѣ. Здѣсь бываетъ въ годъ двѣ ярмарки: одна въ день Пророка Иліи, а другая въ день Архистратига Михаила. На оныхъ ярмаркахъ торгъ бываетъ привозимыми изъ уѣздовъ товарами , какъ - то саломъ , рыбою , дегтемъ , горячимъ виномъ , нагольными овчинами , шубами, говяжьими кожами , рогатымъ скотомъ, лошадьми , печенымъ хлѣбомъ ,съѣстными припасами и другими мѣлочными товарами.",68,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=67,"ЛУКОМЛЯ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества въ Лубенскомъ уѣздѣ. Здѣсь бываетъ въ годъ двѣ ярмарки: одна въ день Пророка Иліи, а другая въ день Архистратига Михаила. На оныхъ ярмаркахъ торгъ бываетъ привозимыми изъ уѣздовъ товарами , какъ - то саломъ , рыбою , дегтемъ , горячимъ виномъ , нагольными овчинами , шубами, говяжьими кожами , рогатымъ скотомъ, лошадьми , печенымъ хлѣбомъ </span><span class=""font0"" style=""font-style:italic;"">,</span><p><span class=""font0"">съѣстными припасами и другими мѣлочными товарами.</span></p>",Лукомля,,Киевского Наместничества,Лубенском уезде,киевск,лубенск,киевск|лубенск,13,122.0,122.0,389
390,Лукояновъ,,городъ,Нижегородскаго Намѣстничества,,"ЛУКОЯНОВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ каждую недѣлю по воскресеньямъ бываетъ торгъ , на которой пріѣзжаютъ крестьяне , но болѣе съ хлѣбомъ.",69,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛУКОЯНОВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Нижегородскаго Намѣстничества. Въ немъ каждую недѣлю по воскресеньямъ бываетъ торгъ , на которой пріѣзжаютъ крестьяне , но болѣе съ хлѣбомъ.</span>",Лукоянов,,Нижегородского Наместничества,,нижегородск,лукояновск,нижегородск|лукояновск,17,294.0,294.0,390
391,Лухъ,,городъ,Костромскаго Намѣстничества,not_in_text,"ЛУХЪ, городъ Костромскаго Намѣстничества. Въ уѣздѣ онаго при отчинѣ Николаевскаго монастыря Тихоновой пустынѣ имѣется ярмарка Іюня 16 дня, на которую привозитъ разныхъ городовъ купечество шелковые и прочіе товары.",69,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛУХЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Костромскаго Намѣстничества. Въ уѣздѣ онаго при отчинѣ Николаевскаго монастыря Тихоновой пустынѣ имѣется ярмарка Іюня 16 дня, на которую привозитъ разныхъ городовъ купечество шелковые и прочіе товары.</span>",Лух,,Костромского Наместничества,not_иn_text,кострома,луховск,кострома|луховск,14,217.0,217.0,391
392,Льговъ,,городъ,Курскаго Намѣстничества,,"ЛЬГОВЪ, городъ Курскаго Намѣстничества. Въ немЬ, кромѣ еженедѣльнаго торгу, бываютъ въ году двѣ ярмарки: первая въ Ивановъ день 24 Іюня , вторая Сентября 1 числа, продолжающіяся по два и по три дни, на которыя Курскіе, Сѣвскіе и Рыльскіе купцы привозятъ сукна , шелковыя разныя матеріи и мѣлкія вещи ; также довольно пригоняютъ туда съ заводовъ лошадей.",69,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛЬГОВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Курскаго Намѣстничества. Въ немЬ, кромѣ еженедѣльнаго торгу, бываютъ въ году двѣ ярмарки: первая въ Ивановъ день 24 Іюня , вторая Сентября 1 числа, продолжающіяся по два и по три дни, на которыя Курскіе, Сѣвскіе и Рыльскіе купцы привозятъ сукна , шелковыя разныя матеріи и мѣлкія вещи ; также довольно пригоняютъ туда съ заводовъ лошадей.</span>",Льгов,,Курского Наместничества,,курск,льговск,курск|льговск,15,288.0,288.0,392
393,Лѣвые Ламки,,село,Тамбовскаго Намѣстничества,Козлова,"ЛѢВЫЕ ЛАМКИ, село Тамбовскаго Намѣстничества въ уѣздѣ города Козлова. Здѣсь бываетъ одна годовая ярмарка Іюля 8, въ день праздника Казанскія Богородицы. На оную пріѣзжаютъ окрестные купцы съ разными мѣлочными товарами.",69,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛѢВЫЕ ЛАМКИ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тамбовскаго Намѣстничества въ уѣздѣ города Козлова. Здѣсь бываетъ одна годовая ярмарка Іюля 8, въ день праздника Казанскія Богородицы. На оную пріѣзжаютъ окрестные купцы съ разными мѣлочными товарами.</span>",Левые Ламки,,Тамбовского Наместничества,Козлова,тамбовск,козлов,тамбовск|козлов,32,116.0,116.0,393
394,Любавичи,,мѣстечко,Могилевскаго Намѣстничества,Бабиновецкомъ уѣздѣ,"ЛЮБАВИЧИ, мѣстечко Могилевскаго Намѣстничества въ Бабиновецкомъ уѣздѣ. Въ немъ бываетъ одна въ году ярмарка.",69,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛЮБАВИЧИ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества въ Бабиновецкомъ уѣздѣ. Въ немъ бываетъ одна въ году ярмарка.</span>",Любавичи,,Могилевского Наместничества,Бабиновецком уезде,могилевск,бабиновецк,могилевск|бабиновецк,16,85.0,85.0,394
395,Любечь,,мѣстечко,Черниговскаго Намѣстничества,,"ЛЮБЕЧЬ, мѣстечко Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ двѣ ярмарки : первая Декабря 6, въ день Святителя Николая, вторая въ день Вознесенія Господня. Торги ва оныхъ и въ ежедневные съѣзды отправляются привозными изъ окольныхъ мѣстъ мѣлкими крамными вещами , хлѣбомъ, глиняною посудою , кожами , колесами к другими крестьянскими товарами,",69,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛЮБЕЧЬ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества. </span><span class=""font0"" style=""font-style:italic;"">Въ </span><span class=""font0"">ономъ бываетъ въ годъ двѣ ярмарки : первая Декабря 6, </span><span class=""font0"" style=""font-style:italic;"">въ </span><span class=""font0"">день </span><span class=""font0"" style=""font-style:italic;"">С</span><span class=""font0"">вятите</span><span class=""font0"" style=""font-style:italic;"">л</span><span class=""font0"">я Николая, вторая въ день Вознесенія Господня. Торги ва оныхъ и въ ежедневные съѣзды отправляются привозными изъ окольныхъ мѣстъ мѣлкими крамными вещами , хлѣбомъ, глиняною посудою , кожами , колесами к другими крестьянскими товарами,</span>",Любечь,,Черниговского Наместничества,,черниговск,not_in_text,черниговск|not_in_text,38,,38,395
396,Любимъ,,городъ,Ярославскаго Намѣстничества,,"ЛЮБИМЪ , городъ Ярославскаго Намѣстничества. Въ немъ бываетъ въ годъ двѣ ярмарки: первая въ Тройцынъ день, вторая Декабря 6; продолжав щіяся только по одному дню. На оныя съѣзжаются изъ ближнихъ городовъ купцы съ шелювыми и прочими суровскими поварами ; а изъ окрестныхъ селеній крестьяне съ холстами а прочими издѣльями.",69,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛЮБИМЪ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Ярославскаго Намѣстничества. Въ немъ бываетъ въ годъ двѣ ярмарки: первая въ Тройцынъ день, вторая Декабря 6; продолжав щіяся только по одному дню. На оныя съѣзжаются изъ ближнихъ городовъ купцы съ шелювыми </span><p><span class=""font0"">и прочими суровскими поварами ; а изъ окрестныхъ селеній крестьяне съ холстами а прочими издѣльями.</span></p>",Любим,,Ярославского Наместничества,,ярославск,любимск,ярославск|любимск,39,123.0,123.0,396
397,Лютенка,,мѣстечко,Черниговскаго Намѣстничества,Гадяцкомъ уѣздѣ,"ЛЮТЕНКА, мѣстечко Черниговскаго Намѣстничества въ Гадяцкомъ уѣздѣ. Въ ономъ бываетъ  въ годъ три ярмарки: первая въ день Преполовенія , вторая Іюля 20, въ день Св. пророка Иліи, третія 1 Ноября, въ день Космы и Даміана. На оныхъ околичные жители торгуютъ  хлѣбомъ, разнымъ скотомъ и съѣстными припасами, какъ - то рыбою и солью.",70,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"ЛЮТЕНКА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества въ Гадяцкомъ уѣздѣ. Въ ономъ бываетъ  въ годъ три ярмарки: первая въ день Преполовенія , вторая Іюля 20, въ день Св. пророка Иліи, третія 1 Ноября, въ день Космы и Даміана. На оныхъ околичные жители торгуютъ  хлѣбомъ, разнымъ скотомъ и съѣстными припасами, какъ - то рыбою и солью.</span>",Лютенка,,Черниговского Наместничества,Гадяцком уезде,черниговск,гадяцк,черниговск|гадяцк,38,97.0,97.0,397
398,Ляды,,мѣстечко,Могилевскаго Намѣстничества,Оршанскомъ уѣздѣ,"ЛЯДЫ, мѣстечко Могилевскаго Намѣстничества въ Оршанскомъ уѣздѣ. Здѣсь бываетъ въ году двѣ ярмарки.",70,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"ЛЯДЫ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества въ Оршанскомъ уѣздѣ. Здѣсь бываетъ въ году двѣ ярмарки.</span>",Ляды,,Могилевского Наместничества,Оршанском уезде,могилевск,оршанск,могилевск|оршанск,16,133.0,133.0,398
399,Ляудера,,мѣстечко,Полотскаго Намѣстничества,Динабурга,"ЛЯУДЕРА , мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дверца крестьяне разными мѣлочными товарами, виномъ и ливомъ.",70,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"ЛЯУДЕРА , </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дверца крестьяне разными мѣлочными товарами, виномъ и ливомъ.</span>",Ляудера,,Полотского Наместничества,Динабурга,полотск,динабург,полотск|динабург,24,99.0,99.0,399
400,Макалово,,село,Пензенскаго Намѣстничества,Краснослободска,"МАКАЛОВО, село Пензенскаго Намѣстничества въ уѣздѣ города Краснослободска. Здѣсь бываетъ одна въ году ярмарка на десятой недѣлѣ по Пасхѣ въ пятокъ; но сюда пріѣзжаютъ по большей части крестьяне съ своими припасами.",70,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"МАКАЛОВО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Пензенскаго Намѣстничества въ уѣздѣ города Краснослободска. Здѣсь бываетъ одна въ году ярмарка на десятой недѣлѣ по Пасхѣ въ пятокъ; но сюда пріѣзжаютъ по большей части крестьяне съ своими припасами.</span>",Макалово,,Пензенского Наместничества,Краснослободска,пензенск,краснослободск,пензенск|краснослободск,22,119.0,119.0,400
401,Макарово,,село,Пензенскаго Намѣстничества,Керенскомъ уѣздѣ,"МАКАРОВО , село того же Намѣстничества въ Керенскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ году въ Іюлѣ мѣсяцѣ; на оную купцы пріѣзжаютъ изъ блИзъ лежащихъ городовъ съ мѣлочными товарами ; торгуютъ также лошадьми , рогатымъ скотомъ и прочимъ.",70,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"МАКАРОВО , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> того же Намѣстничества въ Керенскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ году въ Іюлѣ мѣсяцѣ; на оную купцы пріѣзжаютъ изъ блИзъ лежащихъ городовъ съ мѣлочными товарами ; торгуютъ также лошадьми , рогатымъ скотомъ и прочимъ.</span>",Макарово,,Пензенского Наместничества,Керенском уезде,пензенск,керенск,пензенск|керенск,22,111.0,111.0,401
402,Макарьевъ,,городъ,Нижегородскаго Намѣстничества,,"МАКАРЬЕВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ бываетъ при тамошнемъ монастырѣ повсягодно славная ярмарка , начинающаяся со дня С. Апостоловъ Петра и Павла, и продолжающаяся три и четыре недѣли. На оную съѣзжается великое множество купцовъ изъ всѣхъ странъ Россіи и Сибири , также съ Персидскихъ , Турецкихъ и Польскихъ границъ.",70,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"МАКАРЬЕВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Нижегородскаго Намѣстничества. Въ немъ бываетъ при тамошнемъ монастырѣ повсягодно славная ярмарка , начинающаяся со дня С. Апостоловъ Петра и Павла, и продолжающаяся три и четыре недѣли. На оную съѣзжается великое множество купцовъ изъ всѣхъ странъ Россіи и Сибири , также съ Персидскихъ , Турецкихъ и Польскихъ границъ.</span>",Макарьев,,Нижегородского Наместничества,,нижегородск,макарьевск,нижегородск|макарьевск,17,196.0,196.0,402
403,Макарьевъ,,городъ,Костромскаго Намѣстничества,,"МАКАРЬЕВЪ на унжѣ, городъ Костромскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки : первая Іюля на 20, вторая Генваря на 19, третія Марта на 25 число. Пріѣзжаютъ на оныя разныхъ городовъ купцы съ шелковыми, бумажными и прочими мѣлочными товарами.",71,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАКАРЬЕВЪ на унжѣ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Костромскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки : первая Іюля на 20, вторая Генваря на 19, третія Марта на 25 число. Пріѣзжаютъ на оныя разныхъ городовъ купцы съ шелковыми, бумажными и прочими мѣлочными товарами.</span>",Макарьев,,Костромского Наместничества,,кострома,макарьевск,кострома|макарьевск,14,227.0,227.0,403
404,Малино,,село,Московской Губерніи,Коломенскомъ уѣздѣ,"МАЛИНО, село Московской Губерніи. въ Коломенскомъ уѣздѣ. Въ немъ каждую недѣлю по вторникамъ бываетъ торгъ хлѣбомъ и деревянною посудою деревенскаго издѣлья.",71,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАЛИНО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Московской Губерніи. въ Коломенскомъ уѣздѣ. Въ немъ каждую недѣлю по вторникамъ бываетъ торгъ хлѣбомъ и деревянною посудою деревенскаго издѣлья.</span>",Малино,,Московской Губернии,Коломенском уезде,московск,коломенск,московск|коломенск,1,117.0,117.0,404
405,Малой Архангельскъ,,городъ,Орловскаго Намѣстничества,,"МАЛОЙ АРХАНГЕЛЬСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываетъ дважды въ недѣлю съѣздъ.",71,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАЛОЙ АРХАНГЕЛЬСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Въ немъ бываетъ дважды въ недѣлю съѣздъ.</span>",Малой Архангельск,,Орловского Наместничества,,орловск,малоархангельск,орловск|малоархангельск,21,317.0,317.0,405
406,Малой Ярославецъ,,городъ,Калужскаго Намѣстничества,,"МАЛОЙ ЯРОСЛАВЕЦЪ, городъ Калужскаго Намѣстничества. Въ немъ бываютъ въ годъ ярмарки Апрѣля 23, Маія 9, Ноября 26, Декабря б и въ десятую пятницу по Пасхѣ , на которыя пріѣзжаютъ купцы изъ Боровска, Вереи и Серпухова съ шелковыми и бумажными платками , китайками , выбойками, чаемъ, сахаромъ, кофіемъ и разными москотильными товарами ; а главную часть сего торгу составляютъ окрестные жители, которые привозятъ съѣстные припасы и деревенскія издѣлья.",71,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАЛОЙ ЯРОСЛАВЕЦЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Калужскаго Намѣстничества. Въ немъ бываютъ въ годъ ярмарки Апрѣля 23, Маія 9, Ноября 26, Декабря б и въ десятую пятницу по Пасхѣ , на которыя пріѣзжаютъ купцы изъ Боровска, Вереи и Серпухова съ шелковыми и бумажными платками , китайками , выбойками, чаемъ, сахаромъ, кофіемъ и разными москотильными товарами ; а главную часть сего торгу составляютъ окрестные жители, которые привозятъ съѣстные припасы и деревенскія издѣлья.</span>",Малой Ярославец,,Калужского Наместничества,,калужск,малоярославецк,калужск|малоярославецк,12,318.0,318.0,406
407,Малыкова,,мѣстечко,Полотскаго Намѣстничества,Динабурга,"МАЛЫКОВА, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году одна ярмарка; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",71,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАЛЫКОВА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году одна ярмарка; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.</span>",Малыкова,,Полотского Наместничества,Динабурга,полотск,динабург,полотск|динабург,24,99.0,99.0,407
408,Мангазея,Туруханскъ,городъ,Тобольскаго Намѣстничества,,"МАНГАЗЕЯ, или ТУРУХАНСКЪ, городъ Тобольскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка въ лѣтнее время въ Іюнѣ и Іюлѣ мѣсяцахъ; торги бываютъ съ Великороссійскими и Сибирскими разныхъ городовъ купцами покупкою всякихъ уловленныхъ звѣрей Сибирскихъ и продажею мѣлочныхъ товаровъ Россійскихъ.",71,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАНГАЗЕЯ, или ТУРУХАНСКЪ</span><span class=""font0"" style=""font-style:italic;"">, городъ</span><span class=""font0""> Тобольскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка въ лѣтнее время въ Іюнѣ и Іюлѣ мѣсяцахъ; торги бываютъ съ Великороссійскими и Сибирскими разныхъ городовъ купцами покупкою всякихъ уловленныхъ звѣрей Сибирскихъ и продажею мѣлочныхъ товаровъ Россійскихъ.</span>",Мангазея,Туруханск,Тобольского Наместничества,,тобольск,мангазейск,тобольск|мангазейск,34,319.0,319.0,408
409,Маркушевская,,деревня,Архангельскаго Намѣстничества,,"МАРКУШЕВСКАЯ , Економическая деревня Архангельскаго Намѣстничества. Здѣсь бываетъ ярмарка Іюля 8 дня; купцы пріѣзжаютъ изъ ближнихъ городовъ съ разными мѣлочными москотильными и прочими то варами, и покупаютъ у крестъянъ ихъ пріуготовленія, а иногда и мягкую рухлядь, также сало , холстъ и прочее.",71,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАРКУШЕВСКАЯ , Економическая </span><span class=""font0"" style=""font-style:italic;"">деревня</span><span class=""font0""> Архангельскаго Намѣстничества. Здѣсь бываетъ ярмарка Іюля 8 дня; купцы пріѣзжаютъ изъ ближнихъ городовъ съ разными мѣлочными москотильными и прочими то варами, и покупаютъ у крестъ</span><p><span class=""font0"">янъ ихъ пріуготовленія, а иногда и мягкую рухлядь, также сало , холстъ и прочее.</span></p>",Маркушевская,,Архангельского Наместничества,,архангельск,not_in_text,архангельск|not_in_text,2,,2,409
410,Масленская,,слобода,Уфимскаго Намѣстничества,Челябинскомъ уѣздѣ,"МАСЛЕНСКАЯ, слобода Уфимскаго Намѣстничества въ Челябинскомъ уѣздѣ. Здѣсь бы",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАСЛЕНСКАЯ, </span><span class=""font0"" style=""font-style:italic;"">слобода </span><span class=""font0"">Уфимскаго Намѣстничества въ Челябинскомъ уѣздѣ. Здѣсь бы</span>",Масленская,,Уфимского Наместничества,Челябинском уезде,уфимск,челябинск,уфимск|челябинск,36,152.0,152.0,410
411,Масловичи,,мѣстечко,Могилевскаго Намѣстничества,Мстиславскомъ уѣздѣ,"МАСЛОВИЧИ, мѣстечко Могилевскаго Намѣстничества въ Мстиславскомъ уѣздѣ. Здѣсь бываетъ одна ярмарка въ году.",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАСЛОВИЧИ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко </span><span class=""font0"">Могилевскаго Намѣстничества въ Мстиславскомъ уѣздѣ. Здѣсь бываетъ одна ярмарка въ году.</span>",Масловичи,,Могилевского Наместничества,Мстиславском уезде,могилевск,мстиславск,могилевск|мстиславск,16,128.0,128.0,411
412,Махоново,,село,Тамбовскаго Намѣстничества,,"МАХОНОВО , село Тамбовскаго Намѣстничества около городка Добраго. Здѣсь бываетъ въ году ярмарка 29 Августа ; на оную пріѣзжаютъ купцы съ мѣлочными товарами.",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАХОНОВО , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тамбовскаго Намѣстничества около городка Добраго. Здѣсь бываетъ въ году ярмарка 29 Августа ; на оную пріѣзжаютъ купцы съ мѣлочными товарами.</span>",Махоново,,Тамбовского Наместничества,,тамбовск,not_in_text,тамбовск|not_in_text,32,,32,412
413,Мачуха,,село,Екатеринославскаго Намѣстничества,Полтавскомъ уѣздѣ,"МАЧУХА, село Екатеринославскаго Намѣстничества въ Полтавскомъ уѣздѣ. Въ ономъ бываетъ каждонедѣльной торгъ между окольными жителями разными съѣстными и питейными припасами.",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАЧУХА, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Екатеринославскаго Намѣстничества въ Полтавскомъ уѣздѣ. Въ ономъ бываетъ каждонедѣльной торгъ между окольными жителями разными съѣстными и питейными припасами.</span>",Мачуха,,Екатеринославского Наместничества,Полтавском уезде,екатеринославск,полтавск,екатеринославск|полтавск,8,755.0,755.0,413
414,Машевъ,,село,Новогородскаго - Сѣверскаго Намѣстничества,Стародубовскомъ уѣздѣ,"МАШЕВЪ , село Новогородскаго - Сѣверскаго Намѣстничества въ Стародубовскомъ уѣздѣ. Въ ономъ бываютъ небольшіе еженедѣльные торжки.",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАШЕВЪ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Новогородскаго - Сѣверскаго Намѣстничества въ Стародубовскомъ уѣздѣ. Въ ономъ бываютъ небольшіе еженедѣльные торжки.</span>",Машев,,Новогородского - Северского Наместничества,Стародубовском уезде,новогород - северск,стародубовск,новогород - северск|стародубовск,19,149.0,149.0,414
415,Маяки,,село,Харьковскаго Намѣстничества,Изюма,"МАЯКИ, село Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ ономъ бываютъ двѣ ярмарки: первая Генваря 1, въ день Василія Великаго, вторая Октября 1, въ день Покрова Богородицы. Купцы пріѣзжаютъ на оныя изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, шерстяными и прочими товарами.",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАЯКИ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ ономъ бываютъ двѣ ярмарки: первая Генваря 1, въ день Василія Великаго, вторая Октября 1, въ день Покрова Богородицы. Купцы пріѣзжаютъ на оныя изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, шерстяными и прочими товарами.</span>",Маяки,,Харьковского Наместничества,Изюма,харьковск,изюм,харьковск|изюм,37,107.0,107.0,415
416,Маячка,,мѣстечко,Екатеринославскаго Намѣстничества,Полтавскомъ уѣздѣ,"МАЯЧКА, мѣстечко Екатеринославскаго Намѣстничества въ Полтавскомъ уѣздѣ. Въ ономъ бываетъ одна въ году ярмарка.",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МАЯЧКА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Екатеринославскаго Намѣстничества въ Полтавскомъ уѣздѣ. Въ ономъ бываетъ одна въ году ярмарка.</span>",Маячка,,Екатеринославского Наместничества,Полтавском уезде,екатеринославск,полтавск,екатеринославск|полтавск,8,755.0,755.0,416
417,Мглинъ,,городъ,Новогородскаго - Сѣверскаго Намѣстничества,,"МГЛИНЪ, городъ Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываетъ въ годъ три ярмарки : первая на третіей недѣлѣ великаго поста, другая въ день Сошествія Святаго Духа, третія Августа 9 числа. На оныя съѣзжаются изъ сосѣдственныхъ мѣстъ купцы съ краснымъ товаромъ и другими мѣлочными; также купечество города торгуетъ своими произрастѣніями и произведеніями, какъ - то пенькою , коноплянымъ масломъ, горячимъ виномъ, табакомъ и прочими мѣлочми ; пеньку нѣкоторые купцы отправляютъ къ С. Петербургскому и Рижскому портамъ и въ пристани Порѣцкую и Иржевскую.",72,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МГЛИНЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываетъ въ годъ три ярмарки : первая на третіей недѣлѣ великаго поста, другая въ день Сошествія Святаго Духа, третія Августа 9 числа. На оныя съѣзжаются изъ сосѣдственныхъ мѣстъ купцы съ краснымъ товаромъ и другими мѣлочными; также купечество города торгуетъ своими произрастѣніями и произведеніями, какъ - то пенькою , коноплянымъ масломъ, горячимъ виномъ, табакомъ и прочими мѣ</span><p><span class=""font0"">лочми ; пеньку нѣкоторые купцы отправляютъ къ С. Петербургскому и Рижскому портамъ и въ пристани Порѣцкую и Иржевскую.</span></p>",Мглин,,Новогородского - Северского Наместничества,,новогород - северск,мглинск,новогород - северск|мглинск,19,320.0,320.0,417
