,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
1572,509,Павлово,,272.0,38.3065,54.6514,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАВЛОВО, село Московской Губерніи въ Богородскомъ уѣздѣ. Въ ономъ, сверхъ бывающаго въ зимнее время всяную недѣлю по понедѣльникамъ торгу хлѣбомъ , бываетъ въ году ярмарка Октября 26 дня, на которую пріѣзжающіе разныхъ городовъ купцы привозятъ сукна, шелкъ и всякіе для поселянъ нужные товары , а жители продаютъ выдѣлываемые здѣсь шелковые разныхъ рукъ платки, крашенину и съѢ-стные припасы.",Павлово,Pavlovo-Vorontsovo,Павлово,Tula,Russia,7690567,RU,http://api.geonames.org/search?north=56.981&west=34.3446&south=54.2132&name=%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%BE&username=jaguillette&east=40.3419&featureClass=P&type=json,geonames_jsons/Павлово_509.json,geonames,Московской Губерніи,Московской Губернии,московск,1.0,Богородскомъ уѣздѣ,Богородском уезде,богородск,272.0,85,Pavlovo
1573,509,Павлово,,272.0,38.65025,55.78187,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАВЛОВО, село Московской Губерніи въ Богородскомъ уѣздѣ. Въ ономъ, сверхъ бывающаго въ зимнее время всяную недѣлю по понедѣльникамъ торгу хлѣбомъ , бываетъ въ году ярмарка Октября 26 дня, на которую пріѣзжающіе разныхъ городовъ купцы привозятъ сукна, шелкъ и всякіе для поселянъ нужные товары , а жители продаютъ выдѣлываемые здѣсь шелковые разныхъ рукъ платки, крашенину и съѢ-стные припасы.",Павлово,Pavlovskiy Posad,Павлово,Moskovskaya,Russia,512023,RU,http://api.geonames.org/search?north=56.981&west=34.3446&south=54.2132&name=%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%BE&username=jaguillette&east=40.3419&featureClass=P&type=json,geonames_jsons/Павлово_509.json,geonames,Московской Губерніи,Московской Губернии,московск,1.0,Богородскомъ уѣздѣ,Богородском уезде,богородск,272.0,85,Pavlovo
1574,510,Павлоградъ,,8.0,35.87098,48.53426,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАВЛОГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Павлоград,Pavlohrad,Павлоград,Dnipropetrovsk,Ukraine,697889,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B3%D1%80%D0%B0%D0%B4&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Павлоград_510.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,85,"Pavlograd"""
1575,510,Павлоградъ,,8.0,38.45411,48.9245,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАВЛОГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Павлоград,Pavlohrad,Павлоград,Luhansk,Ukraine,811724,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B3%D1%80%D0%B0%D0%B4&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Павлоград_510.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,85,"Pavlograd"""
1576,510,Павлоградъ,,8.0,35.05,47,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАВЛОГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Павлоград,Pavlograd,Павлоград,Zaporizhia,Ukraine,697890,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B3%D1%80%D0%B0%D0%B4&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Павлоград_510.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,85,"Pavlograd"""
1577,511,Парское,,124.0,41.71092,57.01225,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАРСКОЕ , село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Въ ономъ бываетъ одна годовая ярмарка Августа 29 дня; на коей торгуютъ разными мѣлочными купецкими товарами.",Парское,Parskoye,Парское,Ivanovo,Russia,512476,RU,http://api.geonames.org/search?north=60.133333&west=36.416667&south=52.133333&name=%D0%9F%D0%B0%D1%80%D1%81%D0%BA%D0%BE%D0%B5&username=jaguillette&east=44.416667&featureClass=P&type=json,geonames_jsons/Парское_511.json,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,3.0,Суздальскомъ уѣздѣ,Суздальском уезде,суздальск,124.0,85,Parskoe
1578,512,Парѳеньева,,14.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАРѲЕНЬЕВА, слобода Костромскаго Намѣстничества. Въ оной бываетъ въ году двѣ ярмарки : первая по Пасхѣ на девятой недѣлѣ, вторая Іюля 25; на оныя пріѣзжаютъ купцы изъ близъ лежащихъ городовъ съ мѣлочными товарами.",Парфеньева,not_found,Парфеньева,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=61.766667&west=36.933333&south=53.766667&name=%D0%9F%D0%B0%D1%80%D1%84%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B0&username=jaguillette&east=44.933333&featureClass=P&type=json,None,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,14.0,not_in_text,not_иn_text,нот_ин_теxт,,85,Parѳen'eva
1579,513,Пафнутьевъ,,12.0,not_found,not_found,монастьрь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПАФНУТЬЕВЪ , монастьрь Калужскаго Намѣстничества при городѣ Боровскѣ. Подлѣ сего монастыря бываютъ годовыя ярмарки, первая о девятой пятницѣ, другая же Сентября 8 дня , въ праздникъ Рождества Пресвятыя Богородицы ; пріѣзжаютъ на оныя купцы изъ разныхъ городовъ съ мѣлочными товарами.",Пафнутьев,not_found,Пафнутьев,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%9F%D0%B0%D1%84%D0%BD%D1%83%D1%82%D1%8C%D0%B5%D0%B2&username=jaguillette&east=37.3796&featureClass=P&type=json,None,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,not_in_text,not_иn_text,нот_ин_теxт,,86,"Pafnut'ev"""
1580,513,Пафнутьевъ,,12.0,not_found,not_found,монастьрь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПАФНУТЬЕВЪ , монастьрь Калужскаго Намѣстничества при городѣ Боровскѣ. Подлѣ сего монастыря бываютъ годовыя ярмарки, первая о девятой пятницѣ, другая же Сентября 8 дня , въ праздникъ Рождества Пресвятыя Богородицы ; пріѣзжаютъ на оныя купцы изъ разныхъ городовъ съ мѣлочными товарами.",Пафнутьев,not_found,Пафнутьев,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%9F%D0%B0%D1%84%D0%BD%D1%83%D1%82%D1%8C%D0%B5%D0%B2%D0%BE&username=jaguillette&east=37.3796&featureClass=P&type=json,None,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,not_in_text,not_иn_text,нот_ин_теxт,,86,"Pafnut'ev"""
1581,514,Пена,,,35.48917,51.60722,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕНА, слобода въ околь-ности городка Карпова. Въ оной бываютъ ярмарки послѣ Рождества на Всеѣдной недѣлѣ въ субботу, Іюня 24 и Сентяб-ря 14, продолжающіяся по одному дню. Купцы пріѣзжаютъ на оныя изъ близъ лежащихъ городовъ съ лавочными мѣлоч-мыми товарами.",Пена,Pena,Пена,Kursk,Russia,511648,RU,http://api.geonames.org/search?north=78.0&west=24.8&south=38.6&name=%D0%9F%D0%B5%D0%BD%D0%B0&username=jaguillette&east=180&featureClass=P&type=json,geonames_jsons/Пена_514.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,,not_in_text,not_иn_text,нот_ин_теxт,,86,Pena
1582,515,Пенза,,22.0,45.00464,53.20066,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕНЗА, главный городъ Намѣстничества сего имени. Въ немъ бываетъ въ году двѣ ярмарки: первая по Пасхѣ на седьмой недѣлѣ въ четвергъ, вторая въ день С. Апостоловъ Петра и Павла.",Пенза,Penza,Пенза,Penza,Russia,511565,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%9F%D0%B5%D0%BD%D0%B7%D0%B0&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Пенза_515.json,geonames,Пенза Намѣстничества,Пенза Наместничества,пенз,22.0,not_in_text,not_иn_text,нот_ин_теxт,,86,Penza
1583,515,Пенза,,22.0,46.58333,53.13333,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕНЗА, главный городъ Намѣстничества сего имени. Въ немъ бываетъ въ году двѣ ярмарки: первая по Пасхѣ на седьмой недѣлѣ въ четвергъ, вторая въ день С. Апостоловъ Петра и Павла.",Пенза,Zarechnyy,Пенза,Penza,Russia,831165,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%9F%D0%B5%D0%BD%D0%B7%D0%B0&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Пенза_515.json,geonames,Пенза Намѣстничества,Пенза Наместничества,пенз,22.0,not_in_text,not_иn_text,нот_ин_теxт,,86,Penza
1584,516,Перевицкой Торжокъ,,66.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕВИЦКОЙ ТОРЖОКЪ, село Рязанскаго Намѣстничества въ Зарайскомъ уѣздѣ. Въ ономъ на каждой недѣлѣ въ одинъ субботній день для торговли съѣзжаются Зарайскаго и другихъ городовъ изъ уѣздовъ обыватели съ хлѣбомъ, мясомъ, рыбою соленою и свѣжею, съ деревянною посудою , саньми и колесами; а Зарайскіе купцы съ москотильнымъ и мѣлочнымъ разнымъ товаромъ.",Перевицкой Торжок,not_found,Перевицкой Торжок,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=55.9254&west=38.154&south=53.0517&name=%D0%9F%D0%B5%D1%80%D0%B5%D0%B2%D0%B8%D1%86%D0%BA%D0%BE%D0%B9+%D0%A2%D0%BE%D1%80%D0%B6%D0%BE%D0%BA&username=jaguillette&east=41.6952&featureClass=P&type=json,None,geonames,Рязанскаго Намѣстничества,Рязанского Наместничества,рязанск,28.0,Зарайскомъ уѣздѣ,Зарайском уезде,зарайск,66.0,86,"Perevitskoi Torzhok"""
1585,516,Перевицкой Торжокъ,,66.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕВИЦКОЙ ТОРЖОКЪ, село Рязанскаго Намѣстничества въ Зарайскомъ уѣздѣ. Въ ономъ на каждой недѣлѣ въ одинъ субботній день для торговли съѣзжаются Зарайскаго и другихъ городовъ изъ уѣздовъ обыватели съ хлѣбомъ, мясомъ, рыбою соленою и свѣжею, съ деревянною посудою , саньми и колесами; а Зарайскіе купцы съ москотильнымъ и мѣлочнымъ разнымъ товаромъ.",Перевицкой Торжок,not_found,Перевицкой Торжок,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=55.9254&west=38.154&south=53.0517&name=%D0%9F%D0%B5%D1%80%D0%B5%D0%B2%D0%B8%D1%86%D0%BA%D0%B8%D0%B9+%D0%A2%D0%BE%D1%80%D0%B6%D0%BE%D0%BA&username=jaguillette&east=41.6952&featureClass=P&type=json,None,geonames,Рязанскаго Намѣстничества,Рязанского Наместничества,рязанск,28.0,Зарайскомъ уѣздѣ,Зарайском уезде,зарайск,66.0,86,"Perevitskoi Torzhok"""
1586,517,Переволочна,,8.0,34.06931,48.89004,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕВОЛОЧНА, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки.",Переволочна,Svetlogorskoye,Переволочна,Poltava,Ukraine,692089,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9F%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D0%BE%D1%87%D0%BD%D0%B0&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Переволочна_517.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,86,Perevolochna
1587,518,Перекопецъ,,128.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕКОПЕЦЪ , мѣстечко въ уѣздѣ города Харькова. Здѣсь бываетъ ярмарка Марта 9, Маія б и Ноября 8, торгуютъ купцы мѣлочными товарами, виномъ , пивомъ , медомъ и прочимъ.",Перекопец,not_found,Перекопец,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=78.0&west=24.8&south=38.6&name=%D0%9F%D0%B5%D1%80%D0%B5%D0%BA%D0%BE%D0%BF%D0%B5%D1%86&username=jaguillette&east=180&featureClass=P&type=json,None,geonames,not_in_text,not_иn_text,нот_ин_теxт,,Харькова,Харькова,харьков,128.0,86,"Perekopets"""
1588,519,Перемышль,,12.0,36.16063,54.26313,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕМЫШЛЬ , городъ Калужскаго Намѣстничества. Здѣсь бываетъ годовая ярмарка сверхъ обыкновенныхъ торговъ въ десятую пятницу по Пасхѣ; привозятъ на продажу хдѣбъ, пеньку , хмѣль и прочее.",Перемышль,Peremyshl',Перемышль,Kaluga,Russia,511400,RU,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%9F%D0%B5%D1%80%D0%B5%D0%BC%D1%8B%D1%88%D0%BB%D1%8C&username=jaguillette&east=37.3796&featureClass=P&type=json,geonames_jsons/Перемышль_519.json,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,not_in_text,not_иn_text,нот_ин_теxт,,86,Peremyshl'
1589,520,Переславль Залѣской,,3.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕСЛАВЛЬ ЗАЛѢСКОЙ , городъ Владимерскаго Намѣстничества. Бываетъ здѣсь годовая ярмарка съ 23 Іюня, и продолжается недѣлю; на оной отправляется торгъ льнянымиколстами, которые покупаются какъ Переславскими, такъ и пріѣзжими изъ разныхъ городовъ купцами. Московскіе купцы привозятъ разные мѣлкіе серебреные товары , какъ - то оклады на образа и прочее; бо-лѣежь крестяне привозятъ разный хлѣбъ на продажу; а въ уѣздѣ сего города въ трехъ селахъ торгуютвъ мелочными товарами и крестьянскими издѣльями.",Переславль Залеской,not_found,Переславль Залеской,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=60.133333&west=36.416667&south=52.133333&name=%D0%9F%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C+%D0%97%D0%B0%D0%BB%D0%B5%D1%81%D0%BA%D0%BE%D0%B9&username=jaguillette&east=44.416667&featureClass=P&type=json,None,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,3.0,not_in_text,not_иn_text,нот_ин_теxт,,86,Pereslavl' Zaleskoi
1590,520,Переславль Залѣской,,3.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕСЛАВЛЬ ЗАЛѢСКОЙ , городъ Владимерскаго Намѣстничества. Бываетъ здѣсь годовая ярмарка съ 23 Іюня, и продолжается недѣлю; на оной отправляется торгъ льнянымиколстами, которые покупаются какъ Переславскими, такъ и пріѣзжими изъ разныхъ городовъ купцами. Московскіе купцы привозятъ разные мѣлкіе серебреные товары , какъ - то оклады на образа и прочее; бо-лѣежь крестяне привозятъ разный хлѣбъ на продажу; а въ уѣздѣ сего города въ трехъ селахъ торгуютвъ мелочными товарами и крестьянскими издѣльями.",Переславль Залеской,not_found,Переславль Залеской,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=60.133333&west=36.416667&south=52.133333&name=%D0%9F%D0%B5%D1%80%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C+%D0%97%D0%B0%D0%BB%D0%B5%D1%81%D0%BA%D0%B8%D0%B9&username=jaguillette&east=44.416667&featureClass=P&type=json,None,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,3.0,not_in_text,not_иn_text,нот_ин_теxт,,86,Pereslavl' Zaleskoi
1591,521,Переяславль,,13.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕРЕЯСЛАВЛЬ, городъ Кіевскаго Намѣстничества. Въ ономъ бываютъ въ году ярмарки : первая Генваря 6, въ день Богоявленія , вторая въ десятую пятницу по Пасхѣ, третія Сентября 1, Симеоновская; купцы пріѣзжаютъ изъ близъ лежащихъ городовъ съ красными, храмными, суконными и прочими товарами ; а жители тѣхъ мѣстъ продаютъ рогатой скотъ, лошадей , хлѣбъ , смолу , горячее вино и прочее.",Переяславль,not_found,Переяславль,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%9F%D0%B5%D1%80%D0%B5%D1%8F%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C&username=jaguillette&east=34.35625&featureClass=P&type=json,None,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,not_in_text,not_иn_text,нот_ин_теxт,,87,Pereiaslavl'
1592,522,Пермь,,23.0,56.25017,58.01046,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕРМЬ, главный городъ Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльнаго по воскреснымъ днямъ торгу, бываютъ въ году три ярмарки: первая 29 Іюня, вторая 20 Сентября, третія 24 Ноября.",Пермь,Perm,Пермь,Perm,Russia,511196,RU,http://api.geonames.org/search?north=61.8&west=50.56&south=55.22&name=%D0%9F%D0%B5%D1%80%D0%BC%D1%8C&username=jaguillette&east=65.27&featureClass=P&type=json,geonames_jsons/Пермь_522.json,geonames,Пермь Намѣстничества,Пермь Наместничества,перм,23.0,not_in_text,not_иn_text,нот_ин_теxт,,87,Perm'
1593,522,Пермь,,23.0,56.31472,57.7325,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕРМЬ, главный городъ Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльнаго по воскреснымъ днямъ торгу, бываютъ въ году три ярмарки: первая 29 Іюня, вторая 20 Сентября, третія 24 Ноября.",Пермь,Zvëzdnyy,Пермь,Perm,Russia,831140,RU,http://api.geonames.org/search?north=61.8&west=50.56&south=55.22&name=%D0%9F%D0%B5%D1%80%D0%BC%D1%8C&username=jaguillette&east=65.27&featureClass=P&type=json,geonames_jsons/Пермь_522.json,geonames,Пермь Намѣстничества,Пермь Наместничества,перм,23.0,not_in_text,not_иn_text,нот_ин_теxт,,87,Perm'
1594,522,Пермь,,23.0,55.9015,57.9524,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕРМЬ, главный городъ Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльнаго по воскреснымъ днямъ торгу, бываютъ въ году три ярмарки: первая 29 Іюня, вторая 20 Сентября, третія 24 Ноября.",Пермь,Oborino,Пермь,Perm,Russia,6266900,RU,http://api.geonames.org/search?north=61.8&west=50.56&south=55.22&name=%D0%9F%D0%B5%D1%80%D0%BC%D1%8C&username=jaguillette&east=65.27&featureClass=P&type=json,geonames_jsons/Пермь_522.json,geonames,Пермь Намѣстничества,Пермь Наместничества,перм,23.0,not_in_text,not_иn_text,нот_ин_теxт,,87,Perm'
1595,523,Перновъ,,27.0,24.49711,58.38588,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕРНОВЪ, городъ Рижскаго Намѣстничества. Въ ономъ бываетъ годовая ярмарка , спустя три недѣли послѣ Иванова дня , и продолжается четыре недѣли.",Пернов,Pärnu,Пернов,Pärnumaa,Estonia,589580,EE,http://api.geonames.org/search?north=60.9475&west=20.106944&south=52.9475&name=%D0%9F%D0%B5%D1%80%D0%BD%D0%BE%D0%B2&username=jaguillette&east=28.106944&featureClass=P&type=json,geonames_jsons/Пернов_523.json,geonames,Рижскаго Намѣстничества,Рижского Наместничества,рижск,27.0,not_in_text,not_иn_text,нот_ин_теxт,,87,"Pernov"""
1596,524,Петровки,,108.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕТРОВКИ , село Екатеринославскаго Намѣстничества ьъ Полтавскомъ уѣздѣ. Въ ономъ бываетъ каждонедѣльной торгѣ окольными жителями разными съѣстными припасами и питьемъ.",Петровки,not_found,Петровки,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%BA%D0%B8&username=jaguillette&east=39.14&featureClass=P&type=json,None,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,Полтавскомъ уѣздѣ,Полтавском уезде,полтавск,108.0,87,Petrovki
1597,525,Петровскъ,,39.0,35.86472,54.16083,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕТРОВСКЪ, городъ Ярославскаго Намѣстничества. Въ немъ бываетъ въ годъ днѣ ярмарки : первая 29 Іюля , а вторая 14 Сентября, на которыя съѣзжается изъ близъ лежащихъ уѣздовъ крестьянство съ разными издѣльями и съѣстны-ми припасами.",Петровск,Petrovsk,Петровск,Kaluga,Russia,816184,RU,http://api.geonames.org/search?north=61.616667&west=35.85&south=53.616667&name=%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA&username=jaguillette&east=43.85&featureClass=P&type=json,geonames_jsons/Петровск_525.json,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,39.0,not_in_text,not_иn_text,нот_ин_теxт,,87,"Petrovsk"""
1598,525,Петровскъ,,39.0,39.26928,57.01039,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕТРОВСКЪ, городъ Ярославскаго Намѣстничества. Въ немъ бываетъ въ годъ днѣ ярмарки : первая 29 Іюля , а вторая 14 Сентября, на которыя съѣзжается изъ близъ лежащихъ уѣздовъ крестьянство съ разными издѣльями и съѣстны-ми припасами.",Петровск,Petrovskoye,Петровск,Jaroslavl,Russia,509850,RU,http://api.geonames.org/search?north=61.616667&west=35.85&south=53.616667&name=%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA&username=jaguillette&east=43.85&featureClass=P&type=json,geonames_jsons/Петровск_525.json,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,39.0,not_in_text,not_иn_text,нот_ин_теxт,,87,"Petrovsk"""
1599,526,Петровскъ,,29.0,45.39167,52.30639,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕТРОВСКЪ, городъ Саратовскаго Намѣстничества. БЪ семъ городѣ бываетъ одна го-довая ярмарка Іюля 8 дня, да на каждой недѣлѣ торгуютъ. по два дни въ понедѣльникъ и въ пятокъ ; продаютъ хлѣбЬи другіе съѣстные припасы, сѣно и дрова.",Петровск,Petrovsk,Петровск,Saratov,Russia,509987,RU,http://api.geonames.org/search?north=53.18&west=40.3&south=48.45&name=%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA&username=jaguillette&east=51.36&featureClass=P&type=json,geonames_jsons/Петровск_526.json,geonames,Саратовскаго Намѣстничества,Саратовского Наместничества,саратовск,29.0,not_in_text,not_иn_text,нот_ин_теxт,,87,"Petrovsk"""
1600,527,Петровская,,8.0,not_found,not_found,крѣпость,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=87,"ПЕТРОВСКАЯ , крѣпость Екатеринославскаго Намѣстничества. Въ оной бываетъ въ году шесть ярмарокъ.",Петровская,not_found,Петровская,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&east=39.14&featureClass=P&type=json,None,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,88,Petrovskaia
1601,528,Петровская,,55.0,38.49089,63.60273,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=87,"ПЕТРОВСКАЯ, слобода Вологодскаго Намѣстничества и уѣзду. Здѣсь бываетъ одна въ году ярмарка въ Іюнѣ мѣсяцѣ на Рождество Іоанна Предтечи. Сюда пріѣзжаютъ купцы Вологодскіе, Устюжскіе и Тотемскіе для покупки холстовъ и продажи разныхъ мѣлочныхъ товаровъ.",Петровская,Petrovskaya,Петровская,Arkhangelskaya,Russia,509973,RU,http://api.geonames.org/search?north=64.08&west=37.83&south=57.25&name=%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&east=57.25&featureClass=P&type=json,geonames_jsons/Петровская_528.json,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,4.0,Вологодскаго уѣздѣ,Вологодского уезде,вологодск,55.0,88,Petrovskaia
