uniq_id,ru_old_orth,alt_name,partof_id,x_coord,y_coord,ru_featuretype,SOURCE,description,ru_new_orth,lc_trans,pres_loc,pres_country,country_code,beg_yr,end_yr,lc_featuretype,id_featuretype,en_featuretype,xy_type,partof_prov,partof_uezd,partof_prov_name,partof_uezd_name,geonameId,uezd_adj
241,Красноборскъ,,4,45.93396,61.55978,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=60,"КРАСНОБОРСКЪ , городъ Вологодскаго Намѣстничества. ВЪ семъ городѣ бываетъ небольшая ярмарка ; пріѣзжая пъ купцы изъ разныхъ Россійскихъ городовъ съ мълочными товарами.",Красноборск,Krasnoborsk,"Krasnoborsk, Arkhangelsk Oblast",Russia,RU,,,,,,POINT,4,241.0,Вологодское Намѣстничество,,http://www.geonames.org/542423,Красноборский
242,Краснокутскъ,,37,35.16275,50.06602,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=61,"КРАСНОКУТСКЪ, городъ Харьковскаго Намѣстничества. Здѣсь бываетъ въ году четыре ярмарки: первая въ постъ о Крестопоклонной недѣлѣ , вторая Апрѣля 23, третія Іюня 29, четвертая Ноября 21; пріѣзжаютъ на оныя купцы изъ разныхъ Россійскихъ городовъ; привозятъ шелковые и прочіе товары , позументы, серебро въ посудѣ и прочее; торгуютъ тутъ же скотомъ и лошадьми.",Краснокутск,Krasnokutsk,"Krasnokuts'k, Kharkiv Oblast",Ukraine,UA,,,,,,POINT,37,242.0,Харьковское Намѣстничество,,http://www.geonames.org/704376,
245,Кромы,,21,35.76665,52.687619999999995,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=62,"КРОМЫ, городъ Орловскаго Намѣстничества. Здѣсь бываютъ въ году двѣ ярмарки, послѣ Святыя Пасхи на десятой и одинадцатой недѣлѣ, и торговля состоитъ привозимыми ивъ городовъ купечествомъ разными шелковыми и другими мѣлкими товарами ; годевые и уѣздные жители торгу ютъ своими собственными тутошняго мѣста произрастѣнія ми и произведенными рукодѣ ліемъ вещьми, малымъ числомъ пенькою и холстомъ.",Кромы,Kromy,"Kromy, Oryol Oblast",Russia,RU,,,,,,POINT,21,245.0,Орловское Намѣстничество,,http://www.geonames.org/540776,
248,Кузнецкъ,,29,46.60037,53.11675,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=63,"КУЗНЕЦКЪ, городъ Саратовскаго Намѣстничества. Здѣсь сверхъ еженедѣльнаго торгу бываетъ ярмарочной съѣздъ въ десятую пятницу по Пасхѣ.",Кузнецк,Kuznetsk,"Kuznetsk, Penza Oblast",Russia,RU,,,,,,POINT,29,248.0,Саратовское Намѣстничество,,http://www.geonames.org/537737,Город Кузнецк
252,Лаишевъ,,11,49.55037,55.40464,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=64,"ЛАИШЕВЪ, городъ Казанскаго Намѣстничества. Въономъ бываетъ ярмарка Маія съ 6 Іюня по 1 число, для пріѣзжающихъ на барочныхъ караванахъ работныхъ людей.",Лаишев,Laishev,"Laishevo, Tatarstan",Russia,RU,,,,,,POINT,11,252.0,Казанское Намѣстничество,,http://www.geonames.org/537158,Лаишевский
253,Лальскъ,,4,47.58617,60.74146,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛАЛЬСКЪ, городъ Вологодскаго Намѣстничества. Здѣсь бываетъ въ годъ четыре ярмарки : первая Декабря 6, вторая Генваря 18 , третія Марта 25, четвертая Іюня въ первыхъ числахъ ; на оныя привозятъ устюжскіе купцы разные мѣлочные товары; а крестьянство сукна сермяжныя, холсты, овчины , шубы и прочіе всякіе мѣлочные и съѣстные товары.",Лальск,Lal'sk,"Luzsky District, Kirov Oblast",Russia,RU,,,,,,POINT,4,253.0,Вологодское Намѣстничество,,http://www.geonames.org/537094,
255,Липецкъ,,32,39.57076,52.60311,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИПЕЦКЪ, городъ Тамбовскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки : первая Апрѣля 21, вторая Іюня 23, третія Августа 15 чиселъ. Пріѣзжаютъ на оныя изъ ближнихъ городовъ купцы, и торгуютъ дня по два разными товарами.",Липецк,Lipetsk,"Lipetsk, Lipetsk Oblast",Russia,RU,,,,,,POINT,32,255.0,Тамбовское Намѣстничество,,http://www.geonames.org/535121,город Липецк
256,Лихвинъ,,12,36.24499,54.09685,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИХВИНЪ , городъ Калужскаго Намѣстничества. Въ ономъ бываетъ одна годовая ярмарка.",Лихвин,Likhvin,"Chekalin, Tula Oblast",Russia,RU,,,,,,POINT,12,256.0,Калужское Намѣстничество,,http://www.geonames.org/569615,Суворовский
257,Лохвица,,38,33.26024,50.36776,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=67,"ЛОХВИЦА , городъ Черниговскаго Намѣстничества. Здѣсь бываетъ въ году четыре ярмарки : первая въ день Преполовенія , вторая въ день Великомученика Прокопія, третія въ день Великомученика Евстафія, четвертая на всеѣдной недѣлѣ; пріѣзжаютъ на оныя купцы изъ Россійскихъ и Малороссійскихъ городовъ съ краснымъ товаромъ, съ кожами, желѣзомъ и прочимъ. ЛУБНЫ, городъ Кіевскаго Намѣстничества. Въ немъ бываетъ въ году четыре ярмарки: первая на масляницѣ, другая въ Тройцынъ день, третія въ день Преображенія , четвертая въ День Покрова Богородицы; купцы пріѣзжаютъ на оныя изъ Великороссійскихъ и Малороссійскихъ городовъ съ шелковыми , бумажными , шерстяными и прочими товарами внутренняго пріуготовленія ; торгуютъ также скотомъ, лошадьми, горячимъ виномъ , кожами и прочимъ.",Лохвица,Lokhvitsa,"Lokhvytsya, Poltavs'ka oblast",Ukraine,UA,,,,,,POINT,38,257.0,Черниговское Намѣстничество,,http://www.geonames.org/702874,Лохвицкий
262,Макарьевъ,,17,45.062909999999995,56.08367,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=69,"МАКАРЬЕВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ бываетъ при тамошнемъ монастырѣ повсягодно славная ярмарка , начинающаяся со дня С. Апостоловъ Петра и Павла, и продолжающаяся три и четыре недѣли. На оную съѣзжается великое множество купцовъ изъ всѣхъ странъ Россіи и Сибири , также съ Герсидскихъ , Турецкихъ и Польскихъ границъ.",Макарьев,Makar'ev,"Makaryevo, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,17,262.0,Нижегородское Намѣстничество,,http://www.geonames.org/532133,
263,Черкаскъ (Донскихъ Козаковъ),,263,40.09132,47.42018,Область,,,Черкаск (Донских Козаковъ),"Cherkask (Donskikh Kozakov"")","Novocherkassk, Rostov Oblast",Russia,RU,,,,,,POINT,263,263.0,Донскихъ Козаковъ Область,Черкаский уезд,http://www.geonames.org/518970,
264,Вытегра,,20,36.44811,61.00636,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫТЕГРА, городъ Олонецкаго Намѣстничества. Здѣсь бываютъ въ году четыре ярмарки : первая Февраля 2, вторая Августа 16, третія Октября 1, четвертая 9 Маія. Сіи ярмарки учреждены бывшимъ Господиномъ НовогороДскимъ Губернаторомъ Сиверсомъ.",Вытегорский,Vytegorskii,"Vytegra, Vologda Oblast",Russia,RU,,,,,,POINT,20,264.0,Олонецкое Намѣстничество,Вытегорский уезд,http://www.geonames.org/469960,
265,Лебединъ,,37,34.4849,50.58518,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=65,"ЛЕБЕДИНЪ, городъ Харьковскаго Намѣстничества. Въ ономъ городѣ бываютъ въ году три ярмарки: первая Генваря 1, въ день Обрѣзанія , вторая по Пасхѣ въ десятую пятницу, тяетія Сентября 20, въ день Великомученика Евстафія. Купцы на оныя пріѣзжаютъ изъ близъ лежащихъ городовъ съ лавочными товарами и съ горячимъ виномъ.",Лебедин,Lebedin,"Lebedyn, Sums'ka oblast",Ukraine,UA,,,,,,POINT,37,265.0,Харьковское Намѣстничество,Лебединский уезд,http://www.geonames.org/613273,
266,Екатеринбургский,,23,60.6122,56.8519,уезд,,,Екатеринбургский,Ekaterinburgskii,"Yekaterinburg, Sverdlovsk Oblast",Russia,RU,,,,,,POINT,23,266.0,Пермское Намѣстничество,Екатеринбургский уезд,http://www.geonames.org/1486209,
267,Сапожокъ,,28,40.68056,53.94194,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САПОЖОКЪ, съ 1778 году городъ Рязанскаго Намѣстничества . Здѣсь  бываетъ ярмарка о десятой пятницѣ , Іюля 8 ; товары привозятъ на оную изъ разныхъ городовъ и уѣздовъ  купцы, шелкъ, бумагу красную и писную , кресты , перстяни иглы, булавки, полотно, льняное и конопляное масло и прочее тому подовное; а обыватели торгуютъ деревянною посудою, всякимъ хлъбомЬ и прочимъ.",Сапожок,Sapozhok,"Sapozhok, Ryazan Oblast",Russia,RU,,,,,,POINT,28,267.0,Рязанское Намѣстничество,Сапожковский уезд,http://www.geonames.org/498760,
268,Дерптъ,,27,26.72509,58.38061999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=38,"ДЕРПТЪ , городъ Рижскаго Намѣстничества. Въ ономъ бываютъ въ году четыре ярмарки : первая на другой день Богоявленія , на которую пріѣзжаютъ множество купцовъ изъ Риги и Ревеля съ шёлковыми и прочими товарами , и торгуютъ три недѣли ; при томъ съѣзжаются изъ уѣзда много и Дворянства; вторая продолжается только три дни, а начинается 29 Іюня, то есть въ день Св. Апостоловъ Петра и Павла; на оную привозятъ соленую и сушеную рыбу съ Чудскаго озера Россійскіе рыбаки ; также иногда и изъ ближнихъ Россійскихъ городовъ привозятъ купцы всякіе желѣзные товары и горшки глиняныя; третія бываетъ 8 Сентября ; на оную съѣзжаются крестьяне съ коровьимъ масломъ, сѣномъ к хлѣбомъ; четвертая бываетъ 19 Сентября; на оной торгуютъ скотиною , лошадьми и всякимъ хлѣбомъ.",Дерптский,Derptskii,"Tartu, Tartu County",Estonia,EE,,,,,,POINT,27,268.0,Рижское Намѣстничество,Дерптский уезд,http://www.geonames.org/588335,
269,Карачевский,,21,34.985170000000004,53.12291999999999,уезд,,,Карачевский,Karachevskii,"Karachev, Bryansk Oblast",Russia,RU,,,,,,POINT,21,269.0,Орловское Намѣстничество,Карачевский уезд,http://www.geonames.org/552920,
270,Коротоякъ,,5,39.17677,50.98665,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=58,"КОРОТОЯКЪ, городъ Воронежскаго Намѣстничества. Въ семъ городѣ бываетъ въ году одна ярмарка Іюля 8 числа, въ день Казанскія Богородицы; привозятъ на оную малое чи-сло шелковыхъ и бумажныхъ товаровъ, а болѣе крестьянское издѣлье.",Коротоякский,Korotoiakskii,"Korotoyak, Voronezh Oblast",Russia,RU,,,,,,POINT,5,270.0,Воронежское Намѣстничество,Коротоякский уезд,http://www.geonames.org/544576,
271,Сѣнненский,,16,29.7086,54.8108,уезд,,,Сенненский,Sennenskii,"Senno, Vitebsk Region",Belarus,BY,,,,,,POINT,16,271.0,Могилевское Намѣстничество,Сѣнненский уезд,http://www.geonames.org/622258,
272,Богородскъ,,1,38.45,55.85,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДСКЪ, городъ Московской Губерніи. Въ немъ бываетъ двѣ въ году ярмарки: первая Маія 9, вторая Декабря 6, на которыя той округи крестьяне привозятъ разные съѣстные припасы, а купцы мѣлочные товары.",Богородск,Bogorodsk,"Noginsk, Moscow Oblast",Russia,RU,,,,,,POINT,1,272.0,Московская Губернія,Богородский уезд,http://www.geonames.org/575561,
273,Козьмодемьянский,,11,46.56353,56.3419,уезд,,,Козьмодемьянский,Koz'modem'ianskii,"Kozmodemyansk, Mari El",Russia,RU,,,,,,POINT,11,273.0,Казанское Намѣстничество,Козьмодемьянский уезд,http://www.geonames.org/543018,
274,Воскресенскъ,,1,36.86867,55.91996999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОСКРЕСЕНСКЪ, городъ Московской Губерніи. Въ немъ, кромѣ еженедѣльныхъ по середамъ и субботамъ торговыхъ дней, бываетъ въ Вознесены евъ день годовая ярмарка.",Воскресенск,Voskresensk,"Istra, Moscow Oblast",Russia,RU,,,,,,POINT,1,274.0,Московская Губернія,Воскресенский уезд,http://www.geonames.org/555746,
276,Ефремовъ,,35,38.09924,53.14806,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЕФРЕМОВЪ, городъ Тульскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая въ Іюнѣ, называемая десятая пятница, вторая Августа 6, въ день Преображенія Господня, третія Сентября 15, въ день Великомученика Никиты , четвертая Октября 1, въ день Покрова Богородицы. Купцы съѣзжаются изъ окрестныхъ городовъ съ разными товарами, но по большей части съ мѣлочными.",Ефремовский,Efremovskii,"Yefremov, Tula Oblast",Russia,RU,,,,,,POINT,35,276.0,Тульское Намѣстничество,Ефремовский уезд,http://www.geonames.org/468390,
277,Боровскъ,,12,36.48611,55.20639,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=20,"БОРОВСКЪ, городъ Калужскаго Намѣстничества. Бываютъ въ году здѣсь двѣ ярмарки : первая въ десятую пятницу послѣ Свѣтлаго Воскресенія, вторая въ день Рождества Богородицы 8 числа Сентября; на оныя пріѣзжаютъ купцы изъ Тулы, Калуги, Серпухова и прочихъ городовъ ; привозятъ . шелковые и прочіе товары, а по большей части крестьяне съѣзжаются съ холстами и прочими крестьянскими товарами.",Боровск,Borovsk,"Borovsk, Kaluga Oblast",Russia,RU,,,,,,POINT,12,277.0,Калужское Намѣстничество,Боровскъ городъ,http://www.geonames.org/572070,
278,Опочка,,25,28.66174,56.710480000000004,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=82,"ОПОЧКА, городъ Псковскаго Намѣстничества. Въ семъ городѣ бываетъ въ году три ярмарки.",Опочка,Opochka,"Opochka, Pskov Oblast",Russia,RU,,,,,,POINT,25,278.0,Псковское Намѣстничество,Опочецкий уезд,http://www.geonames.org/515155,
279,Царевококшайский,,11,47.89078,56.638769999999994,уезд,,,Царевококшайский,Tsarevokokshaiskii,"Yoshkar-Ola, Mari El",Russia,RU,,,,,,POINT,11,279.0,Казанское Намѣстничество,Царевококшайский уезд,http://www.geonames.org/466806,
280,Юрьевъ Польскій,,3,39.679109999999994,56.50339,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=130,"ЮРЬЕВЪ ПОЛЬСКІЙ, съ 1778 году городъ Володимерскаго Намѣстничества. Жители онаго промышляютъ юфтью , также мѣлочными товарами и огородными работами.",Юрьева-Польский,Iur'eva-Pol'skii,"Yuryev-Polsky, Vladimir Oblast",Russia,RU,,,,,,POINT,3,280.0,Владимерское Намѣстничество,Юрьева-Польский уезд,http://www.geonames.org/466215,
281,Порховский,,25,29.55612,57.76501999999999,уезд,,,Порховский,Porkhovskii,"Porkhov, Pskov Oblast",Russia,RU,,,,,,POINT,25,281.0,Псковское Намѣстничество,Порховский уезд,http://www.geonames.org/506278,
283,Курмышский,,30,46.073370000000004,55.83336,уезд,,,Курмышский,Kurmyshskii,"Kurmysh, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,30,283.0,Синбирское Намѣстничество,Курмышский уезд,http://www.geonames.org/538665,
284,Сумы,,37,34.800290000000004,50.9216,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=111,"СУМЫ, съ 1780 году городъ того же Намѣстничества. Въ ономъ бываютъ ярмарки: первая, называемая Ѳеодоровская, съ первой недѣли великаго поста , и продолжается недѣли по двѣ и по три, вторая на Троицкой недѣлѣ, третія въ день успенія, четвертая Введенская, начинается съ 21 Ноября , и продолжается Декабря по 6 и далѣе. На оныя ярмарки съѣзжаются разныхъ городовъ Россійскіе купцы и Греки; привозятъ хорошія сукна, шелковыя матеріи, парчи, разную посуду, сахаръ, чай, вина, юфть и прочее.",Сумский,Sumskii,"Sumy, Sums'ka oblast",Ukraine,UA,,,,,,POINT,37,284.0,Харьковское Намѣстничество,Сумский уезд,http://www.geonames.org/692194,
286,Лухъ,,14,42.258379999999995,57.01242,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛУХЪ, городъ Костромскаго Намѣстничества. Въ уѣздѣ онаго при отчинѣ Николаевскаго монастыря Тихоновой пустынѣ имѣется ярмарка Іюня 16 дня, на которую привозитъ разныхъ городовъ купечество шелковые и прочіе товары.",Луховский,Lukhovskii,"Lukh, Ivanovo Oblast",Russia,RU,,,,,,POINT,14,286.0,Костромское Намѣстничество,Луховский уезд,http://www.geonames.org/533555,
287,Царевосанчурский,,7,47.24987,56.94125,уезд,,,Царевосанчурский,Tsarevosanchurskii,"Sanchursk, Kirov Oblast",Russia,RU,,,,,,POINT,7,287.0,Вятское Намѣстничество,Царевосанчурский уезд,http://www.geonames.org/498877,
290,Нерчинский,,9,116.58333,51.98333,уезд,,,Нерчинский,Nerchinskii,"Nerchinsk, Zabaykalsky Krai",Russia,RU,,,,,,POINT,9,290.0,Иркутское Намѣстничество,Нерчинский уезд,http://www.geonames.org/2019326,
292,Повѣнецкий,,20,34.826209999999996,62.8487,уезд,,,Повенецкий,Povenetskii,"Povenets, Republic of Karelia",Russia,RU,,,,,,POINT,20,292.0,Олонецкое Намѣстничество,Повѣнецкий уезд,http://www.geonames.org/505820,
293,Инсара,,22,44.37382,53.86531,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИНСАРА, городъ Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ году одна ярмарка, называемая Троицкая на которую пріѣзжаютъ купцы изъ близъ лежащихъ гою довъ съ недорогими товарами.",Инсара,Insara,"Insarsky District, Mordovia",Russia,RU,,,,,,POINT,22,293.0,Пензенское Намѣстничество,Инсарский уезд,http://www.geonames.org/556318,
294,Шуя,,3,41.388329999999996,56.84865,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=129,"ШУЯ, съ 1778 году городъ Володимерскаго Намѣстничества. Здѣсь бываетъ годовая ярмарка 24 Іюля , называемая Борисоглѣбская ; да онаго въ уѣздѣ въ отчинѣ Николаевскаго Шартольскаго монастыря въ селѣ Пупкахъ торгуютъ купцы Россійскими и иностранными товарами.",Шуйский,Shuiskii ,"Shuya, Ivanovo Oblast",Russia,RU,,,,,,POINT,3,294.0,Владимерское Намѣстничество,Шуйский уезд,http://www.geonames.org/493231,
295,Роменский,,38,33.474709999999995,50.75104,уезд,,,Роменский,Romenskii ,"Romny, Sums'ka oblast ",Ukraine,UA,,,,,,POINT,38,295.0,Черниговское Намѣстничество,Роменский уезд,http://www.geonames.org/695464,
297,Богородицкъ,,35,38.12408,53.77166,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДИЦКЪ, городъ Тульскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка Іюля 7 и 8 дня, на которую изъ городовъ Тулы , Епифани, Кропивны , Дѣдилова, Ефремова и Донкова привозятъ мѣлочные красные товары , а оныхъ городовъ изъ уѣздовъ крестьяне колесы и лыки.",Богородицк,"Bogoroditsk""","Bogoroditsk, Tula Oblast",Russia,RU,,,,,,POINT,35,297.0,Тульское Намѣстничество,,http://www.geonames.org/575591,Богородицкий
302,Ирбитъ,,23,63.071000000000005,57.670519999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИРБИТЪ, городъ Пермскаго Намѣстничества. Здѣсь всякой годъ въ половинѣ Генваря мѣсяца бываетъ великая ярмарка , которая двѣ и три недѣли продолжается, сего для сдѣланъ тамъ большой четвероугольной гостиной дворъ, въ которомъ вдоль стѣнъ девяносто одна , да еще въ срединѣ въ двухъ рядахъ пятдесятъ осьмь лавокъ, и въ которомъ происходитъ во время ярмарки настоящій торгъ, сверхъ того и еще кромѣ онаго гостинаго двора во многихъ шалашахъ, сдѣланныхъ изъ досокъ , въ то время съѣстными припасами и разными мѣлочьии торгуютъ",Ирбит,"Irbit""","Irbit, Sverdlovsk Oblast",Russia,RU,,,,,,POINT,23,302.0,Пермское Намѣстничество,,http://www.geonames.org/1505526,
303,Ладога Новая,,263,32.30191,60.10246,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=64,"ЛАДОГА НОВАЯ, городъ С. Петербургской Губерніи. Здѣсь бываетъ единожды въ годъ 15 Августа ярмарка, продолжающаяся недѣлю, гдѣ торгуютъ разными Россійскими и заморскими товарами, такожь съѣстными крестьянскими припасами, для сего самого построенъ тамъ гостиной дворъ, окружностью на стѣ осьмидесяти саженяхъ, въ которомъ лавокъ считается шестьдесятъ девять.",Ладога Новая,Ladoga Novaia,"Novaya Ladoga, Leningrad Oblast",Russia,RU,,,,,,POINT,263,303.0,Донскихъ Козаковъ Область,Черкаский уезд,http://www.geonames.org/519630,
305,Макарьевъ,,14,43.8049,57.88501,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАКАРЬЕВЪ на унжѣ, городъ Костромскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки : первая Іюля на 20, вторая Генваря на 19, третія Марта на 25 число. Пріѣзжаютъ на оныя разныхъ городовъ купцы съ шелковыми, бумажными и прочими мѣлочными товарами.",Макарьев,"Makar'ev""","Makaryev, Kostroma Oblast",Russia,RU,,,,,,POINT,14,305.0,Костромское Намѣстничество,,http://www.geonames.org/532138,Макарьевский
308,Медынь,,12,35.85861,54.96917,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=72,"МЕДЫНЬ , городъ Калужскаго Намѣстничества. Въ немъ, кромѣ еженедѣльнаго торгу, бываетъ Іюля 8 дня годовая ярмарка, на которую пріѣзжаютъ купцы изъ разныхъ городовъ съ шелковыми, бумажными и москотильными низкихъ цѣнъ товарами, съ сахаромъ и кофіемъ.",Медынь,Medyn',"Medyn, Kaluga Oblast",Russia,RU,,,,,,POINT,12,308.0,Калужское Намѣстничество,,http://www.geonames.org/527869,Медынский
310,Мещовскъ,,12,35.28083,54.32444,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=72,"МЕЩОВСКЪ, городъ Калужскаго Намѣстничества, Здѣсь бываетъ одна въ году ярмарка Іюля 29 дня; торгъ продолжается три дни ; на оную пріѣзжаютъ изъ разныхъ городовъ купцы со всякими товарами, а по большей части крестьяне съ Пенькою и хлѣбомъ.",Мещовск,"Meshchovsk""","Meshchovsk, Kaluga Oblast",Russia,RU,,,,,,POINT,12,310.0,Калужское Намѣстничество,,http://www.geonames.org/527405,Мещовский
316,Михайловъ,,28,39.0269,54.2298,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИХАЙЛОВЪ, городъ Рязанскаго Намѣстничества. Въ немъ каждой годъ о десятой недѣлѣ по Пасхѣ въ пятокъбываетъ ярмарка , на которой купцы изъ ближнихъ городовъ торгуютъ мѣлочнымъ товаромъ.",Михайлов,"Mikhailov""","Mikhaylov, Ryazan Oblast",Russia,RU,,,,,,POINT,28,316.0,Рязанское Намѣстничество,,http://www.geonames.org/527034,Михайловский
321,Моршанскъ,,32,41.81065,53.443540000000006,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=75,"МОРШАНСКЪ, городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ одна въ году 15 Августа ярмарка , на которой торгуютъ одни здѣшніе купцы ; сверхъ того зимою съ перваго до послѣдняго пути ежедневные отправляются торги , на которые въ немаломъ количествѣ привозятъ всякаго рода хлѣбъ.",Моршанск,"Morshansk""","Morshansk, Tambov Oblast",Russia,RU,,,,,,POINT,32,321.0,Тамбовское Намѣстничество,,http://www.geonames.org/525138,Моршанский
322,Мосальскъ,,12,34.98167,54.48806,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=75,"МОСАЛЬСКЪ, городъ Калужскаго Намѣстничества. Въ немъ бываютъ въ годъ три ярмарки: Апрѣля 23, Іюля 8 и Ноября 26, продолжающіяся только по одному дню.",Мосальск,"Mosal'sk""","Mosalsk, Kaluga Oblast",Russia,RU,,,,,,POINT,12,322.0,Калужское Намѣстничество,,http://www.geonames.org/525084,Мосальский
328,Муромъ,,3,42.0426,55.575,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МУРОМЪ, городъ Володимерскаго Намѣстничества. Здѣсь, кромѣ еженедѣльнаго по субботамъ торгу, Іюня 25 дня на праздникъ Св. Благовѣрныхъ Князя Петра и Княгини Ѳевроніи Муромскихъ Чудотворцевъ бываетъ богомоліе , при кото-ромъ Муромскіе купцы и изъ другихъ городовъ обыватели продаютъ слѣдующіе товары: хлѣбъ, мясо , рыбу разныхъ родовъ, шелкъ, кумачи, китайку по цвѣтамъ, бумагу, хлопчатую и крашеную, сукна не дорогой цѣны, воскъ, ладонъ, сандалъ красной и синій, краску брусковую по небольшей части , камки , голи по цвѣтамъ, букеты, грезеты, люстрины, тафты, кисѣи, каламенки разныхъ рукъ, позументы, масло деревянное, скипидаръ, нефть, квасцы , купоросѣ , сахаръ , чай , виноградные напитки , укладъ, желѣзо, пестрядь бумажную разныхъ цвѣтовъ, мѣхи заячьи и мер-лушчатые , шапки , рукавицы , сапоги , гарусъ , чулки , узды , шлеи, гужи , кушаки и другія мѣлочныя вещи , такожь и крестьянское рукодѣліе.",Муром,"Murom""","Murom, Vladimir Oblast",Russia,RU,,,,,,POINT,3,328.0,Владимерское Намѣстничество,,http://www.geonames.org/524294,Муром
329,Мценскъ,,21,36.57334,53.27656999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЦЕНСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.",Мценск,"Mtsensk""","Mtsensk, Oryol Oblast",Russia,RU,,,,,,POINT,21,329.0,Орловское Намѣстничество,,http://www.geonames.org/524640,Мценский|Город Мценск
330,Мышкинъ,,39,38.45448,57.789730000000006,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЫШКИНЪ, городъ Ярославскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ Маіѣ мѣсяцѣ. Съѣзжаются купцы изъ ближнихъ городовъ, какъ-то изъ Ярославля, Ростова , Романова , Углича , Борисо-глѣбска , Рыбинска, Мологи и слободы Норской.",Мышкин,"Myshkin""","Myshkin, Yaroslavl Oblast",Russia,RU,,,,,,POINT,39,330.0,Ярославское Намѣстничество,,http://www.geonames.org/523859,Мышкинский
