,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,lc_translit,pres_loc,country,country_code,result_placename,searched_placename,admin1,country_name,src_id,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page
1738,1,556,Пошехонь,,39.0,39.13531,58.49928,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=91,"ПОШЕХОНЬ, городъ Ярославскаго Намѣстничества. Здѣсь , кромѣ еженедѣльнаго торгу по вторникамъ , ярмарка бываетъ 1 на праздникъ Святыя Троицы , 2 въ Сентябрѣ на праздникъ Іоанна Богослова, на которыя пріѣзжаютъ купцы изъ прикосновенныхъ горед въ , Ярославля , Романова , Углича и Вологды съ разными товарами , и торгуютъ по недѣлѣ.",Пошехонь,Poshekhon',"Poshekhonye, Yaroslavl Oblast",Russia,RU,Poshekhon'ye,Пошехонь,Jaroslavl,Russia,506029,http://api.geonames.org/search?type=json&username=jaguillette&east=43.85&name=%D0%9F%D0%BE%D1%88%D0%B5%D1%85%D0%BE%D0%BD%D1%8C&north=61.616667&south=53.616667&west=35.85&featureClass=P,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,not_in_text,92
1739,1,557,Презма,,60.0,27.1325,56.40132,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=91,"ПРЕЗМА, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году одна ярмарка; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",Презма,Prezma,"Prezma, Rēzekne Municipality",Latvia,LV,Prezma,Презма,Rēzeknes Rajons,Latvia,456524,http://api.geonames.org/search?type=json&username=jaguillette&east=32.8&name=%D0%9F%D1%80%D0%B5%D0%B7%D0%BC%D0%B0&north=59.483333&south=51.483333&west=24.8&featureClass=P,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабурга,92
1740,1,558,Прели,,109.0,26.72459,56.29444,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=91,"ПРЕЛИ, мѣстечко того же Намѣстничества и уѣзду. Въ семъ мѣстѣ бываютъ три въ году ярмарки. Торгуютъ Рижскаго же Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",Прели,Preli,"Preiļi, Preiļi Municipality",Latvia,LV,Preiļi,Прели,Preiļu Rajons,Latvia,456530,http://api.geonames.org/search?type=json&username=jaguillette&east=32.8&name=%D0%9F%D1%80%D0%B5%D0%BB%D0%B8&north=59.483333&south=51.483333&west=24.8&featureClass=P,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Полотскаго уѣздѣ,92
1751,1,562,Протопопова,,35.0,36.46653,52.92251,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=92,"ПРОТОПОПОВА, слобода въ урочищѣ Собора Николая Чудотворца Гостунскаго, Тульскаго Намѣстничества подъ городомъ Бѣловымъ. Въ оной бываютъ ярмарки Маія 9 и въ Троицынъ день , продолжающіяся по одному дню ; пріѣзжіе купцы изъ сосѣднихъ городовъ торгуютъ на оныхъ шелковыми и другими мѣлочными товарами, также лошадьми и прочимъ.",Протопопова,Protopopova,"Zalegoshchensky District, Oryol Oblast",Russia,RU,Protopopovo,Протопопова,Orjol,Russia,504589,http://api.geonames.org/search?type=json&username=jaguillette&east=39.6827&name=%D0%9F%D1%80%D0%BE%D1%82%D0%BE%D0%BF%D0%BE%D0%BF%D0%BE%D0%B2%D0%B0&north=55.0867&south=52.8329&west=35.5421&featureClass=P,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,not_in_text,93
1761,1,566,Путивль,,15.0,33.87066,51.33745,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=93,"ПУТИВЛЬ , городъ Курскаго Намѣстничества. Въ немъ, кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ тор-жковъ, бываетъ одна въ году въ десятую пятницу по Пасхѣ ярмарка.",Путивль,Putivl',"Putyvl', Sums'ka oblast",Ukraine,UA,Putyvl',Путивль,Sumy,Ukraine,696008,http://api.geonames.org/search?type=json&username=jaguillette&east=40.183333&name=%D0%9F%D1%83%D1%82%D0%B8%D0%B2%D0%BB%D1%8C&north=55.716667&south=47.716667&west=32.183333&featureClass=P,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,not_in_text,94
1765,1,568,Пуша,,60.0,27.21667,56.23333,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=93,"ПУША , мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году три ярмарки; торгуютъ разными мѣлочными товарами , виномъ и пивомъ.",Пуша,Pusha,"Puša, Rēzekne Municipality",Latvia,LV,Puša,Пуша,Rēzeknes Rajons,Latvia,456390,http://api.geonames.org/search?type=json&username=jaguillette&east=32.8&name=%D0%9F%D1%83%D1%88%D0%B0&north=59.483333&south=51.483333&west=24.8&featureClass=P,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабурга,94
1768,1,570,Пятницкое,,274.0,37.34742,54.30443,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=93,"ПЯТНИЦКОЕ , что въ БЕРЕНДѢЕВѢ, село Московской Губерніи въ Воскресенскомъ уѣздѣ. Въ семъ селѣ бываетъ одна въ году ярмарка, на которой торгуютъ разными мѣлочами.",Пятницкое,Piatnitskoe,"Pyatnitskoye, Tula Oblast",Russia,RU,Pyatnitskoye,Пятницкое,Tula,Russia,503494,http://api.geonames.org/search?type=json&username=jaguillette&east=40.3419&name=%D0%9F%D1%8F%D1%82%D0%BD%D0%B8%D1%86%D0%BA%D0%BE%D0%B5&north=56.981&south=54.2132&west=34.3446&featureClass=P,geonames,Московской Губерніи,Московской Губернии,московск,Воскресенскомъ уѣздѣ,94
1775,1,572,Ратковка,,69.0,37.59472,49.75083,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=93,"РАТКОВКА, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываютъ въ году три ярмарки: Первая на Вознесеніе Господне , вторая Августа б , на Преображеніе , третія Октября 1, въ день Покрова. Купцы на оныя пріѣзжаютъ изъ разныхъ городовъ съ шелковыми , бумажными , гарусными и прочими товарами.",Ратковка,Ratkovka,"Kup'yans'kyi district, Kharkiv Oblast",Ukraine,UA,Rad’kivka,Ратковка,Kharkiv,Ukraine,813242,http://api.geonames.org/search?type=json&username=jaguillette&east=38.2875&name=%D0%A0%D0%B0%D1%82%D0%BA%D0%BE%D0%B2%D0%BA%D0%B0&north=51.5689&south=48.4869&west=33.5563&featureClass=P,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,94
1777,1,574,Рашевка,,58.0,33.88896,50.22562,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=94,"РАШЕВКА , мѣстечко Кіевскаго Намѣстничества въ Гадяцкомъ уѣздѣ. Въ ономъ бываетъ ьъ годъ двѣ ярмарки: первая 9 Маія , въ день Святителя Николая , другая Сентября 1, въ день С. Симеона Столпника ; сверхъ сего бываютъ торги въ каждое воскресенье; торгуютъ на ярмаркахъ и въ оные дня хлѣбомъ и съѣстными припасами.",Рашевка,Rashevka,"Rashivka, Poltavs'ka oblast",Ukraine,UA,Rashevka,Рашевка,Poltava,Ukraine,695814,http://api.geonames.org/search?type=json&username=jaguillette&east=34.35625&name=%D0%A0%D0%B0%D1%88%D0%B5%D0%B2%D0%BA%D0%B0&north=51.49413&south=49.08008&west=29.72503&featureClass=P,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Гадяцкомъ уѣздѣ,95
1782,1,578,Рогачевъ,,16.0,30.0495,53.0934,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=95,"РОГАЧЕВЪ, городъ Могилевскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.",Рогачев,"Rogachev""","Rahačoŭ, Homiel Province",Belarus,BY,Rahachow,Рогачев,Gomel,Belarus,622739,http://api.geonames.org/search?type=json&username=jaguillette&east=32.863&name=%D0%A0%D0%BE%D0%B3%D0%B0%D1%87%D0%B5%D0%B2&north=55.194&south=51.9042&west=29.5408&featureClass=P,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,not_in_text,96
1795,1,585,Ростовъ,,39.0,39.41394,57.1914,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=96,"РОСТОВЪ , городъ Ярославскаго Намѣстничества. Бываетъ здѣсь годовая сборная ярмарка на второй недѣлѣ великаго поста; пріѣзжаютъ сюда иногородные купцы съ разными Россійскими и Нѣмецкими товарами, мягкою рухлядью и прочимъ изъ Ярославля, изъ Переяславля Залѣскаго, Москвы и изъ Вологды съ разными суровски ми шелковыми товарами, а изъ Ярославля и съ серебреными да изъ города Кинешмы съ объ розами, изъ слободъ Макарья и Пуреха съ деревянною посудою , изъ Муромскаго и Касимовскаго уѣздовъ съ ободами, изъ Пошехонскаго и устюжскаго уѣздовъ съ дѣльнымъ желѣзомъ , то есть съ котлами, сковородами, гвоздями, замками, укладомъ и съ другими желѣзными товарами, а торгуютъ внутри города въ рядахъ въ лавкахъ, а иные и въ шалашахъ.",Ростов,"Rostov""","Rostov, Yaroslavl Oblast",Russia,RU,Rostov,Ростов,Jaroslavl,Russia,501183,http://api.geonames.org/search?type=json&username=jaguillette&east=43.85&name=%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2&north=61.616667&south=53.616667&west=35.85&featureClass=P,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,not_in_text,97
1797,1,587,Ружное,,21.0,34.76467,52.962,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РУЖНОЕ , село Орловскаго Намѣстничества подъ городомъ Карачевымъ. Въ ономъ бываетъ ярмарка Маія 2 дня; торгуютъ купцы мѣлочными товарами.",Ружное,Ruzhnoe,"Ruzhnoye, Bryansk Oblast",Russia,RU,Ruzhnoye,Ружное,Brjansk,Russia,500290,http://api.geonames.org/search?type=json&username=jaguillette&east=39.224&name=%D0%A0%D1%83%D0%B6%D0%BD%D0%BE%D0%B5&north=54.0138&south=51.8511&west=32.7557&featureClass=P,geonames,Орловскаго Намѣстничества,Орловского Наместничества,орловск,not_in_text,98
1801,1,590,Рыбинскъ,,39.0,38.84259,58.0446,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РЫБИНСКЪ, городъ Ярославскаго Намѣстничества. Здѣсь бываютъ ярмарки годовыя Двѣ , одна Петровская , Іюня 29 , другая Преображенская , Августа въ 6 день, да повсянедѣльные торжки въ субботніе дни. Купецкіе люди пріѣзжаютъ на оныя изъ Ярославля, Романова, Углича и изъ селъ съ москательнымъ товаромъ и прочимъ , и торгуютъ въ деревянномъ особливомъ гостиномъ дворѣ ; а крестьяне привозятъ произрастанія и рукодѣлія свои.",Рыбинск,"Rybinsk""","Rybinsk, Yaroslavl Oblast",Russia,RU,Rybinsk,Рыбинск,Jaroslavl,Russia,500004,http://api.geonames.org/search?type=json&username=jaguillette&east=43.85&name=%D0%A0%D1%8B%D0%B1%D0%B8%D0%BD%D1%81%D0%BA&north=61.616667&south=53.616667&west=35.85&featureClass=P,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,not_in_text,98
1808,1,593,Рыльскъ,,15.0,34.6822,51.5655,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЫЛЬСКЪ, городъ Курскаго Намѣстничества. Въ немъ , кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ торговъ бываетъ въ годъ двѣ ярмарки: первая въ десятую пятницу по Пасхѣ, а вторая въ день Казанскія Богоматери Іюля 8 числа , по одному дню продолжающіяся, на которыя съѣзжаются изъ окольныхъ мѣстъ съ мѣлкими товарами.",Рыльск,"Ryl'sk""","Rylsk, Kursk Oblast",Russia,RU,Ryl'sk,Рыльск,Kursk,Russia,695019,http://api.geonames.org/search?type=json&username=jaguillette&east=40.183333&name=%D0%A0%D1%8B%D0%BB%D1%8C%D1%81%D0%BA&north=55.716667&south=47.716667&west=32.183333&featureClass=P,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,not_in_text,99
1814,1,596,Ряжскъ,,28.0,40.1109,53.7038,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЯЖСКЪ, городъ Рязанскаго Намѣстничества. Здѣсь бываютъ въ году три ярмарки въ Іюлѣ мѣсяцѣ : первая въ девятую , вторая въ десятую , третія въ одиннадцатую пятницы послѣ Пасхи , и продолжаются не болѣе , какъ по одному дню. Купцы пріѣзжаютъ изъ ближнихъ городовъ, и привозятъ шелковые , бумажные, москательные и прочіе товары не по большему числу.",Ряжск,"Riazhsk""","Ryazhsk, Ryazan Oblast",Russia,RU,Ryazhsk,Ряжск,Rjazan,Russia,500047,http://api.geonames.org/search?type=json&username=jaguillette&east=41.6952&name=%D0%A0%D1%8F%D0%B6%D1%81%D0%BA&north=55.9254&south=53.0517&west=38.154&featureClass=P,geonames,Рязанскаго Намѣстничества,Рязанского Наместничества,рязанск,not_in_text,99
1819,1,600,Самара,,30.0,50.15,53.20007,родѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САМАРА, съ 1780 году городѣ Синбирскаго Намѣстничества. Сюда привозятѣ промы-шленники вѣ Іюлѣ, и вѣ Августѣ мѣсяцахъ изѣ Козачья городка, Уральска и Казани уловную въ Уралѣ рыбу, рыбные припасы и лошадей. Для покупки сего пріѣзжаютъ Россійскіе купцы, и привозятъ съ собою всякіе мѣлочные товары, а уѣздные обыватели торгуютъ хлѣбомъ и прочимъ за рѣкою Самарою.",Самара,Samara,"Samara, Samara Oblast",Russia,RU,Samara,Самара,Samara,Russia,499099,http://api.geonames.org/search?type=json&username=jaguillette&east=52.366667&name=%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B0&north=58.316667&south=50.316667&west=44.366667&featureClass=P,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,not_in_text,102
1823,1,603,Саратовъ,,29.0,46.00861,51.54056,главный,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=102,"САРАТОВЪ, главный городъ Намѣстничества сего имени. Въ немъ бываетъ ярмарка Іюля 8 числа отъ съѣзду крестьянъ изъ ближнихъ селеній для продажи и покупки имъ нужныхъ вещей , болѣежь съѣзжаются Калмыки для продажи Калмыцкихъ лошадей , кои продаютъ они рублей по 16 и больше, которыя высоки бываютъ ростомъ, и ходятъ иноходью; ошъ Россіанъ же Калмыки покупаютъ между прочимъ хлѣбъ, а болѣе сукна и шелковыя матеріи для одѣваніи своихъ женъ.",Саратов,"Saratov""","Saratov, Saratov Oblast",Russia,RU,Saratov,Саратов,Saratov,Russia,498677,http://api.geonames.org/search?type=json&username=jaguillette&east=51.36&name=%D0%A1%D0%B0%D1%80%D0%B0%D1%82%D0%BE%D0%B2&north=53.18&south=48.45&west=40.3&featureClass=P,geonames,Саратовъ Намѣстничества,Саратов Наместничества,сарат,not_in_text,103
1824,1,604,Сарбаево,,40.0,45.863,55.05685,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=102,"САРБАЕВО, село Синбирскаго Намѣстничества въ Алатырьскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ день Тихвинскія Богородицы; на тое ярмарку пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы, такожь и крестьяне.",Сарбаево,Sarbaevo,"Sechenovsky District, Nizhny Novgorod Oblast",Russia,RU,Sarbayevo,Сарбаево,Nizjnij Novgorod,Russia,498623,http://api.geonames.org/search?type=json&username=jaguillette&east=52.366667&name=%D0%A1%D0%B0%D1%80%D0%B1%D0%B0%D0%B5%D0%B2%D0%BE&north=58.316667&south=50.316667&west=44.366667&featureClass=P,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,Алатырьскомъ уѣздѣ,103
1882,1,618,Сенкова,,69.0,35.1886,49.88974,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕНКОВА, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываютъ двѣ ярмарки: первая Маія 9, въ день Чудотворца Николая, вторая Августа 29, въ день усѣкновенія главы Предтечи; пріѣзжаютъ на оныя купцы изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, шерстяными и прочими товарами.",Сенкова,Senkova,"error, Kharkiv Oblast",Ukraine,UA,Sen’kova Balka,Сенкова,Kharkiv,Ukraine,693779,http://api.geonames.org/search?type=json&username=jaguillette&east=38.2875&name=%D0%A1%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D0%B0&north=51.5689&south=48.4869&west=33.5563&featureClass=P,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,105
1883,1,619,Сергачь,,17.0,45.46611,55.53079,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕРГАЧЬ, съ 1779 году городъ Нижегородскаго Намѣстничества. Въ ономъ бываетъ торгъ только весною во время полой воды, на которой крестьяне привозятъ разные припасы и рукодѣлья своего вещи.",Сергачь,Sergach',"Sergach, Nizhny Novgorod Oblast",Russia,RU,Sergach,Сергачь,Nizjnij Novgorod,Russia,496802,http://api.geonames.org/search?type=json&username=jaguillette&east=48.00205&name=%D0%A1%D0%B5%D1%80%D0%B3%D0%B0%D1%87%D1%8C&north=60.32867&south=52.32867&west=40.00205&featureClass=P,geonames,Нижегородскаго Намѣстничества,Нижегородского Наместничества,нижегородск,not_in_text,105
1884,1,620,Сердоболь,,6.0,30.67434,61.69459,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕРДОБОЛЬ , съ 1784 году городъ Выборгскаго Намѣстничества. Въ ономъ издавна ежегодно бываетъ ярмарка въ Ген-варѣ мѣсяцѣ, на которую, кромѣ Россіанъ, съѣжаются Россійскіе и Шведскіе Фины и Корелы съ шкурками куницъ, выдръ, норекъ , рысей и проч.",Сердоболь,Serdobol',"Sortavala, Republic of Karelia",Russia,RU,Serdobol’,Сердоболь,Kareliya,Russia,496935,http://api.geonames.org/search?type=json&username=jaguillette&east=32.744167000000004&name=%D0%A1%D0%B5%D1%80%D0%B4%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C&north=64.70916700000001&south=56.709167&west=24.744167&featureClass=P,geonames,Выборгскаго Намѣстничества,Выборгского Наместничества,выборг,not_in_text,105
1885,1,621,Сердобскъ,,,44.21689,52.45861,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕРДОБСКЪ, съ 178о году городъ Саратовскаго Намѣстни-чества. Въ немъ, кромѣ еженедѣльнаго торгу, бываетъ каждогодно Іюля 8 Дня ярмарка.",Сердобск,"Serdobsk""","Serdobsk, Penza Oblast",Russia,RU,Serdobsk,Сердобск,Penza,Russia,496934,http://api.geonames.org/search?type=json&username=jaguillette&east=180&name=%D0%A1%D0%B5%D1%80%D0%B4%D0%BE%D0%B1%D1%81%D0%BA&north=78.0&south=38.6&west=24.8&featureClass=P,geonames,not_in_text,not_иn_text,нот_ин_теxт,not_in_text,105
1889,1,625,Середина Буда,,102.0,34.03639,52.18903,сель,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕРЕДИНА БУДА, сель Черниговскаго Намѣстничества въ Нѣжинскомъ уѣздѣ, Генера-ла-Фельдмаршала Графа Румян-цова-Задунайскаго. Здѣсь бываетъ въ году одна ярмарка 8 Сентября.",Середина Буда,Seredina Buda,"Seredyna-Buda, Sums'ka oblast",Ukraine,UA,Seredyna-Buda,Середина Буда,Sumy,Ukraine,694491,http://api.geonames.org/search?type=json&username=jaguillette&east=35.3&name=%D0%A1%D0%B5%D1%80%D0%B5%D0%B4%D0%B8%D0%BD%D0%B0+%D0%91%D1%83%D0%B4%D0%B0&north=55.5&south=47.5&west=27.3&featureClass=P,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Нѣжинскомъ уѣздѣ,105
1890,1,626,Серпейскъ,,12.0,34.98889,54.33583,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕРПЕЙСКЪ, съ 1777 году городъ Калужскаго Намѣстничества. Здѣсь бываетъ одна го-довая ярмарка въ десятую пятницу послѣ Пасхи, да въ уѣздѣ онаго города есть осьмь та-хихъ селъ , въ которыя съѣзжаются въ годъ по одному разу для торгу, во время церковныхъ въ тѣхъ селахъ праздничныхъ дней.",Серпейск,"Serpeisk""","Serpeysk, Kaluga Oblast",Russia,RU,Serpeysk,Серпейск,Kaluga,Russia,496543,http://api.geonames.org/search?type=json&username=jaguillette&east=37.3796&name=%D0%A1%D0%B5%D1%80%D0%BF%D0%B5%D0%B9%D1%81%D0%BA&north=55.374&south=53.2604&west=33.3881&featureClass=P,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,not_in_text,105
1891,1,627,Серпуховъ,,1.0,37.41114,54.91578,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=105,"СЕРПУХОВЪ, съ 1782 году городъ Московской Губерніи. ВЪ ономъ бываетъ въ году двѣ ярмарки: первая о десятой пятницѣ, вторая Сентября  15 дня, сверхъ обыкновенныхъ торговъ.",Серпухов,"Serpukhov""","Serpukhov, Moscow Oblast",Russia,RU,Serpukhov,Серпухов,Moskovskaya,Russia,496527,http://api.geonames.org/search?type=json&username=jaguillette&east=40.3419&name=%D0%A1%D0%B5%D1%80%D0%BF%D1%83%D1%85%D0%BE%D0%B2&north=56.981&south=54.2132&west=34.3446&featureClass=P,geonames,Московской Губерніи,Московской Губернии,московск,not_in_text,106
1894,1,630,Синбирскъ,,30.0,48.38657,54.32824,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=105,"СИНБИРСКЪ, съ 1782 году главный городъ Намѣстничества сего имени. Въ немъ, кромѣ повседневныхъ особливыхъ торговъ, бываетъ Іюля съ 5 по 8 число годовая ярмарка.",Синбирск,"Sinbirsk""","Ulyanovsk, Ulyanovsk Oblast",Russia,RU,Ulyanovsk,Синбирск,Ulyanovsk,Russia,479123,http://api.geonames.org/search?type=json&username=jaguillette&east=52.366667&name=%D0%A1%D0%B8%D0%BD%D0%B1%D0%B8%D1%80%D1%81%D0%BA&north=58.316667&south=50.316667&west=44.366667&featureClass=P,geonames,Синбирскъ Намѣстничества,Синбирск Наместничества,синбирск,not_in_text,106
1905,1,637,Смоленскъ,,31.0,32.0401,54.7818,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=106,"СМОЛЕНСКЪ, съ 1775 год главный городъ Намѣстничества сего имени. Въ ономъ ярмарокъ нѣтъ, а пріѣзжаютъ въ торговые дни въ среду и пя-токъ изъ уѣздовъ разныхъ Помѣщиковъ крестьяне съ раз-нымъ хлѣбомъ , пенькою, медомъ ; а въ Воскресенье хотя и бываетъ крестьянство съ такимижь товарами, токмо малое число.",Смоленск,"Smolensk""","Smolensk, Smolensk Oblast",Russia,RU,Smolensk,Смоленск,Smolensk,Russia,491687,http://api.geonames.org/search?type=json&username=jaguillette&east=36.045278&name=%D0%A1%D0%BC%D0%BE%D0%BB%D0%B5%D0%BD%D1%81%D0%BA&north=58.782778&south=50.782778&west=28.045278000000003&featureClass=P,geonames,Смоленскъ Намѣстничества,Смоленск Наместничества,смоленск,not_in_text,107
1906,1,638,Смѣлое,,295.0,33.58499,50.92601,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=106,"СМѢЛОЕ, мѣстечко Черниговскаго Намѣстничества въ Роменскомъ уѣздѣ. Здѣсь бываетъ въ году четыре ярмарки: первая Генваря 1, вторая Маія 9, третія Іюля 8, четвертая Октября 14. На оныя пригоняютъ для продажи лошадей, рогатой скотъ, какъ-то быковъ, овецъ и прочее , Малороссійскіе жители; а Рускіе купцы изъ разныхъ городовъ привозитъ всякіе мѣлочные товары.",Смелое,Smeloe,"Smile, Sums'ka oblast",Ukraine,UA,Smeloye,Смелое,Sumy,Ukraine,693455,http://api.geonames.org/search?type=json&username=jaguillette&east=35.3&name=%D0%A1%D0%BC%D0%B5%D0%BB%D0%BE%D0%B5&north=55.5&south=47.5&west=27.3&featureClass=P,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Роменскомъ уѣздѣ,107
1931,1,640,Соль-Вычегодскъ,,4.0,46.91559,61.33046,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,СОЛЬ-ВЫЧЕГОДСКЪ съ 1780 году городъ Вологодскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка; а въ уѣздѣ онаго бываютъ торги въ двухъ селахъ въ Бондокурском стану и въ ИльинскомЬ приходѣ на Вилюдѣ.,Соль-Вычегодск,"Sol'-Vychegodsk""","Solvychegodsk, Arkhangelsk Oblast",Russia,RU,Sol'vychegodsk,Соль-Вычегодск,Arkhangelskaya,Russia,490743,http://api.geonames.org/search?type=json&username=jaguillette&east=57.25&name=%D0%A1%D0%BE%D0%BB%D1%8C-%D0%92%D1%8B%D1%87%D0%B5%D0%B3%D0%BE%D0%B4%D1%81%D0%BA&north=64.08&south=57.25&west=37.83&featureClass=P,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,not_in_text,108
2020,1,650,Сребное,,111.0,32.91867,50.66384,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СРЕБНОЕ, мѣстечко Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ годЪ двѣ ярмарки: одна Апрѣля 23, въ день Великомученика Георгія ; другая Сентября 8, въ день Рождества Богоматери. На оныхъ торгуютъ окольные жители своими произрастѣніями , какъ-то хлѣбомъ, разнымъ скотомъ, съѣстными припасами , всякою посудою , сѣномъ, дегтемъ и прочими мѣлочми. Здѣсь бываютъ также еженедѣльные торжки въ понедѣльникъ и пятокъ.",Сребное,Srebnoe,"Sribne, Chernihivs'ka oblast",Ukraine,UA,Sribne,Сребное,Chernihiv,Ukraine,693010,http://api.geonames.org/search?type=json&username=jaguillette&east=35.3&name=%D0%A1%D1%80%D0%B5%D0%B1%D0%BD%D0%BE%D0%B5&north=55.5&south=47.5&west=27.3&featureClass=P,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Прилуцкомъ уѣздѣ,109
