,text,_type,name,google_reconcile,google_lat,google_lng,google_url,geo_placename,geo_lat,geo_lng,geo_id,geo_url
ГАГАРИНО ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тамбовскаго Намѣстничества вЪ Шатскомъ уѣздѣ. Бываетъ здѣсь годовая ярмарка на десятой недѣлѣ по Пасхѣ вЪ пятницу; торгуютъ холстомЪ , пенькою , шерстью и прочими мѣлочьми.</span>",село,ГАГАРИНО ,"Gagarino, Lipetsk Oblast, Russia, 399232",52.751389,38.951944,https://maps.googleapis.com/maps/api/geocode/json?address=ГАГАРИНО ,Gagarino,58.48302,41.09366,798539,http://api.geonames.org/search?username=jaguillette&type=json&name=ГАГАРИНО 
ГАДЯЧЬ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Черниговскаго Намѣстничества.Въ ономъ бываетъ вЪ году четыре ярмарки: первая Генваря 6, вЪ день Св. Богоявленія, вторая Апрѣля 23, вЪ день Св. Великомученика Георгія, третія Іюня 29, вЪ день Св. Апостоловъ Петра и Павла, четвертая Октября 14, вЪ день Преподобныя Параскевы. На оныхъ ярмаркахъ и вЪ торговые еженедѣльные дни торгуютъ хлѣбомъ, медомЪ, воскомЪ, табакомъ , саломЪ, волною , горячимъ виномЪ , лошадьми, рогатымъ скотомъ, овцами и прочею мѣлочью.</span>",городъ,ГАДЯЧЬ,"Hadyach, Poltavs'ka oblast, Ukraine",50.366667,34,https://maps.googleapis.com/maps/api/geocode/json?address=ГАДЯЧЬ,Hadyach,50.37112,33.99099,709054,http://api.geonames.org/search?username=jaguillette&type=json&name=ГАДЯЧЬ
ГАЛЯНИ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ.Въ семЪ мѣстѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномЪ и пивомЪ.</span>",мѣстечко,ГАЛЯНИ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГАЛЯНИ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГАЛЯНИ
ГАТНИЦЫ ," ПАВШИНО тожь , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣсто ничества вЪ уѣздѣ города. Алексина.Въ ономЪ бываютъ яр</span>марки Іюля 8, на Сырной недѣлѣ ко вторникЪ. Здѣсь торгуютъ купцы крестьянамъ нужными товарами.",село,ГАТНИЦЫ ,"Gatnitsy, Tula Oblast, Russia, 301015",54.6010114,37.3962995,https://maps.googleapis.com/maps/api/geocode/json?address=ГАТНИЦЫ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГАТНИЦЫ 
ГДОВЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Псковскаго Намѣстничества. Здѣсь бываетъ вЪ году одна ярмарка; торгуютъ лавочнымЪ мѣлочнымъ товаромъ.</span>",городъ,ГДОВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГДОВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГДОВЪ
ГЕННАДІЕВЪ," </span><span class=""font0"" style=""font-style:italic;"">монастырь </span><span class=""font0"">Ярославскаго Намѣстничестава въ ЛюбимскомЪ уѣздѣ. При ономЪ каждой годъ 17 Марта бываетъ ярмарка.</span>",монастырь,ГЕННАДІЕВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГЕННАДІЕВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЕННАДІЕВЪ
ГЕРМАНОВА ," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> того же Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка вЪ Никольскую пятницу осенью , и продолжается два дни.</span>",слобода,ГЕРМАНОВА ,"ulitsa Germanova, Staroshcherbinovskaya, Krasnodar Krai, Russia, 353620",46.6334678,38.6489442,https://maps.googleapis.com/maps/api/geocode/json?address=ГЕРМАНОВА ,Chervonnaya Sloboda,52.5494,28.5717,629264,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЕРМАНОВА 
ГЖАТЬ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Смоленскаго Намѣстничества.Въ семЪ городѣ бываетъ годовая ярмарка , сверхъ каждонедѢльныхЪ торговъ, Іюля 8 дня ; а въ селахЪ бываетъ сЪѢздЪ въ храмовые праздники , и вЪ каждомЪ на одинЪ только тотЪ день.</span>",городъ,ГЖАТЬ,"Gzhat River, Smolensk Oblast, Russia",55.63416460000001,34.9157949,https://maps.googleapis.com/maps/api/geocode/json?address=ГЖАТЬ,Gzhat’,55.92701,34.53842,557658,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЖАТЬ
ГЛЕМЯЗОВЪ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества вЪ Переяславскомъ уѣздѣ.Въ ономЪ бываетъ вЪ году четыре ярмарки : первая на Сырной недѣлѣ, вторая вЪ день Прополовенія, третія вЪ день Преображенія, четвертая вЪ день Введенія. Купцы пріѣзжаютъ на оныя изъ близЪ лежащихъ городовъ сЪ красными крамными и прочими товарами, сЪ стеклянною и деревянною посудою, сЪ мѣлкою изЪ Донскихъ станицѣ рыбою; жители продаютъ рогатой скотъ , лошадей, хлѣбѣ, смолу, горячее вино и прочее; привозятъ также сюда для продажи жителямъ Крымскую соль.</span>",мѣстечко,ГЛЕМЯЗОВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГЛЕМЯЗОВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЛЕМЯЗОВЪ
ГЛИНСКЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Черниговскаго Намѣстничества.Въ ономЪ бываетъ вЪ году двѣ ярмарки: первая Сентября 1, вторая вЪ недѣлю Пятидесятницы. Торги производятъ рыбою, солью , горячимъ виномЪ , кожами , овчинами , скотомЪ, лошадьми и прочими мѣлочными товарами.</span>",городъ,ГЛИНСКЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГЛИНСКЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЛИНСКЪ
ГЛИНСКЪ ," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Екатеринославскаго Намѣстничества.Въ оной бываетъ вЪ году три ярмарки.</span>",слобода,ГЛИНСКЪ ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГЛИНСКЪ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЛИНСКЪ 
ГЛУХОВЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго-Сѣверскаго Намѣстни</span>чества. Въ ономЪ бываетъ вЪ году четыре ярмарки:    первая",городъ,ГЛУХОВЪ,"Hlukhiv, Sums'ka oblast, Ukraine",51.678611,33.911389,https://maps.googleapis.com/maps/api/geocode/json?address=ГЛУХОВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЛУХОВЪ
ГЛУШИЦКОЙ ," </span><span class=""font0"" style=""font-style:italic;"">монастырь </span><span class=""font0"">вЪ сторонѣ </span><span class=""font0"" style=""font-style:italic;"">Кубенскаго</span><span class=""font0""> озера. Здѣсь бываетъ одна вЪ году ярмарка; купцы пріѢзжаютъ для покупки холстовъ, привозя сЪ собою разные мѣлочные товары.</span>",монастырь,ГЛУШИЦКОЙ ,"Glushitskaya ulitsa, Samara, Samara Oblast, Russia, 443028",53.295399,50.3086171,https://maps.googleapis.com/maps/api/geocode/json?address=ГЛУШИЦКОЙ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЛУШИЦКОЙ 
ГЛѢБОВО ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Ярославскаго Намѣстничества и уѣзду.Въ ономЪ бываетъ годовая ярмарка Сентября вЪ 8 день; недѣльные торжки по середамЪ. ВЪ то село купецкіе люди пріѢзжаютъ изЪ Ярославля, Романова, Углича, Борисоглѣбска, Рыбнаго и изъселъ сЪ мѣлкими на продажу крестьянамъ товарами.</span>",село,ГЛѢБОВО ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГЛѢБОВО ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГЛѢБОВО 
ГНИЛЬСКОЙ," </span><span class=""font0"" style=""font-style:italic;"">погостъ </span><span class=""font0"">Псковскаго Намѣстничества вЪ ОстровскомЪ уѣздѣ. Здѣсь бываетъ ярмарка въ Маіѣ мѣсяцѣ; купцы пріѣзжаютъ изЪ Пскова сЪ разными мѣлочньми товарами.</span>",погостъ,ГНИЛЬСКОЙ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГНИЛЬСКОЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГНИЛЬСКОЙ
ГОГОЛЕВЪ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества и уѣзду. Здѣсь бываетъ вЪ году гари ярмарки; на оныя пріѣзжаютъ купцы изъ окольныхъ городовъ , торгуютЪ хлѣбомъ , разнымъ мѢлочнымъ товаромъ, рыбою , солью , скотомъ и прочимъ.</span>",мѣстечко,ГОГОЛЕВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГОГОЛЕВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОГОЛЕВЪ
ГОЛТВА ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> того же Намѣстничества.Въ ономЪ бываетъ вЪ годЪ четыре ярмарки: первая Генваря 6, другая Іюля 29, третія Августа 6, четвертая Ноября 8; торгуютъ на оныхЪ пріѣзжіе изЪ уѣзду жители разными мѣлочными товарами тамЪ родящимися, какЪ-то хлѢбомЪ, горячимъ виномЪ, разнымъ скотомъ, дегтемъ, овчинами , кожами и прочимЪ; иногда пріѣзжаютъ и Великороссійскіе купцы сЪ краснымъ товаромъ.</span>",городъ,ГОЛТВА ,"Hovtva, Poltavs'ka oblast, Ukraine",49.421111,33.860556,https://maps.googleapis.com/maps/api/geocode/json?address=ГОЛТВА ,Goltva,49.4202,33.85422,708551,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОЛТВА 
ГОМЕЛЬ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества вЪ БѢлицкомЪ уѣздѣ. Здѣсь бываетъ двѣ ярмарки вЪ году.</span>",мѣстечко,ГОМЕЛЬ,"Gomel, Belarus",52.44527799999999,30.984167,https://maps.googleapis.com/maps/api/geocode/json?address=ГОМЕЛЬ,Gomel,52.4345,30.9754,627907,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОМЕЛЬ
ГОМЛЯ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> того же Намѣстничества вЪ Рогачевскомъ уѣздѣ. Здѣсь бываетъ вЪ году три ярмарки.</span>",мѣстечко,ГОМЛЯ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГОМЛЯ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОМЛЯ
ГОРБАТОВЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Нижегородскаго Намѣстничества.Въ немЪ каждонедѣльно бываетъ по середамЪ торгЪ , на которой привозятъ крестьяне хлѢбЪ и пеньку.</span>",городъ,ГОРБАТОВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРБАТОВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРБАТОВЪ
ГОРИЦЫ ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тверскаго Намѣстничества вЪ КашинскомЪ уѣздѣ.Въ ономЪ торжки бываютъ по вся недѣли по воскреснымъ днямЪ ; товары привозятъ изъ уѣзду холсты льняные разные, да изЪ городовъ Ярославля, Переславля Залѣскаго и Углича пріѣзжаютъ купцы сЪ мѣлочными всякими небогатыми товарами.</span>",село,ГОРИЦЫ ,"Goritsy, Vologda Oblast, Russia, 161107",59.8711194,38.2588892,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРИЦЫ ,Goritsy,59.86949,38.26016,560058,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРИЦЫ 
ГОРКИ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества въ Оршанскомъ уѣздѣ. Здѣсь бываютъ вЪ году двѣ ярмарки.</span>",мѣстечко,ГОРКИ,"Horki, Belarus",54.283333,30.983333,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРКИ,Gorki,54.95111,34.31444,559932,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРКИ
ГОРОДИЩЕ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> того же Намѣстничества вЪ МиргородскомЪ уѣздѣ.Въ ономЪ бываетъ вЪ году четыре ярмарки : первая Маія 6, вторая Августа 1 , третія Октября 1 , четвертая Декабря 6; торгуютъ на оныхЪ пріѣзжіе изЪ уѢздовЪ жители разными мѣлочными товарами, тамЪ родящимися и дѣлающимися, какъто хлѢбомЪ, горячимъ виномЪ, разнымъ скотомъ, дегтемъ, овчинами, кожами и прочимЪ; иногда пріѣзжаютъ и Великороссійскіе купцы сЪ красными товарами. Здѣсь бываютъ и еженедѣльные торги.</span>",мѣстечко,ГОРОДИЩЕ,"Horodyshche, Cherkas'ka oblast, Ukraine",49.2925,31.458056,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРОДИЩЕ,Gorodishche,59.88892,31.59052,559591,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРОДИЩЕ
ГОРОДИЩЕ ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества въ Лубенскомъ уѣздѣ.Въ ономЪ бываетъ вЪ году три ярмарки : первая Генваря 1, вторая Маія 2, третія Августа 1 дня.</span>",мѣстечко,ГОРОДИЩЕ ,"Horodyshche, Cherkas'ka oblast, Ukraine",49.2925,31.458056,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРОДИЩЕ ,Gorodishche,59.88892,31.59052,559591,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРОДИЩЕ 
ГОРОДНЯ," или ГОРОДНИЦКЪ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Черниговскаго Намѣстничества.Въ ономЪ бываетъ вЪ году двѣ ярмарки: первая Іюня 29, вЪ день Святыхъ Апостоловъ Петра и Павла , вторая Октября 14, вЪ день Св. Параскевы ; на оныя и въ субботніе еженедѣльные</span>торжки пріѣзжаютъ окольные жители и торгутъ хлѣбомъ , рыбою , деревянною и глиняною посудою, веревками , лыками </span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> саньми и ободьемъ ; также пріѣзжаютъ изъ городовъ и сЪ лавочными товарами.",городъ,ГОРОДНЯ,"Horodnya, Chernihivs'ka oblast, Ukraine",51.890556,31.593611,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРОДНЯ,Gorodnya,56.7055,36.31793,559542,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРОДНЯ
ГОРОДНЯ ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества вЪ Рогачевскомъ уѣздѣ. Здѣсь бываетъ вЪ году девять ярмарокъ.</span>",мѣстечко,ГОРОДНЯ ,"Horodnya, Chernihivs'ka oblast, Ukraine",51.890556,31.593611,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРОДНЯ ,Gorodnya,56.7055,36.31793,559542,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРОДНЯ 
ГОРОДОКЪ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Московской Губерніи въ Можайскомъ уѣздѣ. Здѣсь бываетъ вЪ каждомЪ году ярмарка Іюня 28 дня.</span>",село,ГОРОДОКЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРОДОКЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРОДОКЪ
ГОРОХОВЕЦЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Владимерскаго Намѣстничества. Здѣсь ярмарокъ нѢтъ, а бываетъ одна, разстояніемъ отЪ онаго вЪ двадцати четырехъ верстахъ за рѣкою Клязьмою при </span><span class=""font0"" style=""font-style:italic;"">Флорищевской</span><span class=""font0""> пустынѣ прежде пра здника успенія Пресвятыя Богородицы дней за пять, на которую привозятъ холстЪ и прочіе мѣлочные Россійскіе товары.</span>",городъ,ГОРОХОВЕЦЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРОХОВЕЦЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРОХОВЕЦЪ
ГОРОШИНЪ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества вЪ Лубенскомъ уѣздѣ. Здѣсь бываетъ вЪ годъ три ярмарки : первая Генваря 1 дня , вторая о проводахъ Свѣтлой седмицы , третія Сентябри 14 дня.</span>",мѣстечко,ГОРОШИНЪ,"Horoshyne, Poltavs'ka oblast, Ukraine",49.6568994,32.7589819,https://maps.googleapis.com/maps/api/geocode/json?address=ГОРОШИНЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГОРОШИНЪ
ГРЕБЕНИШКИ ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко </span><span class=""font0"">Полотскаго Намѣстничества вЪ</span>",мѣстечко,ГРЕБЕНИШКИ ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГРЕБЕНИШКИ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГРЕБЕНИШКИ 
ГРЕМЯЧЕВЪ," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Тульскаго Намѣстничества вЪ БѢлевскомъ уѣздѣ.Въ оной бываетъ двѣ годовыя ярмарки : первая вЪ день праздника Преполовенія</span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> вторая вЪ первый день Петрова поста; на оныя пріѣзжаютъ купцы изЪ ближнихЪ городовъ сЪ разными мѣлочными для крестьянства товарами.</span>",слобода,ГРЕМЯЧЕВЪ,"Gremyachevo, Nizhny Novgorod Oblast, Russia, 607023",55.390833,43.038056,https://maps.googleapis.com/maps/api/geocode/json?address=ГРЕМЯЧЕВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГРЕМЯЧЕВЪ
ГРЕМЯЧЬ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Новогородскаго - Сѣверскаго Намѣстничества вЪ Стародубовскомъ уѣздѣ.Въ ономЪ бываютъ каждонедѣльные торжки, на которые съѣзжаются окольные жители , и торгуютъ разными мѣлочными товарами.</span>",мѣстечко,ГРЕМЯЧЬ,"Hrem'yach, Chernihivs'ka oblast, Ukraine",52.334444,33.288611,https://maps.googleapis.com/maps/api/geocode/json?address=ГРЕМЯЧЬ,Gremyach,52.33909,33.28758,708146,http://api.geonames.org/search?username=jaguillette&type=json&name=ГРЕМЯЧЬ
ГРИТЧИНО," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскагу Намѣстничества вЪ КаширскомЪ уѣздѣ. Здѣсь бываетъ ярмарка вЪ день Сошествія Святаго Духа ; а на тое ярмарку товары вЪ продажу привозятся изЪ Каширы, а по близости изЪ</span>Тулы, Серпухова, Венепа и Зарайска по малому числу москотильной мѣлочной и прочіе съѣстные припасы , а паче отъ обывателей уѣздныхЪ вЪ продажѣ бываетъ пенька, медЪ, воскЪ и прочее деревянное издѣлье.",село,ГРИТЧИНО,"Gritchino, Moskovskaya oblast, Russia, 142932",54.6824702,38.3268432,https://maps.googleapis.com/maps/api/geocode/json?address=ГРИТЧИНО,Gritchino,54.60417,38.10556,558505,http://api.geonames.org/search?username=jaguillette&type=json&name=ГРИТЧИНО
ГРУНЬ ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества вЪ Гадяцкомъ уѣздѣ.Въ ономЪ бываетъ вЪ году три ярмарки: первая въ недѣлю Сырную, вторая вЪ день Сошествія Святаго Духа, третія Сентября 1, вЪ день Св. Симеона Столпника. На оныхъ торгуютъ разнымъ скотомЪ </span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> хлѣбомъ и съѣстными припасами. Здѣсь также бываетъ недѣльный торгъ вЪ Воскресенье большею частію хлѣбомЪ.</span>",мѣстечко,ГРУНЬ ,"Hrun', Sums'ka oblast, Ukraine",50.238069,34.607968,https://maps.googleapis.com/maps/api/geocode/json?address=ГРУНЬ ,Grun',50.70639,34.26474,708016,http://api.geonames.org/search?username=jaguillette&type=json&name=ГРУНЬ 
ГРЯЗНОЕ," КОЛЮПАНОВКА тожь, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества вЪ АлексинскомЪ уѣздѣ.Въ ономЪ бываешь ярмарка Іюля 8. Здѣсь торгуютъ купцы товарами , до . крестьянъ принадлежащими.</span>",село,ГРЯЗНОЕ,"Gryaznoye, Kursk Oblast, Russia, 306628",51.68518090000001,37.6497831,https://maps.googleapis.com/maps/api/geocode/json?address=ГРЯЗНОЕ,Gryaznoye,54.0418,39.1179,558270,http://api.geonames.org/search?username=jaguillette&type=json&name=ГРЯЗНОЕ
ГРЯЗОВЕЦЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Вологодскаго Намѣстничества.Въ немЪ собираются окольные поселяне для мѣлочнаго торгу всякой понедѣльникь , а всякой день торгуютъ съѣстными припасами для проѣзжающихъ; сверхъ сего обыватели онаго какЪ мущины, такъ и женщины упражняются вЪ вязаніи чулковЪ и варегъ для продажи вЪ розницу и на подрядъ.</span>",городъ,ГРЯЗОВЕЦЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГРЯЗОВЕЦЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГРЯЗОВЕЦЪ
ГУСТИНОВО," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества вЪ КаширскомЪ уѣздѣ. Здѣсь бываетъ ярмарка Апрѣля 23 дня, на кокоторую товары привозятъ изъ Каширы , изЪ Тулы, Серпухова, Венева и Зарайска по малому числу москотильной мѣлочнои , а паче отЪ обывателей уѣздныхъ вЪ продажѣ бываетъ пенька, медЪ , воскЪ и прочее деревянное издѣлье.</span>",село,ГУСТИНОВО,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ГУСТИНОВО,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ГУСТИНОВО
ДАГДА ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ.Въ семъ мѣстѣ бываютъ вЪ году три</span>ярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлсчными товарами , виномЪ и пивомЪ.",мѣстечко,ДАГДА ,"Dagda, Dagdas pilsēta, Latvia",56.09560889999999,27.532459,https://maps.googleapis.com/maps/api/geocode/json?address=ДАГДА ,Dagda,56.09512,27.53723,460474,http://api.geonames.org/search?username=jaguillette&type=json&name=ДАГДА 
ДАЙМИНО," или ДАЙМИКЪ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Курскаго Намѣстничества вЪ Щигровской округѣ; вЪ немЪ бываютъ знатныя ярмарки.</span>",село,ДАЙМИНО,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ДАЙМИНО,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ДАЙМИНО
ДАЛМАТОВЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Пермскаго Намѣстничества.Въ немЪ какЪ весною, Маія 9, такЪ и зимою 6 числа Декабря , то есть вЪ день праздника Ни полая Чудотворца, бываетъ великая ярмарка , которая продолжается до 13 числа Декабря же , а иногда и болѣе; на оную пріѣзжаютъ купцы изЪ близЪ лежащихъ Сибирскихъ городовъ. Сія ярмарка особливо умножилась отЪ упадка бывшей вЪ Катайскомъ острогѣ, не далеко оттуда лежащемъ , ярмарки , вЪ близости БашкирЪ, которые на оную много рогатаго скота и лошадей на продажу пригоняютъ.</span>",городъ,ДАЛМАТОВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ДАЛМАТОВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ДАЛМАТОВЪ
ДВУРѢЧНАЯ," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Харьковскаго Намѣстничества вЪ Изюмскомъ уѣздѣ.Въ оной бываетъ вЪ году пять ярмарокъ : первая Генваря 1 на день</span>",слобода,ДВУРѢЧНАЯ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ДВУРѢЧНАЯ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ДВУРѢЧНАЯ
ДЕЙМАНОВКА ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Черниговскаго Намѣстничества вЪ Прилуцкомъ уѣздѣ. Бываетъ здѣсь вЪ году двѣ ярмарки, одна о десятой пятницѣ, а другая 2 Іюля, вЪ день Положенія честныя ризы Пресвятыя Богородицы , на коихЪ торгуютъ окольные жители деревенскими произрастѣніями, какъ то хлѣбомъ , разнымъ скотомъ, съѣстными припасами, деревянною посудою и прочею крестьянскою мѣлочью.</span>",село,ДЕЙМАНОВКА ,"Deimanivka, Chernihivs'ka oblast, Ukraine",50.645278,32.866389,https://maps.googleapis.com/maps/api/geocode/json?address=ДЕЙМАНОВКА ,Deymanovka,50.214,32.62939,710056,http://api.geonames.org/search?username=jaguillette&type=json&name=ДЕЙМАНОВКА 
ДЕМШИНСКЪ," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Тамбовскаго Намѣстничества. Здѣсь бываетъ 29 Августа ярмарка, на которую съѣзжаются изЪ близЪ лежащихЪ мѢстЪ купцы</span>и прочіе разночинцы сЪ разными товарами и съьстными припасами.",слобода,ДЕМШИНСКЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ДЕМШИНСКЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ДЕМШИНСКЪ
