,ru_prov,ru_uezd,page,text,name,alt_name,_type,source_url,html_text,name_modern_sp,prov_modern_sp,uezd_modern_sp,prov_stem,uezd_stem,admin_hierarchy,partof_id,admin1_partof,admin2_partof
455,Орловскаго Намѣстничества,not_in_text,78,"МЦЕНСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.",Мценскъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЦЕНСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.</span>",Мценск,Орловского Наместничества,not_иn_text,орловск,нот_ин_теxт,орловск,21.0,21.0,
456,Новогородскаго Намѣстничества,Новогородскаго уѣздѣ,78,"МШАГА, или МШАЖСКОЙ, погостъ Новогородскаго Намѣстничества и уѣзду. Въ ономъ бываетъ годовой съѣздъ для торговли въ пятницу предъ днемъ Св. Пророка Иліи.",Мшага,Мшажской,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МШАГА, или МШАЖСКОЙ, </span><span class=""font0"" style=""font-style:italic;"">погостъ</span><span class=""font0""> Новогородскаго Намѣстничества и уѣзду. Въ ономъ бываетъ годовой съѣздъ для торговли въ пятницу предъ днемъ Св. Пророка Иліи.</span>",Мшага,Новогородского Наместничества,Новогородского уезде,новогородск,новогородск,новогородск|новогородск,98.0,18.0,98.0
457,Ярославскаго Намѣстничества,not_in_text,78,"МЫШКИНЪ, городъ Ярославскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ Маіѣ мѣсяцѣ. Съѣзжаются купцы изъ ближнихъ городовъ, какъ-то изъ Ярославля, Ростова , Романова , Углича , Борисо-глѣбска , Рыбинска, Мологи и слободы Норской.",Мышкинъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЫШКИНЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Ярославскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ Маіѣ мѣсяцѣ. Съѣзжаются купцы изъ ближнихъ городовъ, какъ-то изъ Ярославля, Ростова , Романова , Углича , Борисо-глѣбска , Рыбинска, Мологи и слободы Норской.</span>",Мышкин,Ярославского Наместничества,not_иn_text,ярославск,нот_ин_теxт,ярославск,39.0,39.0,
458,Тульскаго Намѣстничества,Каширскомъ уѣздѣ,78,"МЯГКОЕ , село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Въ ономъ во время десятой и одинадцатой пятницъ бываютъ ярмарки, на которыя товары въ продажу привозятъ изъ Каширы , Тулы , Серпухова , Венева и Зарайска по малому числу москотильной и мѣлоч-ной; а отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька , медъ, воскъ и деревянное издѣлье.",Мягкое,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЯГКОЕ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Въ ономъ во время десятой и одинадцатой пятницъ бываютъ ярмарки, на которыя товары въ продажу привозятъ изъ Каширы , Тулы , Серпухова , Венева и Зарайска по малому числу москотильной и мѣлоч-ной; а отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька , медъ, воскъ и деревянное издѣлье.</span>",Мягкое,Тульского Наместничества,Каширском уезде,тульск,каширск,тульск|каширск,73.0,35.0,73.0
459,Псковскаго Намѣстничества,Великолуцкомъ уѣздѣ,78,"НАБДИНЪ, погостъ Псковскаго Намѣстничества въ Великолуцкомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Декабря 25 дня, на коей отъ обывателей продаются кожи, ленъ, пенька, медъ и прочія тому подобныя вещи; а отъ Великолуцкихъ, Торопецкихъ Псковскихъ купцовъ разные мѣлкіe шелковые товары.",Набдинъ,,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"НАБДИНЪ, </span><span class=""font0"" style=""font-style:italic;"">погостъ</span><span class=""font0""> Псковскаго Намѣстничества въ Великолуцкомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Декабря 25 дня, на коей отъ обывателей продаются кожи, ленъ, пенька, медъ и прочія тому подобныя вещи; а отъ Великолуцкихъ, Торопецкихъ Псковскихъ купцовъ разные мѣлкіe шелковые товары.</span>",Набдин,Псковского Наместничества,Великолуцком уезде,псковск,великолуцк,псковск|великолуцк,51.0,25.0,51.0
460,С. Петербургской Губерніи,not_in_text,78,"НАРВА , городѣ С. Петербургской Губерніи. Въ немъ еще по Шведскимъ учрежденіямъ положено въ годъ быть двумъ ярмаркамъ, въ Февралѣ и Iюлѣмѣсяцахъ, каждой по четырнадцати дней.",Нарва,,городѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"НАРВА , </span><span class=""font0"" style=""font-style:italic;"">городѣ</span><span class=""font0""> С. Петербургской Губерніи. Въ немъ еще по Шведскимъ учрежденіямъ положено въ годъ быть двумъ ярмаркамъ, въ Февралѣ и Iюлѣ</span>мѣсяцахъ, каждой по четырнадцати дней.",Нарва,С Петербургской Губернии,not_иn_text,с петербургск,нот_ин_теxт,с петербургск,263.0,263.0,
461,Пензенскаго Намѣстничества,not_in_text,79,"НАРОВЧАТЪ , городъ Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ годъ три ярмарки : первая Іюня 29, вторая Іюля 20, третія Августа 6 дня, сверхъ Обыкновенныхъ каждонедѣльныхъ торговъ.",Наровчатъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НАРОВЧАТЪ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ годъ три ярмарки : первая Іюня 29, вторая Іюля 20, третія Августа 6 дня, сверхъ Обыкновенныхъ каждонедѣльныхъ торговъ.</span>",Наровчат,Пензенского Наместничества,not_иn_text,пензенск,нот_ин_теxт,пензенск,22.0,22.0,
462,Тульскаго Намѣстничества,Алексина,79,"НАСПИЩИ, село Тульскаго Намѣстничества въ уѣздѣ города Алексина. Здѣсь бываетъ ярмарка Маія 2 и Іюля 24 дня; торгуютъ купцы до крестьянъ надлежащими товарами.",Наспищи,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НАСПИЩИ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества въ уѣздѣ города Алексина. Здѣсь бываетъ ярмарка Маія 2 и Іюля 24 дня; торгуютъ купцы до крестьянъ надлежащими товарами.</span>",Наспищи,Тульского Наместничества,Алексина,тульск,алексин,тульск|алексин,41.0,35.0,41.0
463,Полотскаго Намѣстничества,not_in_text,79,"НЕВЕЛЬ , городъ Полотскаго Намѣстничества. Въ немъ бываютъ въ году четыре ярмарки: первая въ день Богоявленія, вторая въ первую недѣлю великаго поста, третія въ пятокъ Пктъ днемъ Пророка Иліи, четвертая Декабря 6 дня.",Невель,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕВЕЛЬ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Полотскаго Намѣстничества. Въ немъ бываютъ въ году четыре ярмарки: первая въ день Богоявленія, вторая въ первую недѣлю великаго поста, третія въ пятокъ Пктъ днемъ Пророка Иліи, четвертая Декабря 6 дня.</span>",Невель,Полотского Наместничества,not_иn_text,полотск,нот_ин_теxт,полотск,24.0,24.0,
464,Пермскаго Намѣстничества,Екатеринбургскомъ уѣздѣ,79,"НЕЛЬЯНСКОЙ , желѣзной заводъ Пермскаго Намѣстничества въ Екатеринбургскомъ уѣздѣ. Здѣсь бываетъ въ день Святыхъ Апостоловъ Петра и Павла нарочитая ярмарка пр0должающаяся нѣсколько дней на которую съѣзжается много купцовъ изъ близъ лежащихъ городовъ , а именно: Екатеринбурга , Верхотурья, Туринска, Тюмени , которые , какъ и тамошніе жители , разными Россійскими , Сибирскими и Китайскими товарами торгуютъ.",Нельянской,,желѣзной заводъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕЛЬЯНСКОЙ , </span><span class=""font0"" style=""font-style:italic;"">желѣзной заводъ</span><span class=""font0""> Пермскаго Намѣстничества въ Екатеринбургскомъ уѣздѣ. Здѣсь бываетъ въ день Святыхъ Апостоловъ Петра и Павла нарочитая ярмарка пр0должающаяся нѣсколько дней на которую съѣзжается много купцовъ изъ близъ лежащихъ городовъ , а именно: Екатеринбурга , Верхотурья, Туринска, Тюмени , которые , какъ и тамошніе жители , разными Россійскими , Сибирскими и Китайскими товарами торгуютъ.</span>",Нельянской,Пермского Наместничества,Екатеринбургском уезде,пермск,екатеринбургск,пермск|екатеринбургск,266.0,23.0,266.0
465,Харьковскаго Намѣстничества,not_in_text,79,"НЕДРИГАЙЛОВЪ , городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Сентября 8, вторая Октября 29, третія Декебря 6, четвертая въ день Преполовенія. Кунцы пріѣзжаютъ на оныя изъ окрестныхъ городовъ съ мѣлочными товарами.",Недригайловъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕДРИГАЙЛОВЪ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Сентября 8, вторая Октября 29, третія Декебря 6, четвертая въ день Преполовенія. Кунцы пріѣзжаютъ на оныя изъ окрестныхъ городовъ съ мѣлочными товарами.</span>",Недригайлов,Харьковского Наместничества,not_иn_text,харьковск,нот_ин_теxт,харьковск,37.0,37.0,
466,Выборгскаго Намѣстничества,not_in_text,79,"НЕЙШЛОТЪ, городъ Выборгскаго Намѣстничества. Въ немъ 1780 году учреждена годовая ярмарка 15 Сентября.",Нейшлотъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕЙШЛОТЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Выборгскаго Намѣстничества. Въ немъ 1780 году учреждена годовая ярмарка 15 Сентября.</span>",Нейшлот,Выборгского Наместничества,not_иn_text,выборг,нот_ин_теxт,выборг,6.0,6.0,
467,Костромскаго Намѣстничества,not_in_text,79,"НЕРЕХТА, городъ Костромскаго Намѣстничества. Здѣсь бываютъ въ году ярмарки Маія 2, Іюня 23 и Іюля 24 чиселъ ; да сверхъ того въ каждой недѣлѣ въ понедѣльникъ привозятъ холстъ , пряжу льняную , китайку, кумачи, выбойки и прочіе мѣлочные товары.",Нерехта,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕРЕХТА, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Костромскаго Намѣстничества. Здѣсь бываютъ въ году ярмарки Маія 2, Іюня 23 и Іюля 24 чиселъ ; да сверхъ того въ каждой недѣлѣ въ понедѣльникъ привозятъ холстъ , пряжу льняную , китайку, кумачи, выбойки и прочіе мѣлочные товары.</span>",Нерехта,Костромского Наместничества,not_иn_text,кострома,нот_ин_теxт,кострома,14.0,14.0,
468,Екатеринославскаго Намѣстничества,not_in_text,79,"НЕСТЕРОВСКОЙ , шанцъ Екатеринославскаго Намѣстничествавоскреснымъ днямъ, а торгуютъ больше крестьянскими товарами , хлѣбными и харчевыми припасами.",Нестеровской,,шанцъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕСТЕРОВСКОЙ , </span><span class=""font0"" style=""font-style:italic;"">шанцъ</span><span class=""font0""> Екатеринославскаго Намѣстничества</span>воскреснымъ днямъ, а торгуютъ больше крестьянскими товарами , хлѣбными и харчевыми припасами.",Нестеровской,Екатеринославского Наместничества,not_иn_text,екатеринославск,нот_ин_теxт,екатеринославск,8.0,8.0,
469,Новогородскаго Намѣстничества,Бѣлозерска,80,"НОВОЕЗЕРСКОЙ КИРИЛОВЪ, монастырь Новогородскаго Намѣстничества въ уѣздѣ города Бѣлозерска. Здѣсь бываетъ годовая ярмарка Марта 17, называемая Алексѣевская. Сюда съѣзжаются разныхъ Россійскихъ городовъ купцы для торгу.",Новоезерской Кириловъ,,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОЕЗЕРСКОЙ КИРИЛОВЪ, </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> Новогородскаго Намѣстничества въ уѣздѣ города Бѣлозерска. Здѣсь бываетъ годовая ярмарка Марта 17, называемая Алексѣевская. Сюда съѣзжаются разныхъ Россійскихъ городовъ купцы для торгу.</span>",Новоезерской Кирилов,Новогородского Наместничества,Белозерска,новогородск,белозерск,новогородск|белозерск,49.0,18.0,49.0
470,Екатеринославскаго Намѣстничества,not_in_text,80,"НОВОЙ МИРГОРОДЪ, городѣ Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.",Новой Миргородъ,,городѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОЙ МИРГОРОДЪ, </span><span class=""font0"" style=""font-style:italic;"">городѣ</span><span class=""font0""> Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.</span>",Новой Миргород,Екатеринославского Наместничества,not_иn_text,екатеринославск,нот_ин_теxт,екатеринославск,8.0,8.0,
471,Курскаго Намѣстничества,not_in_text,80,"НОВОЙ ОСКОЛЪ , городѣ Курскаго Намѣстничества. Въ немъ бываетъ одна въ годѣ ярмарка въ день Параскевы, нареченныя пятницы, въ исходѣ Октября , продолжающаяся одинъ день.",Новой Осколъ,,городѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОЙ ОСКОЛЪ , </span><span class=""font0"" style=""font-style:italic;"">городѣ</span><span class=""font0""> Курскаго Намѣстничества. Въ немъ бываетъ одна въ годѣ ярмарка въ день Параскевы, нареченныя пятницы, въ исходѣ Октября , продолжающаяся одинъ день.</span>",Новой Оскол,Курского Наместничества,not_иn_text,курск,нот_ин_теxт,курск,15.0,15.0,
472,Черниговскаго Намѣстничества,Нѣжина,80,"НОВЫЕ МЛИНЫ, мѣстечко Черниговскаго Намѣстничества въ уѣздѣ города Нѣжина. Здѣсь бываетъ въ году четыре ярмарки: первая Генваря 6, вторая 23 Апрѣля, третія 29 Іюня, четвертая 8 Сентября. На оныя пріѣзжаютъ купцы изъ Великороссійскихъ и Малороссійскихъ городовъ съ разными мѣлочными товарами; жителижь продаютъ хлѣбъ, рыбу, соль Крымскую и прочее.",Новые Млины,,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВЫЕ МЛИНЫ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества въ уѣздѣ города Нѣжина. Здѣсь бываетъ въ году четыре ярмарки: первая Генваря 6, вторая 23 Апрѣля, третія 29 Іюня, четвертая 8 Сентября. На оныя пріѣзжаютъ купцы изъ Великороссійскихъ и Малороссійскихъ городовъ съ разными мѣлочными товарами; жителижь продаютъ хлѣбъ, рыбу, соль Крымскую и прочее.</span>",Новые Млины,Черниговского Наместничества,Нежина,черниговск,нежин,черниговск|нежин,102.0,38.0,102.0
473,Рязанскаго Намѣстничества,Сапожка,80,"НОВОНИКОЛЬСКОЕ, САМОДУРОВКА тожь, село Рязанскаго Намѣстничества въ уѣздѣ города Сапожка. Бываетъ въ ономъ годовая ярмарка въ девятую пятницу по Пасхѣ; торгуютъ разными мѣлочными товарами.",Новоникольское,Самодуровка,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОНИКОЛЬСКОЕ, САМОДУРОВКА тожь, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Рязанскаго Намѣстничества въ уѣздѣ города Сапожка. Бываетъ въ ономъ годовая ярмарка въ девятую пятницу по Пасхѣ; торгуютъ разными мѣлочными товарами.</span>",Новоникольское,Рязанского Наместничества,Сапожка,рязанск,сапожк,рязанск|сапожк,267.0,28.0,267.0
474,Тульскаго Намѣстничества,not_in_text,80,"НОВОСИЛЬ , городъ Тульскаго Намѣстничества. Здѣсь бываетъ въ году одна ярмарка въ денъ Преполовенія ; пріѣзжаютъ изъ сосѣдственныхъ городовъ купцы съ разными мѣ-лочными москотильными и красными товарами.",Новосиль,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОСИЛЬ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества. Здѣсь бываетъ въ году одна ярмарка въ денъ Преполовенія ; пріѣзжаютъ изъ сосѣдственныхъ городовъ купцы съ разными мѣ-лочными москотильными и красными товарами.</span>",Новосиль,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,
475,Могилевскаго Намѣстничества,Бѣлицкомъ уѣздѣ,80,"НОСОВИЧИ, мѣстечко Могилевскаго Намѣстничества въ Бѣлицкомъ уѣздѣ. Въ немъ бываетъ въ годъ шесть ярмарокъ.",Носовичи,,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОСОВИЧИ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества въ Бѣлицкомъ уѣздѣ. Въ немъ бываетъ въ годъ шесть ярмарокъ.</span>",Носовичи,Могилевского Наместничества,Белицком уезде,могилевск,белицк,могилевск|белицк,47.0,16.0,47.0
476,Кіевскаго Намѣстничества,Кіевскаго уѣздѣ,80,"НОСОВКА , мѣстечко Кіевскаго Намѣстничества и уѣзду. Въ ономъ мѣстечкѣ бываетъ въ году три ярмарки.",Носовка,,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОСОВКА , </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества и уѣзду. Въ ономъ мѣстечкѣ бываетъ въ году три ярмарки.</span>",Носовка,Киевского Наместничества,Киевского уезде,киевск,киевск,киевск|киевск,77.0,13.0,77.0
477,Вологодскаго Намѣстничества,Вологодскаго уѣздѣ,80,"НУРОМСКОЙ , монастырь Вологодскаго Намѣстничества и уѣзду. Здѣсь бываетъ ярмарка Августа 1 числа, на которойпокупка и продажа происходишь разныхъ мѣлочныхъ москотильныхъ и прочихъ крестьянами пріуготовленныхъ товаровъ, какъ - то сала, холста, мякотныхъ и прочихъ.",Нуромской,,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НУРОМСКОЙ , </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> Вологодскаго Намѣстничества и уѣзду. Здѣсь бываетъ ярмарка Августа 1 числа, на которой</span>покупка и продажа происходишь разныхъ мѣлочныхъ москотильныхъ и прочихъ крестьянами пріуготовленныхъ товаровъ, какъ - то сала, холста, мякотныхъ и прочихъ.",Нуромской,Вологодского Наместничества,Вологодского уезде,вологодск,вологодск,вологодск|вологодск,55.0,4.0,55.0
478,Черниговскаго Намѣстничества,not_in_text,81,"НѢЖИНЪ , городѣ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки: первая Всеѣдинская въ Февралѣ , вторая Троицкая въ Іюнѣ , третія Покровская съ 1 Октября ; торгуютъ Великороссійскіе и Малороссійскіе купцы и Греки шелковыми, бумажными , шерстяными товарами, ладономъ, чаемъ, Волошскими винами , Крымскою солью , икрою, пушнымъ Россійскимъ товаромъ , медомъ , воскомъ , щетиною , горячимъ виномъ , табакомъ и прочимъ,",Нѣжинъ,,городѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"НѢЖИНЪ , </span><span class=""font0"" style=""font-style:italic;"">городѣ</span><span class=""font0""> Черниговскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки: первая Всеѣдинская въ Февралѣ , вторая Троицкая въ Іюнѣ , третія Покровская съ 1 Октября ; торгуютъ Великороссійскіе и Малороссійскіе купцы и Греки шелковыми, бумажными , шерстяными товарами, ладономъ, чаемъ, Волошскими винами , Крымскою солью , икрою, пушнымъ Россійскимъ товаромъ , медомъ , воскомъ , щетиною , горячимъ виномъ , табакомъ и прочимъ,</span>",Нежин,Черниговского Наместничества,not_иn_text,черниговск,нот_ин_теxт,черниговск,38.0,38.0,
479,Рижскаго Намѣстничества,Дерптскомъ уѣздѣ,81,"ОБЕРЪ-ПАЛЕНЪ, Дворянская мыза Рижскаго Намѣстничества въ Дерптскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка.",Оберъ-Паленъ,,мыза,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОБЕРЪ-ПАЛЕНЪ, Дворянская </span><span class=""font0"" style=""font-style:italic;"">мыза</span><span class=""font0""> Рижскаго Намѣстничества въ Дерптскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка.</span>",Оберъ-Пален,Рижского Наместничества,Дерптском уезде,рижск,дерптск,рижск|дерптск,268.0,27.0,268.0
480,Курскаго Намѣстничества,not_in_text,81,"ОБОЯНЬ, городѣ Курскаго Намѣстничества. Въ ономъ бываетъ въ годѣ пять ярмарокъ: первая на Сырной недѣлѣ въ пятницу, вторая въ день Преполовенія , третія Августа 1, четвертая Сентября 8, пятая Декабря б чиселъ; на оныя большею частію деревенскіе жители привозятъ хлѣбъ, конопляное масло и тому подобное.",Обоянь,,городѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОБОЯНЬ, </span><span class=""font0"" style=""font-style:italic;"">городѣ</span><span class=""font0""> Курскаго Намѣстничества. Въ ономъ бываетъ въ годѣ пять ярмарокъ: первая на Сырной недѣлѣ въ пятницу, вторая въ день Преполовенія , третія Августа 1, четвертая Сентября 8, пятая Декабря б чиселъ; на оныя большею частію деревенскіе жители привозятъ хлѣбъ, конопляное масло и тому подобное.</span>",Обоянь,Курского Наместничества,not_иn_text,курск,нот_ин_теxт,курск,15.0,15.0,
481,Тверскаго Намѣстничества,Зубцова,81,"ОБРУБЪ, село Тверскаго Намѣстничества въ уѣздѣ города Зубцова. Здѣсь бываетъ годовая ярмарка Апрѣля 23, въ день Великомученика Георгія; на оную пріѣзжаютъ купцы изъ окрестныхъ ближнихъ городовъ съ мѣлочными шелковыми , бумажными и прочими разными товарами.",Обрубъ,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОБРУБЪ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тверскаго Намѣстничества въ уѣздѣ города Зубцова. Здѣсь бываетъ годовая ярмарка Апрѣля 23, въ день Великомученика Георгія; на оную пріѣзжаютъ купцы изъ окрестныхъ ближнихъ городовъ съ мѣлочными шелковыми , бумажными и прочими разными товарами.</span>",Обруб,Тверского Наместничества,Зубцова,тверск,зубцов,тверск|зубцов,68.0,33.0,68.0
482,Тульскаго Намѣстничества,Каширскомъ уѣздѣ,81,"ОДИНЦОВО, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Въ ономъ бываетъ ярмарка во время десятой и оди-надцатой пятницъ; товары въ продажу привозятъ изъ Каширы, Тулы, Серпухова, Венева, и Зарайска по малому числу мо-скатильные мѣлочные; отъ обывателей, уѣздныхъ въ про-дажѣ бываетъ пенька , медъ , воскъ , деревянное издѣлье.",Одинцово,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОДИНЦОВО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Въ ономъ бываетъ ярмарка во время десятой и оди-надцатой пятницъ; товары въ продажу привозятъ изъ Каширы, Тулы, Серпухова, Венева, и Зарайска по малому числу мо-скатильные мѣлочные; отъ обывателей, уѣздныхъ въ про-</span>дажѣ бываетъ пенька , медъ , воскъ , деревянное издѣлье.",Одинцово,Тульского Наместничества,Каширском уезде,тульск,каширск,тульск|каширск,73.0,35.0,73.0
483,Тульскаго Намѣстничества,not_in_text,82,"ОДОЕВЪ, городъ того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.",Одоевъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОДОЕВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.</span>",Одоев,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,
484,Орловскаго Намѣстничества,Карачева,82,"ОДРИНЪ НИКОЛАЕВСКОЙ, монастырь Орловскаго Намѣстничества въ уѣздѣ города Карачева. При ономъ монастырѣ бываетъ ярмарка Маія 9 дня.",Одринъ Николаевской,,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОДРИНЪ НИКОЛАЕВСКОЙ, </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> Орловскаго Намѣстничества въ уѣздѣ города Карачева. При ономъ монастырѣ бываетъ ярмарка Маія 9 дня.</span>",Одрин Николаевской,Орловского Наместничества,Карачева,орловск,карачев,орловск|карачев,269.0,21.0,269.0
485,Вологодскаго Намѣстничества,Яренска,82,"ОКВАДСКАЯ , волость Вологодскаго Намѣстничества въ уѣздѣ города Яренска. Здѣсь бываетъ ярмарка Ноября 21 дня; скупаютъ пріѣзжіе купцы Зырянскую мягкую рухлядь.",Оквадская,,волость,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОКВАДСКАЯ , </span><span class=""font0"" style=""font-style:italic;"">волость</span><span class=""font0""> Вологодскаго Намѣстничества въ уѣздѣ города Яренска. Здѣсь бываетъ ярмарка Ноября 21 дня; скупаютъ пріѣзжіе купцы Зырянскую мягкую рухлядь.</span>",Оквадская,Вологодского Наместничества,Яренска,вологодск,яренск,вологодск|яренск,135.0,4.0,135.0
486,Пермскаго Намѣстничества,not_in_text,82,"ОКУНЕВСКЪ, слобода Пермскаго Намѣстничества. Здѣсь бываетъ ярмарка Февраля 2 дня; торгуютъ мѣлочными товарами. ",Окуневскъ,,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОКУНЕВСКЪ, </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Пермскаго Намѣстничества. Здѣсь бываетъ ярмарка Февраля 2 дня; торгуютъ мѣлочными товарами. </span>",Окуневск,Пермского Наместничества,not_иn_text,пермск,нот_ин_теxт,пермск,23.0,23.0,
